TCP,Derived Date,Deidre Date,Deidre Date Note
A31711,1680,,
A31714,1670,,
A31715,1689,,
A31716,1678,,
A31717,1682,,
A31721,1683,,
A31722,1700,,
A31724,1681,,
A31725,1688,,
A31726,1681,,
A31728,1681,,
A31729,1675,,
A31730,1689,,
A31731,1670,,
A31732,1681,,
A31733,1659,,
A31734,1660,,
A31735,1684,,
A31737,1686,,
A31738,1696,,
A31739,1688,,
A31740,1660,,
A31741,1682,,
A31742,1681,,
A31743,1689,,
A31745,1681,,
A31746,1688,,
A31747,1670,,
A31750,1664,,
A31751,1678,,
A31753,1686,,
A31756,1647,,
A31757,1647,,
A31759,1682,,
A31760,1689,,
A31762,1641,,
A31763,1641,,
A31765,1698,,
A31766,1689,,
A31771,1687,,
A31773,1648,,
A31774,1642,,
A31781,1657,,
A31787,1642,,
A31788,1643,,
A31803,1642,,
A31805,1642,,
A31806,1683,,
A31817,1642,,
A31819,1642,,
A31823,1645,,
A31827,1642,,
A31829,1645,,
A31832,1683,,
A31833,1645,,
A31841,1683,,
A31842,1642,,
A31845,1647,,
A31846,1685,,
A31850,1642,,
A31851,1644,,
A31852,1690,,
A31853,1685,,
A31854,1642,,
A31855,1642,,
A31856,1642,,
A31858,1687,,
A31861,1647,,
A31863,1642,,
A31873,1683,,
A31885,1642,,
A31893,1680,,
A31898,1642,,
A31907,1680,,
A31910,1662,,
A31911,1648,,
A31919,1641,,
A31921,1643,,
A31927,1652,,
A31928,1643,,
A31929,1642,,
A31932,1645,,
A31933,1642,,
A31937,1642,,
A31944,1643,,
A31946,1647,,
A31948,1642,,
A31951,1645,,
A31952,1657,,
A31955,1642,,
A31960,1642,,
A31961,1662,,
A31963,1643,,
A31965,1644,,
A31966,1681,,
A31972,1648,,
A31974,1642,,
A31975,1662,,
A31983,1641,,
A31993,1652,,
A31994,1642,,
A31997,1658,,
A31999,1642,,
A32002,1642,,
A32006,1642,,
A32009,1641,,
A32011,1642,,
A32012,1641,,
A32013,1642,,
A32015,1659,,
A32016,1642,,
A32017,1643,,
A32019,1642,,
A32020,1643,,
A32022,1662,,
A32024,1644,,
A32025,1644,,
A32026,1644,,
A32027,1643,,
A32029,1643,,
A32030,1643,,
A32031,1642,,
A32033,1646,,
A32037,1644,,
A32038,1642,,
A32039,1663,,
A32040,1645,,
A32041,1655,,
A32042,1643,,
A32044,1643,,
A32045,1643,,
A32046,1669,,
A32047,1643,,
A32049,1644,,
A32050,1643,,
A32051,1644,,
A32052,1674,,
A32053,1645,,
A32054,1641,,
A32057,1643,,
A32058,1655,,
A32062,1651,,
A32064,1642,,
A32065,1663,,
A32066,1643,,
A32067,1642,,
A32068,1642,,
A32070,1642,,
A32071,1642,,
A32072,1643,,
A32073,1643,,
A32074,1699,,
A32075,1643,,
A32076,1642,,
A32077,1642,,
A32078,1643,,
A32080,1643,,
A32081,1643,,
A32082,1642,,
A32083,1694,,
A32087,1698,,
A32091,1697,,
A32105,1642,,
A32107,1677,,
A32109,1641,,
A32110,1641,,
A32111,1642,,
A32113,1642,,
A32120,1649,,
A32124,1641,,
A32125,1641,,
A32128,1642,,
A32131,1642,,
A32135,1642,,
A32136,1641,,
A32137,1641,,
A32138,1641,,
A32139,1700,,
A32140,1641,,
A32143,1643,,
A32146,1642,,
A32147,1647,,
A32155,1642,,
A32158,1643,,
A32160,1700,,
A32161,1642,,
A32162,1676,,
A32164,1681,,
A32165,1672,,
A32167,1667,,
A32170,1672,,
A32171,1675,,
A32172,1677,,
A32173,1677,,
A32174,1682,,
A32175,1674,,
A32177,1664,,
A32178,1677,,
A32179,1679,,
A32181,1667,,
A32188,1683,,
A32190,1672,,
A32191,1672,,
A32193,1671,,
A32194,1660,,
A32195,1663,,
A32196,1679,,
A32198,1661,,
A32201,1685,,
A32202,1686,,
A32203,1686,,
A32204,1686,,
A32206,1665,,
A32207,1666,,
A32213,1650,,
A32222,1662,,
A32223,1662,,
A32224,1682,,
A32230,1688,,
A32231,1681,,
A32232,1660,,
A32233,1666,,
A32235,1649,,
A32237,1675,,
A32244,1678,,
A32245,1648,,
A32249,1681,,
A32250,1680,,
A32252,1647,,
A32253,1683,,
A32259,1664,,
A32263,1665,,
A32264,1665,,
A32265,1673,,
A32266,1674,,
A32268,1675,,
A32272,1678,,
A32279,1674,,
A32283,1675,,
A32288,1666,,
A32293,1673,,
A32294,1660,,
A32295,1669,,
A32296,1670,,
A32301,1661,,
A32305,1648,,
A32306,1659,,
A32308,1643,,
A32309,1649,,
A32310,1664,,
A32313,1666,,
A32314,1666,,
A32317,1667,,
A32320,1670,,
A32321,1678,,
A32322,1680,,
A32323,1641,,
A32324,1681,,
A32326,1662,,
A32327,1672,,
A32328,1673,,
A32329,1673,,
A32335,1684,,
A32337,1674,,
A32338,1684,,
A32340,1649,,
A32343,1659,,
A32344,1695,,
A32345,1682,,
A32347,1675,,
A32348,1675,,
A32349,1676,,
A32350,1648,,
A32351,1679,,
A32352,1680,,
A32353,1661,,
A32354,1660,,
A32355,1671,,
A32356,1679,,
A32357,1663,,
A32358,1660,,
A32359,1678,,
A32360,1679,,
A32361,1679,,
A32363,1683,,
A32365,1665,,
A32366,1663,,
A32367,1671,,
A32368,1681,,
A32369,1679,,
A32371,1680,,
A32373,1673,,
A32374,1675,,
A32375,1679,,
A32377,1661,,
A32379,1676,,
A32380,1662,,
A32381,1663,,
A32385,1661,,
A32387,1661,,
A32388,1665,,
A32389,1670,,
A32391,1663,,
A32392,1679,,
A32394,1663,,
A32395,1668,,
A32396,1662,,
A32397,1662,,
A32399,1660,,
A32400,1660,,
A32401,1680,,
A32403,1678,,
A32404,1679,,
A32405,1680,,
A32409,1661,,
A32410,1662,,
A32412,1665,,
A32414,1672,,
A32416,1678,,
A32417,1678,,
A32418,1679,,
A32420,1680,,
A32421,1665,,
A32424,1674,,
A32425,1672,,
A32426,1660,,
A32428,1683,,
A32429,1678,,
A32430,1661,,
A32431,1664,,
A32433,1661,,
A32435,1681,,
A32436,1667,,
A32437,1680,,
A32441,1668,,
A32442,1664,,
A32443,1665,,
A32444,1665,,
A32445,1671,,
A32446,1678,,
A32447,1672,,
A32449,1674,,
A32451,1674,,
A32452,1669,,
A32453,1672,,
A32454,1661,,
A32462,1672,,
A32464,1674,,
A32465,1675,,
A32467,1677,,
A32468,1678,,
A32469,1679,,
A32470,1680,,
A32471,1671,,
A32473,1681,,
A32475,1665,,
A32477,1668,,
A32478,1674,,
A32479,1679,,
A32480,1667,,
A32481,1667,,
A32483,1674,,
A32484,1666,,
A32485,1660,,
A32489,1667,,
A32490,1662,,
A32491,1664,,
A32492,1672,,
A32493,1678,,
A32494,1667,,
A32495,1674,,
A32497,1665,,
A32498,1667,,
A32499,1673,,
A32500,1674,,
A32502,1665,,
A32503,1665,,
A32510,1680,,
A32511,1673,,
A32513,1666,,
A32514,1662,,
A32515,1672,,
A32516,1678,,
A32517,1679,,
A32518,1677,,
A32519,1679,,
A32520,1683,,
A32522,1683,,
A32523,1677,,
A32524,1681,,
A32525,1683,,
A32528,1675,,
A32530,1662,,
A32531,1665,,
A32534,1663,,
A32535,1683,,
A32536,1661,,
A32540,1678,,
A32541,1679,,
A32543,1675,,
A32544,1666,,
A32545,1674,,
A32547,1667,,
A32549,1663,,
A32550,1678,,
A32551,1678,,
A32552,1678,,
A32553,1665,,
A32554,1661,,
A32555,1666,,
A32556,1661,,
A32557,1661,,
A32558,1662,,
A32559,1666,,
A32560,1667,,
A32561,1668,,
A32562,1668,,
A32563,1677,,
A32564,1678,,
A32566,1666,,
A32567,1666,,
A32568,1679,,
A32569,1679,,
A32570,1679,,
A32573,1663,,
A32574,1661,,
A32575,1662,,
A32576,1642,,
A32577,1643,,
A32578,1662,,
A32580,1662,,
A32581,1666,,
A32585,1662,,
A32586,1681,,
A32590,1673,,
A32591,1675,,
A32592,1661,,
A32593,1665,,
A32594,1675,,
A32595,1672,,
A32596,1661,,
A32597,1674,,
A32598,1676,,
A32599,1663,,
A32602,1667,,
A32603,1675,,
A32604,1661,,
A32606,1676,,
A32608,1684,,
A32609,1672,,
A32610,1675,,
A32611,1665,,
A32612,1666,,
A32613,1665,,
A32614,1666,,
A32615,1665,,
A32616,1665,,
A32618,1665,,
A32620,1665,,
A32621,1667,,
A32624,1661,,
A32628,1664,,
A32629,1664,,
A32631,1670,,
A32632,1672,,
A32634,1670,,
A32635,1669,,
A32636,1670,,
A32638,1673,,
A32639,1676,,
A32640,1677,,
A32641,1677,,
A32642,1678,,
A32643,1678,,
A32644,1661,,
A32646,1661,,
A32649,1664,,
A32650,1675,,
A32652,1668,,
A32654,1671,,
A32655,1667,,
A32658,1667,,
A32659,1675,,
A32662,1661,,
A32663,1680,,
A32664,1685,,
A32667,1662,,
A32671,1670,,
A32673,1674,,
A32675,1669,,
A32676,1675,,
A32677,1698,,
A32678,1673,,
A32679,1678,,
A32681,1681,,
A32683,1671,,
A32684,1650,,
A32686,1676,,
A32689,1669,,
A32690,1661,,
A32693,1668,,
A32695,1682,,
A32696,1657,,
A32698,1680,,
A32704,1659,,
A32705,1659,,
A32712,1654,,
A32714,1683,,
A32715,1669,,
A32719,1676,,
A32722,1680,,
A32723,1682,,
A32724,1683,,
A32726,1680,,
A32727,1664,,
A32734,1697,,
A32736,1682,,
A32738,1683,,
A32739,1650,,
A32740,1677,,
A32744,1693,,
A32745,1685,,
A32746,1679,,
A32749,1687,,
A32750,1687,,
A32751,1666,,
A32752,1687,,
A32753,1655,,
A32754,1641,,
A32756,1700,,
A32757,1684,,
A32758,1700,,
A32761,1697,,
A32762,1697,,
A32767,1684,,
A32768,1690,,
A32770,1692,,
A32773,1693,,
A32774,1687,,
A32776,1695,,
A32778,1668,,
A32779,1665,,
A32780,1680,,
A32781,1661,,
A32782,1695,,
A32783,1663,,
A32784,1641,,
A32785,1690,,
A32786,1641,,
A32788,1681,,
A32790,1681,,
A32793,1674,,
A32794,1682,,
A32795,1682,,
A32796,1681,,
A32797,1672,,
A32798,1690,,
A32799,1647,,
A32800,1682,,
A32801,1650,,
A32802,1643,,
A32805,1684,,
A32812,1676,,
A32818,1671,,
A32819,1668,,
A32820,1641,,
A32821,1653,,
A32823,1652,,
A32824,1698,,
A32825,1689,,
A32826,1678,,
A32827,1690,,
A32828,1694,,
A32829,1693,,
A32830,1697,,
A32832,1685,,
A32833,1693,,
A32836,1670,,
A32837,1668,,
A32838,1689,,
A32839,1681,,
A32841,1669,,
A32843,1662,,
A32847,1678,,
A32848,1642,,
A32849,1687,,
A32851,1664,,
A32852,1680,,
A32853,1689,,
A32854,1662,,
A32855,1673,,
A32856,1641,,
A32857,1664,,
A32860,1644,,
A32861,1663,,
A32862,1689,,
A32864,1698,,
A32867,1668,,
A32868,1694,,
A32869,1691,,
A32871,1681,,
A32872,1656,,
A32873,1652,,
A32874,1661,,
A32875,1681,,
A32878,1680,,
A32879,1696,,
A32880,1695,,
A32881,1665,,
A32882,1686,,
A32885,1642,,
A32886,1677,,
A32887,1684,,
A32888,1641,,
A32889,1696,,
A32891,1670,,
A32893,1685,,
A32894,1678,,
A32895,1684,,
A32896,1684,,
A32897,1688,,
A32898,1698,,
A32899,1693,,
A32900,1700,,
A32901,1654,,
A32902,1689,,
A32903,1655,,
A32904,1680,,
A32905,1659,,
A32908,1642,,
A32909,1643,,
A32910,1700,,
A32912,1657,,
A32913,1660,,
A32914,1689,,
A32915,1689,,
A32916,1666,,
A32918,1692,,
A32919,1679,,
A32920,1681,,
A32921,1659,,
A32922,1660,,
A32928,1688,,
A32933,1676,,
A32934,1679,,
A32936,1682,,
A32937,1682,,
A32940,1674,,
A32941,1670,,
A32943,1690,,
A32945,1683,,
A32947,1679,,
A32948,1677,,
A32949,1663,,
A32950,1665,,
A32951,1692,,
A32952,1700,,
A32953,1670,,
A32954,1668,,
A32955,1641,,
A32956,1662,,
A32958,1694,,
A32959,1671,,
A32960,1679,,
A32964,1687,,
A32965,1662,,
A32967,1666,,
A32969,1674,,
A32970,1683,,
A32971,1662,,
A32972,1662,,
A32977,1687,,
A32980,1643,,
A32983,1641,,
A32987,1655,,
A32989,1678,,
A32991,1641,,
A32992,1641,,
A32996,1678,,
A32999,1665,,
A33001,1672,,
A33002,1673,,
A33006,1666,,
A33007,1685,,
A33011,1691,,
A33013,1692,,
A33015,1655,,
A33017,1694,,
A33019,1695,,
A33021,1691,,
A33023,1696,,
A33024,1697,,
A33032,1689,,
A33041,1667,,
A33048,1686,,
A33049,1652,,
A33054,1685,,
A33055,1685,,
A33056,1685,,
A33058,1690,,
A33060,1691,,
A33061,1641,,
A33068,1690,,
A33070,1685,,
A33071,1677,,
A33072,1642,,
A33073,1685,,
A33074,1686,,
A33076,1688,,
A33078,1679,,
A33081,1651,,
A33083,1646,,
A33084,1653,,
A33085,1645,,
A33087,1649,,
A33089,1686,,
A33090,1646,,
A33092,1648,,
A33093,1648,,
A33094,1685,,
A33098,1689,,
A33099,1699,,
A33100,1699,,
A33102,1660,,
A33104,1689,,
A33119,1643,,
A33120,1651,,
A33121,1648,,
A33122,1648,,
A33124,1672,,
A33126,1643,,
A33127,1651,,
A33128,1652,,
A33129,1665,,
A33130,1647,,
A33134,1643,,
A33135,1641,,
A33136,1675,,
A33138,1685,,
A33140,1685,,
A33141,1663,,
A33142,1659,,
A33143,1696,,
A33144,1695,,
A33146,1699,,
A33148,1671,,
A33149,1648,,
A33161,1683,,
A33162,1691,,
A33163,1680,,
A33168,1689,,
A33174,1668,,
A33176,1699,,
A33177,1683,,
A33178,1642,,
A33179,1682,,
A33180,1672,,
A33182,1673,,
A33183,1688,,
A33184,1683,,
A33186,1686,,
A33187,1658,,
A33188,1648,,
A33189,1654,,
A33190,1682,,
A33192,1671,,
A33193,1682,,
A33196,1700,,
A33197,1692,,
A33198,1681,,
A33199,1689,,
A33200,1682,,
A33201,1683,,
A33205,1688,,
A33206,1683,,
A33207,1678,,
A33210,1687,,
A33211,1686,,
A33212,1699,,
A33215,1693,,
A33217,1700,,
A33218,1681,,
A33219,1688,,
A33220,1689,,
A33222,1688,,
A33223,1688,,
A33224,1689,,
A33225,1687,,
A33226,1680,,
A33227,1683,,
A33229,1649,,
A33231,1673,,
A33234,1641,,
A33236,1676,,
A33237,1660,,
A33238,1641,,
A33239,1667,,
A33240,1680,,
A33241,1649,,
A33242,1658,,
A33243,1657,,
A33245,1697,,
A33246,1689,,
A33247,1691,,
A33249,1689,,
A33250,1682,,
A33251,1680,,
A33252,1656,,
A33253,1688,,
A33257,1667,,
A33258,1685,,
A33262,1693,,
A33264,1660,,
A33265,1680,,
A33268,1690,,
A33269,1690,,
A33270,1670,,
A33276,1652,,
A33279,1676,,
A33280,1684,,
A33283,1655,,
A33284,1680,,
A33285,1680,,
A33286,1690,,
A33290,1699,,
A33291,1690,,
A33292,1700,,
A33293,1693,,
A33295,1699,,
A33297,1664,,
A33299,1665,,
A33300,1655,,
A33301,1662,,
A33302,1672,,
A33303,1643,,
A33307,1677,,
A33309,1640,,
A33311,1657,,
A33316,1682,,
A33319,1665,,
A33320,1665,,
A33321,1665,,
A33322,1664,,
A33324,1665,,
A33325,1673,,
A33326,1671,,
A33327,1671,,
A33328,1653,,
A33329,1675,,
A33332,1660,,
A33333,1674,,
A33335,1654,,
A33338,1659,,
A33339,1654,,
A33342,1689,,
A33343,1642,,
A33344,1660,,
A33345,1670,,
A33346,1671,,
A33347,1641,,
A33348,1664,,
A33349,1699,,
A33351,1663,,
A33354,1685,,
A33355,1697,,
A33356,1681,,
A33357,1641,,
A33359,1682,,
A33360,1689,,
A33361,1688,,
A33363,1676,,
A33367,1659,,
A33368,1641,,
A33370,1660,,
A33371,1659,,
A33374,1686,,
A33377,1687,,
A33378,1684,,
A33380,1683,,
A33382,1673,,
A33384,1641,,
A33387,1665,,
A33390,1641,,
A33393,1679,,
A33394,1680,,
A33395,1688,,
A33397,1674,,
A33398,1685,,
A33400,1697,,
A33406,1674,,
A33407,1696,,
A33408,1695,,
A33409,1698,,
A33410,1683,,
A33411,1686,,
A33412,1672,,
A33413,1677,,
A33415,1688,,
A33417,1654,,
A33419,1655,,
A33421,1687,,
A33423,1644,,
A33424,1644,,
A33429,1647,,
A33433,1677,,
A33434,1654,,
A33435,1659,,
A33438,1648,,
A33439,1651,,
A33452,1679,,
A33454,1676,,
A33455,1694,,
A33456,1663,,
A33458,1687,,
A33459,1674,,
A33462,1658,,
A33464,1669,,
A33467,1682,,
A33468,1657,,
A33469,1678,,
A33470,1685,,
A33471,1642,,
A33473,1659,,
A33474,1694,,
A33475,1653,,
A33482,1692,,
A33483,1690,,
A33484,1690,,
A33485,1670,,
A33486,1641,,
A33491,1699,,
A33493,1690,,
A33494,1692,,
A33497,1667,,
A33498,1671,,
A33501,1660,,
A33502,1663,,
A33503,1663,,
A33507,1665,,
A33510,1671,,
A33512,1682,,
A33513,1678,,
A33515,1695,,
A33516,1697,,
A33517,1694,,
A33519,1700,,
A33520,1659,,
A33521,1668,,
A33522,1656,,
A33523,1648,,
A33524,1700,,
A33525,1654,,
A33527,1680,,
A33528,1641,,
A33531,1651,,
A33533,1665,,
A33534,1676,,
A33536,1671,,
A33537,1659,,
A33538,1699,,
A33540,1696,,
A33541,1698,,
A33542,1698,,
A33543,1691,,
A33544,1697,,
A33545,1697,,
A33546,1684,,
A33547,1696,,
A33548,1696,,
A33549,1698,,
A33550,1696,,
A33551,1697,,
A33553,1678,,
A33560,1663,,
A33563,1667,,
A33564,1685,,
A33571,1675,,
A33580,1668,,
A33593,1682,,
A33596,1642,,
A33597,1674,,
A33599,1672,,
A33601,1687,,
A33602,1697,,
A33603,1687,,
A33604,1668,,
A33605,1673,,
A33609,1677,,
A33611,1658,,
A33613,1693,,
A33617,1680,,
A33618,1683,,
A33619,1669,,
A33621,1651,,
A33624,1682,,
A33627,1659,,
A33630,1641,,
A33635,1659,,
A33636,1650,,
A33648,1650,,
A33664,1648,,
A33673,1668,,
A33686,1697,,
A33687,1670,,
A33688,1675,,
A33689,1662,,
A33690,1695,,
A33691,1692,,
A33698,1700,,
A33701,1698,,
A33706,1654,,
A33708,1695,,
A33709,1696,,
A33710,1698,,
A33714,1642,,
A33715,1683,,
A33716,1642,,
A33717,1642,,
A33718,1641,,
A33719,1642,,
A33720,1692,,
A33721,1689,,
A33722,1689,,
A33723,1689,,
A33724,1692,,
A33725,1676,,
A33726,1675,,
A33727,1661,,
A33728,1659,,
A33729,1685,,
A33730,1659,,
A33731,1674,,
A33733,1689,,
A33734,1689,,
A33735,1653,,
A33736,1678,,
A33738,1687,,
A33744,1700,,
A33745,1688,,
A33746,1681,,
A33747,1683,,
A33748,1673,,
A33750,1671,,
A33754,1677,,
A33763,1678,,
A33770,1674,,
A33771,1657,,
A33772,1683,,
A33775,1693,,
A33777,1661,,
A33780,1687,,
A33791,1685,,
A33796,1679,,
A33798,1690,,
A33799,1691,,
A33802,1690,,
A33803,1690,,
A33804,1690,,
A33806,1690,,
A33809,1690,,
A33810,1690,,
A33811,1690,,
A33813,1691,,
A33814,1691,,
A33817,1687,,
A33818,1650,,
A33819,1678,,
A33820,1693,,
A33821,1698,,
A33822,1699,,
A33823,1680,,
A33824,1689,,
A33825,1689,,
A33826,1689,,
A33827,1689,,
A33828,1690,,
A33830,1690,,
A33831,1690,,
A33834,1690,,
A33835,1690,,
A33836,1690,,
A33837,1689,,
A33840,1690,,
A33841,1689,,
A33842,1688,,
A33843,1689,,
A33846,1691,,
A33847,1690,,
A33848,1693,,
A33849,1673,,
A33850,1689,,
A33851,1672,,
A33854,1689,,
A33855,1689,,
A33856,1689,,
A33857,1689,,
A33858,1689,,
A33859,1689,,
A33864,1678,,
A33865,1675,,
A33867,1652,,
A33868,1661,,
A33874,1695,,
A33875,1677,,
A33876,1689,,
A33877,1700,,
A33878,1693,,
A33879,1685,,
A33880,1680,,
A33882,1681,,
A33883,1681,,
A33884,1681,,
A33885,1681,,
A33886,1681,,
A33887,1682,,
A33892,1660,,
A33894,1660,,
A33896,1674,,
A33897,1689,,
A33898,1696,,
A33899,1692,,
A33900,1696,,
A33901,1690,,
A33902,1696,,
A33903,1699,,
A33904,1689,,
A33905,1688,,
A33907,1686,,
A33908,1691,,
A33912,1694,,
A33913,1695,,
A33914,1688,,
A33915,1693,,
A33917,1696,,
A33918,1700,,
A33919,1698,,
A33923,1689,,
A33925,1674,,
A33926,1688,,
A33927,1647,,
A33929,1682,,
A33930,1678,,
A33931,1659,,
A33935,1687,,
A33943,1687,,
A33944,1650,,
A33945,1651,,
A33947,1649,,
A33949,1674,,
A33950,1664,,
A33951,1684,,
A33953,1655,,
A33955,1649,,
A33959,1682,,
A33961,1680,,
A33963,1689,,
A33964,1681,,
A33965,1681,,
A33967,1681,,
A33970,1669,,
A33971,1669,,
A33973,1679,,
A33979,1680,,
A33980,1684,,
A33981,1681,,
A33984,1682,,
A33985,1695,,
A33986,1653,,
A33987,1700,,
A33988,1693,,
A33989,1684,,
A33990,1696,,
A33996,1679,,
A33997,1683,,
A33998,1685,,
A33999,1659,,
A34002,1680,,
A34005,1659,,
A34007,1698,,
A34008,1671,,
A34010,1685,,
A34011,1658,,
A34012,1675,,
A34014,1667,,
A34015,1660,,
A34016,1661,,
A34017,1656,,
A34019,1655,,
A34020,1700,,
A34021,1662,,
A34028,1695,,
A34029,1682,,
A34032,1696,,
A34033,1673,,
A34034,1681,,
A34038,1673,,
A34041,1648,,
A34042,1674,,
A34044,1678,,
A34049,1675,,
A34051,1672,,
A34059,1676,,
A34063,1696,,
A34064,1699,,
A34065,1691,,
A34067,1677,,
A34069,1662,,
A34073,1689,,
A34075,1682,,
A34077,1686,,
A34079,1692,,
A34082,1677,,
A34083,1682,,
A34084,1695,,
A34085,1690,,
A34087,1698,,
A34089,1688,,
A34093,1661,,
A34095,1648,,
A34096,1661,,
A34097,1670,,
A34100,1675,,
A34110,1651,,
A34111,1659,,
A34114,1642,,
A34117,1675,,
A34118,1690,,
A34122,1683,,
A34123,1681,,
A34124,1700,,
A34126,1675,,
A34128,1650,,
A34131,1648,,
A34132,1688,,
A34133,1675,,
A34134,1688,,
A34135,1688,,
A34136,1666,,
A34137,1653,,
A34140,1699,,
A34141,1660,,
A34142,1696,,
A34143,1696,,
A34145,1700,,
A34146,1696,,
A34147,1700,,
A34148,1700,,
A34151,1647,,
A34152,1641,,
A34153,1694,,
A34154,1688,,
A34155,1656,,
A34156,1646,,
A34157,1700,,
A34159,1674,,
A34160,1681,,
A34161,1683,,
A34164,1685,,
A34165,1663,,
A34166,1696,,
A34169,1675,,
A34170,1687,,
A34171,1651,,
A34173,1656,,
A34174,1696,,
A34175,1685,,
A34178,1683,,
A34179,1682,,
A34181,1663,,
A34182,1696,,
A34183,1686,,
A34184,1679,,
A34186,1686,,
A34187,1699,,
A34188,1690,,
A34189,1697,,
A34191,1681,,
A34192,1680,,
A34193,1693,,
A34199,1669,,
A34201,1682,,
A34202,1652,,
A34203,1690,,
A34204,1644,,
A34205,1641,,
A34206,1649,,
A34207,1669,,
A34208,1698,,
A34209,1694,,
A34210,1660,,
A34211,1683,,
A34212,1649,,
A34213,1681,,
A34215,1683,,
A34216,1681,,
A34223,1691,,
A34227,1679,,
A34228,1676,,
A34229,1677,,
A34230,1678,,
A34232,1680,,
A34233,1679,,
A34234,1678,,
A34235,1678,,
A34236,1680,,
A34242,1671,,
A34243,1679,,
A34245,1689,,
A34246,1689,,
A34249,1657,,
A34250,1644,,
A34251,1684,,
A34255,1677,,
A34260,1657,,
A34261,1681,,
A34262,1656,,
A34263,1689,,
A34264,1691,,
A34265,1691,,
A34266,1683,,
A34267,1655,,
A34268,1641,,
A34269,1691,,
A34271,1683,,
A34272,1682,,
A34273,1673,,
A34274,1681,,
A34275,1692,,
A34277,1682,,
A34278,1687,,
A34279,1690,,
A34280,1682,,
A34281,1682,,
A34283,1680,,
A34284,1689,,
A34285,1699,,
A34287,1661,,
A34288,1682,,
A34289,1683,,
A34290,1682,,
A34291,1681,,
A34293,1682,,
A34296,1691,,
A34297,1698,,
A34298,1698,,
A34299,1694,,
A34300,1692,,
A34302,1695,,
A34306,1697,,
A34309,1695,,
A34310,1663,,
A34311,1663,,
A34313,1695,,
A34315,1693,,
A34322,1679,,
A34324,1695,,
A34325,1695,,
A34327,1700,,
A34328,1681,,
A34329,1700,,
A34331,1681,,
A34333,1697,,
A34334,1676,,
A34335,1676,,
A34337,1680,,
A34338,1689,,
A34340,1700,,
A34345,1690,,
A34346,1696,,
A34347,1698,,
A34348,1681,,
A34349,1695,,
A34350,1653,,
A34351,1644,,
A34352,1684,,
A34353,1645,,
A34354,1641,,
A34355,1698,,
A34356,1642,,
A34357,1685,,
A34359,1698,,
A34360,1683,,
A34363,1682,,
A34365,1680,,
A34366,1700,,
A34367,1674,,
A34368,1678,,
A34369,1655,,
A34373,1699,,
A34374,1689,,
A34375,1660,,
A34376,1692,,
A34377,1692,,
A34378,1696,,
A34379,1642,,
A34380,1641,,
A34381,1670,,
A34383,1676,,
A34385,1672,,
A34386,1690,,
A34388,1700,,
A34389,1669,,
A34390,1681,,
A34391,1644,,
A34392,1692,,
A34394,1690,,
A34395,1692,,
A34396,1643,,
A34397,1681,,
A34399,1685,,
A34401,1681,,
A34403,1679,,
A34405,1677,,
A34407,1689,,
A34410,1678,,
A34411,1660,,
A34412,1670,,
A34413,1669,,
A34414,1648,,
A34420,1651,,
A34423,1649,,
A34424,1700,,
A34425,1676,,
A34427,1691,,
A34428,1696,,
A34429,1689,,
A34430,1685,,
A34431,1641,,
A34432,1682,,
A34433,1651,,
A34436,1696,,
A34438,1660,,
A34439,1688,,
A34444,1664,,
A34445,1654,,
A34447,1700,,
A34451,1673,,
A34454,1663,,
A34463,1657,,
A34465,1661,,
A34466,1642,,
A34467,1680,,
A34470,1656,,
A34471,1657,,
A34475,1687,,
A34476,1682,,
A34477,1641,,
A34478,1690,,
A34479,1642,,
A34480,1661,,
A34481,1682,,
A34483,1684,,
A34485,1642,,
A34486,1642,,
A34487,1642,,
A34492,1647,,
A34494,1659,,
A34496,1642,,
A34497,1690,,
A34498,1691,,
A34499,1661,,
A34501,1645,,
A34502,1688,,
A34503,1697,,
A34504,1641,,
A34505,1644,,
A34506,1643,,
A34507,1646,,
A34508,1644,,
A34509,1688,,
A34512,1644,,
A34513,1641,,
A34515,1660,,
A34516,1641,,
A34517,1647,,
A34518,1696,,
A34519,1684,,
A34520,1646,,
A34521,1681,,
A34523,1683,,
A34524,1684,,
A34525,1674,,
A34526,1665,,
A34527,1642,,
A34529,1654,,
A34531,1645,,
A34532,1682,,
A34533,1667,,
A34534,1668,,
A34535,1683,,
A34536,1682,,
A34537,1661,,
A34538,1679,,
A34539,1683,,
A34540,1663,,
A34541,1679,,
A34542,1684,,
A34543,1668,,
A34544,1681,,
A34547,1665,,
A34548,1647,,
A34552,1695,,
A34554,1670,,
A34555,1668,,
A34564,1672,,
A34565,1672,,
A34566,1699,,
A34567,1642,,
A34568,1642,,
A34569,1686,,
A34571,1680,,
A34573,1681,,
A34574,1682,,
A34575,1695,,
A34577,1664,,
A34578,1671,,
A34579,1656,,
A34580,1685,,
A34581,1671,,
A34582,1655,,
A34583,1663,,
A34585,1664,,
A34588,1665,,
A34589,1654,,
A34590,1668,,
A34591,1642,,
A34593,1641,,
A34594,1676,,
A34595,1641,,
A34597,1693,,
A34598,1694,,
A34599,1646,,
A34601,1689,,
A34603,1662,,
A34604,1686,,
A34605,1700,,
A34612,1676,,
A34613,1679,,
A34614,1688,,
A34619,1693,,
A34621,1660,,
A34622,1695,,
A34632,1675,,
A34636,1676,,
A34637,1674,,
A34639,1679,,
A34640,1660,,
A34641,1675,,
A34643,1689,,
A34644,1664,,
A34645,1665,,
A34652,1655,,
