tcp,estc,playfile,html_name,corpus_name,Wiggins number,author,author 2,author 3,author 4,author 5,translator,adaptation,missing from tcp or excluded,title,alternative title,type,genre,Wiggins genre,DEEP genre,Harbage genre,Wiggins contemporary genre,date of writing,date of 1st performance,Harbage limits of performance date,date of 1st publication,date of text used,play company 1,play company 2,theatre,metre,rhyme,notes,text_name,in_554,in_666,in_1244,status
A52477,Wing N1327; ESTC R8251,A52477,a52477headed_Docuscope.html,,,"Norton, [Richard?]",,,,,,,no,"Pausanious, the Betrayer of His Country",,drama,TR,,,TR,,1696,1696,c. Apr.,1696,1696,Patent,,,,,,A52477.headed.txt,FALSE,FALSE,TRUE,Free
A52858,Wing N52; ESTC R5200,A52858,a52858headed_Docuscope.html,,,'N.N.' (N. Nowel? printer rather than author),,,,,,,no,"Rome's Follies, or The Amorous Friars",,drama,DI,,,Political DI,,1681,1681,1681-1682,1681,1681,Privately acted (?),,,,,,A52858.headed.txt,FALSE,FALSE,TRUE,Restricted
A52863,Wing N524; ESTC R14670,A52863,a52863headed_Docuscope.html,,,"Neville, Robert",,,,,,,no,The Poor Scholar,,drama,CO,,,CO,,1662,,1662 (pub.),1662,1662,Unacted (?),,,,,,A52863.headed.txt,FALSE,FALSE,TRUE,Restricted
A52953,R17847,A52953,a52953headed_Docuscope.html,46977f5d7a,,Anon.,,,,,,,no,Canterbury His Change of Diet,,drama,CO,,Political Dialogue,,,1641,1641,,1641,1641,,,,,,,A52953.headed.txt,TRUE,TRUE,TRUE,Free
A53060,R17289,A53060_03,a53060headed106play003_Docuscope.html,46977f5d7a,,"Cavendish, Margaret",,,,,,,no,The Several Wits,,drama,CO,,,,,1662,,,1662,1662,,,,,,,A53060.headed_106_play_003.txt,TRUE,TRUE,TRUE,Free
A53060,R17289,A53060_10,a53060headed365play010_Docuscope.html,46977f5d7a,,"Cavendish, Margaret",,,,,,,no,The Unnatural Tragedy,,drama,TR,,,,,1662,,,1662,1662,,,,,,,A53060.headed_365_play_010.txt,TRUE,TRUE,TRUE,Free
A53060,R17289,A53060_12,a53060headed479play012_Docuscope.html,46977f5d7a,,"Cavendish, Margaret",,,,,,,no,1 Matrimonial Trouble,,drama,CO,,,,,1662,,,1662,1662,,,,,,,A53060.headed_479_play_012.txt,TRUE,TRUE,TRUE,Free
A53060,R17289,A53060_13,a53060headed530play013_Docuscope.html,46977f5d7a,,"Cavendish, Margaret",,,,,,,no,2 Matrimonial Trouble,,drama,TC,,,,,1662,,,1662,1662,,,,,,,A53060.headed_530_play_013.txt,TRUE,TRUE,TRUE,Free
A53060,R17289,A53060_17,a53060headed681play017_Docuscope.html,46977f5d7a,,"Cavendish, Margaret",,,,,,,no,The Comical Hash,,drama,CO,,,,,1662,,,1662,1662,,,,,,,A53060.headed_681_play_017.txt,TRUE,TRUE,TRUE,Free
A53060,R17289,A53060_20,a53060headed772play020_Docuscope.html,46977f5d7a,,"Cavendish, Margaret",,,,,,,no,The Apocryphal Ladies,,drama,CO,,,,,1662,,,1662,1662,,,,,,,A53060.headed_772_play_020.txt,TRUE,TRUE,TRUE,Free
A53060,R17289,A53060_01,a53060headed017play001_Docuscope.html,,,"Cavendish, Margaret",,,,,,,no,1 Love's Adventures,,drama,ND,,,,,1662,,,1662,1662,,,,,,,A53060.headed_017_play_001.txt,FALSE,TRUE,TRUE,Free
A53060,R17289,A53060_02,a53060headed059play002_Docuscope.html,,,"Cavendish, Margaret",,,,,,,no,2 Love's Adventures,,drama,ND,,,,,1662,,,1662,1662,,,,,,,A53060.headed_059_play_002.txt,FALSE,TRUE,TRUE,Free
A53060,R17289,A53060_04,a53060headed158play004_Docuscope.html,,,"Cavendish, Margaret",,,,,,,no,1 Youth's Glory and Death's Banquet,,drama,ND,,,,,1662,,,1662,1662,,,,,,,A53060.headed_158_play_004.txt,FALSE,TRUE,TRUE,Free
A53060,R17289,A53060_05,a53060headed181play005_Docuscope.html,,,"Cavendish, Margaret",,,,,,,no,2 Youth's Glory and Death's Banquet,,drama,ND,,,,,1662,,,1662,1662,,,,,,,A53060.headed_181_play_005.txt,FALSE,TRUE,TRUE,Free
A53060,R17289,A53060_06,a53060headed212play006_Docuscope.html,,,"Cavendish, Margaret",,,,,,,no,1 The Lady,,drama,ND,,,,,1662,,,1662,1662,,,,,,,A53060.headed_212_play_006.txt,FALSE,TRUE,TRUE,Free
A53060,R17289,A53060_07,a53060headed246play007_Docuscope.html,,,"Cavendish, Margaret",,,,,,,no,2 The Lady,,drama,ND,,,,,1662,,,1662,1662,,,,,,,A53060.headed_246_play_007.txt,FALSE,TRUE,TRUE,Free
A53060,R17289,A53060_08,a53060headed288play008_Docuscope.html,,,"Cavendish, Margaret",,,,,,,no,1 Wit's Cabal,,drama,ND,,,,,1662,,,1662,1662,,,,,,,A53060.headed_288_play_008.txt,FALSE,TRUE,TRUE,Free
A53060,R17289,A53060_09,a53060headed333play009_Docuscope.html,,,"Cavendish, Margaret",,,,,,,no,2 Wit's Cabal,,drama,ND,,,,,1662,,,1662,1662,,,,,,,A53060.headed_333_play_009.txt,FALSE,TRUE,TRUE,Free
A53060,R17289,A53060_11,a53060headed422play011_Docuscope.html,,,"Cavendish, Margaret",,,,,,,no,The Wooers,,drama,ND,,,,,1662,,,1662,1662,,,,,,,A53060.headed_422_play_011.txt,FALSE,TRUE,TRUE,Free
A53060,R17289,A53060_14,a53060headed583play014_Docuscope.html,,,"Cavendish, Margaret",,,,,,,no,"1 Beauty, Love, and Wit",,drama,ND,,,,,1662,,,1662,1662,,,,,,,A53060.headed_583_play_014.txt,FALSE,TRUE,TRUE,Free
A53060,R17289,A53060_15,a53060headed608play015_Docuscope.html,,,"Cavendish, Margaret",,,,,,,no,"2 Beauty, Love, and Wit",,drama,ND,,,,,1662,,,1662,1662,,,,,,,A53060.headed_608_play_015.txt,FALSE,TRUE,TRUE,Free
A53060,R17289,A53060_16,a53060headed636play016_Docuscope.html,,,"Cavendish, Margaret",,,,,,,no,The Religious,,drama,ND,,,,,1662,,,1662,1662,,,,,,,A53060.headed_636_play_016.txt,FALSE,TRUE,TRUE,Free
A53060,R17289,A53060_18,a53060headed710play018_Docuscope.html,,,"Cavendish, Margaret",,,,,,,no,1 Bell in Campo,,drama,ND,,,,,1662,,,1662,1662,,,,,,,A53060.headed_710_play_018.txt,FALSE,TRUE,TRUE,Free
A53060,R17289,A53060_19,a53060headed742play019_Docuscope.html,,,"Cavendish, Margaret",,,,,,,no,2 Bell in Campo,,drama,ND,,,,,1662,,,1662,1662,,,,,,,A53060.headed_742_play_019.txt,FALSE,TRUE,TRUE,Free
A53060,R17289,A53060_21,a53060headed800play021_Docuscope.html,,,"Cavendish, Margaret",,,,,,,no,The Female Academy,,drama,ND,,,,,1662,,,1662,1662,,,,,,,A53060.headed_800_play_021.txt,FALSE,TRUE,TRUE,Free
A53070,R16163,A53070_01,a53070headedcollection001_Docuscope.html,46977f5d7a,,"Cavendish, William","Shirley, James",,,,,,no,The Country Captain,Captain Underwit,drama,CO,,CO,,,1639,1640,,1649,1649,King's Men,,,,,,A53070.headed_collection_001.txt,TRUE,TRUE,TRUE,Free
A53070,R16163,A53070_02,a53070headedcollection002_Docuscope.html,46977f5d7a,,"Cavendish, William",,,,,,,no,The Variety,,drama,CO,,CO,,,1641,1641,,1649,1649,King's Men,,,,,,A53070.headed_collection_002.txt,TRUE,TRUE,TRUE,Free
A53311,Wing O258; ESTC R6491,A53311,a53311headed_Docuscope.html,,,"Oldmixon, John",,,,,,,no,"The Grove, or Love's Paradise",,drama,TR,,,Opera,,1700,1700,19 Feb. (premiere?),1700,1700,Patent,,,,,,A53311.headed.txt,FALSE,FALSE,TRUE,Restricted
A53458,Wing O478; ESTC R17646,A53458,a53458headed_Docuscope.html,,,"Boyle, Roger",,,,,,,no,Guzman,,drama,CO,,,CO,,1669,1669,15 Apr.,1693,1693,Duke's,,,,,,A53458.headed.txt,FALSE,FALSE,TRUE,Free
A53459,Wing O479; ESTC R21923,A53459,a53459headed_Docuscope.html,,,"Boyle, Roger",,,,,,,no,Herod the Great,,drama,TR,,,TR,,1672,1672,c.1672,1694,1694,Unacted,,,,,,A53459.headed.txt,FALSE,FALSE,TRUE,Free
A53462,Wing O480; ESTC R22002,play in collection,a53462headed_Docuscope.html,,,"Boyle, Roger",,,,,,,no,Henry V,,drama,TC,,,TC,,1664,1664,Aug.,1668,1668,Duke's,,,,,,A53462.headed.txt,FALSE,FALSE,TRUE,Free
A53468,Wing O487; ESTC R22129,A53468,a53468headed_Docuscope.html,,,"Boyle, Roger",,,,,,,no,Mr Anthony,,drama,CO,,,CO,,1669,1669,14 Dec.,1690,1690,Duke's,,,,,,A53468.headed.txt,FALSE,FALSE,TRUE,Free
A53477,Wing O497; ESTC R22737,A53477,a53477headed_Docuscope.html,,,"Boyle, Roger",,,,,,,no,"Mustapha, Son of Solyman the Magnificent",,drama,TR,,,TR,,1665,1665,3 Apr. (Pepys),1668,1668,Duke's,,,,,,A53477.headed.txt,FALSE,FALSE,TRUE,Free
A53480,Wing O501; ESTC R23007,play in collection,a53480headedcollection001_Docuscope.html,,,"Boyle, Roger",,,,,,,no,The Black Prince,,drama,TC,,,TC,,1667,1667,19 Oct. (Pepys),1669,1669,King's,,,,,,A53480.headed_collection_001.txt,FALSE,FALSE,TRUE,Free
A53480,Wing O501; ESTC R23007,play in collection,a53480headedcollection002_Docuscope.html,,,"Boyle, Roger",,,,,,,no,Tryphon,,drama,TR,,,TR,,1668,1668,8 Dec. (Pepys),1669,1669,Duke's,,,,,,A53480.headed_collection_002.txt,FALSE,FALSE,TRUE,Free
A53507,Wing O539; ESTC R10707,A53507,a53507headed_Docuscope.html,,,"Otway, Thomas",,,,,,,no,Alcibiades,,drama,TR,,,TR,,1675,1675,22 Sept. (?),1675,1675,Duke's,,,,,,A53507.headed.txt,FALSE,FALSE,TRUE,Free
A53510,Wing O541; ESTC R10764,A53510,a53510headed_Docuscope.html,,,"Otway, Thomas",,,,,,,no,"The Atheist, or The Second Part of the Soldier's Fortune",,drama,CO,,,CO,,1683,1683,c. July,1684,1684,United,,,,,,A53510.headed.txt,FALSE,FALSE,TRUE,Free
A53511,Wing O542; ESTC R10765,A53511,a53511headed_Docuscope.html,,,"Otway, Thomas",,,,,,,no,"Don Carlos, Prince of Spain",,drama,TR,,,TR,,1676,1676,8-Jun,1676,1676,Duke's,,,,,,A53511.headed.txt,FALSE,FALSE,TRUE,Free
A53517,Wing O549; ESTC R10440,A53517,a53517headed_Docuscope.html,,,"Otway, Thomas",,,,,,Adapt. Shakespeare's Romeo and Juliet,no,Caius Marius,,drama,TR,,,TR,,1679,1679,c. Sept.,1680,1680,Duke's,,,,,,A53517.headed.txt,FALSE,FALSE,TRUE,Free
A53521,Wing O552; ESTC R10494,A53521,a53521headed_Docuscope.html,,,"Otway, Thomas",,,,,,,no,"The Orphan, or The Unhappy Marriage",,drama,TR,,,TR,,1680,1680,Feb.,1680,1680,Duke's,,,,,,A53521.headed.txt,FALSE,FALSE,TRUE,Free
A53530,Wing O562; ESTC R10495,A53530,a53530headed_Docuscope.html,,,"Otway, Thomas",,,,,,,no,The Soldier's Fortune,,drama,CO,,,CO,,1680,1680,c. June,1681,1681,Duke's,,,,,,A53530.headed.txt,FALSE,FALSE,TRUE,Free
A53534,Wing O566; ESTC R9537,A53534,a53534headed_Docuscope.html,,,"Otway, Thomas",,,,,,Adapt. Racine's Berenice and Molière's Les Fourberies de Scapin,no,"Titus and Berenice, with The Cheats of Scapin",,drama,TC,,,TR; Farce,,1677,1677,c. Jan.,1677,1677,Duke's,,,,,,A53534.headed.txt,FALSE,FALSE,TRUE,Free
A54093,Wing P1242; ESTC R19553,A54093,a54093headed_Docuscope.html,,,"Anon. (Penkethman, William?)",,,,,,,no,"Love without Interest, or The Man Too Hard for the Master",,drama,CO,,,CO,,1699,1699,c. June,1699,1699,Patent,,,,,,A54093.headed.txt,FALSE,FALSE,TRUE,Restricted
A54404,Wing P1593; ESTC R20472,A54404,a54404headed_Docuscope.html,,,"Perrin, Pierre",,,,,,,no,"Ariadne, or The Marriage of Bacchus","Ariane, ou le marriage de Bacchus",drama,TR,,,Opera (French and English),,1674,1674,30 Mar.,1674,1673,,,Royal Academy of Music,,,,A54404.headed.txt,FALSE,FALSE,TRUE,Free
A54800,Wing P2118; ESTC R17970,A54800,a54800headed_Docuscope.html,,,"Phillips, William",,,,,,,no,The Revengeful Queen,,drama,TR,,,TR,,1698,1698,c. June,1698,1698,Patent,,,,,,A54800.headed.txt,FALSE,FALSE,TRUE,Free
A54801,Wing P2119; ESTC R4782,A54801,a54801headed_Docuscope.html,,,"Phillips, William",,,,,,,no,"St Stephen's Green, or The Generous Lovers",,drama,CO,,,CO,,1700,1700,1699-1700,1700,1700,,,"Smock Alley, Dublin",,,,A54801.headed.txt,FALSE,FALSE,TRUE,Free
A54921,Wing P2285; ESTC R4724,A54921,a54921headed_Docuscope.html,,,Anon.,,,,,,"Adapt. Nero, 1624",no,Piso's Conspiracy,,drama,TR,,,TR,,1675,1675,c. Aug.,1676,1676,Duke's,,,,,,A54921.headed.txt,FALSE,FALSE,TRUE,Free
A54955,Wing P2326; ESTC R35375,A54955,a54955headed_Docuscope.html,,,"Pix, Mary",,,,,,Based on Dancourt's Le Chevalier à la mode,no,"The Beau Defeated, or The Lucky Younger Brother",,drama,CO,,,CO,,1700,1700,c. Mar.,[1700],1700,Betterton's,,,,,,A54955.headed.txt,FALSE,FALSE,TRUE,Free
A54956,Wing P2327; ESTC R1715,A54956,a54956headed_Docuscope.html,,,"Pix, Mary",dialogues by D'Urfey [Act IV],dialogues by Motteux [Act V],,,,,no,The Deceiver Deceived,The French Beau,drama,CO,,,CO,,1697,1697,c. Dec.,1698,1698,Betterton's,,,,,,A54956.headed.txt,FALSE,FALSE,TRUE,Free
A54957,Wing P2328; ESTC R3201,A54957,a54957headed_Docuscope.html,,,"Pix, Mary",,,,,,,no,"The False Friend, or The Fate of Disobedience",,drama,TR,,,TR,,1699,1699,c. May,1699,1699,Betterton's,,,,,,A54957.headed.txt,FALSE,FALSE,TRUE,Free
A54958,Wing P2329; ESTC R3152,A54958,a54958headed_Docuscope.html,,,"Pix, Mary",,,,,,,no,"Ibrahim, the Thirteenth Emperor of the Turks",,drama,TR,,,TR,,1696,1696,c. June,1696,1696,Patent,,,,,,A54958.headed.txt,FALSE,FALSE,TRUE,Free
A54959,Wing P2330; ESTC R3117,A54959,a54959headed_Docuscope.html,,,"Pix, Mary",,,,,,,no,The Innocent Mistress,,drama,CO,,,CO,,1697,1697,c. June,1697,1697,Betterton's,,,,,,A54959.headed.txt,FALSE,FALSE,TRUE,Free
A54960,Wing P2332; ESTC R8660,A54960,a54960headed_Docuscope.html,,,"Pix, Mary",,,,,,,no,The Spanish Wives,,drama,CO,,,CO,,1696,1696,c. Sept.,1696,1696,Patent,,,,,,A54960.headed.txt,FALSE,FALSE,TRUE,Free
A55016,Wing P2415; ESTC R4311,play in collection,a55016headedcollection001_Docuscope.html,,,Plautus,,,,,"Echard, Lawrence",,no,Amphitryon,,drama,CO,,,CO,,1694,1694,1694,1694,1694,Closet,,,,,,A55016.headed_collection_001.txt,FALSE,FALSE,TRUE,Free
A55016,Wing P2415; ESTC R4311,play in collection,a55016headedcollection002_Docuscope.html,,,Plautus,,,,,"Echard, Lawrence",,no,Epidicus,,drama,CO,,,CO,,1694,1694,1694,1694,1694,Closet,,,,,,A55016.headed_collection_002.txt,FALSE,FALSE,TRUE,Free
A55016,Wing P2415; ESTC R4311,play in collection,a55016headedcollection003_Docuscope.html,,,Plautus,,,,,"Echard, Lawrence",,no,Rudens,,drama,CO,,,CO,,1694,1694,1694,1694,1694,Closet,,,,,,A55016.headed_collection_003.txt,FALSE,FALSE,TRUE,Free
A55475,Wing P2969; ESTC R19069,A55475,a55475headed_Docuscope.html,,,"Pordage, Samuel",,,,,,,no,Herod and Mariamne,,drama,TR,,,TR,,1673,1673,28 Oct. (revived?),1673,1673,Duke's,,,,,Harbage: 'Written 1661-2 according to Prol. First performance in 1671?',A55475.headed.txt,FALSE,FALSE,TRUE,Free
A55482,Wing P2977; ESTC R17800,A55482,a55482headed_Docuscope.html,,,"Pordage, Samuel",,,,,,,no,The Siege of Babylon,,drama,TR,,,TR,,1677,1677,c. Sept.,1678,1678,Duke's,,,,,,A55482.headed.txt,FALSE,FALSE,TRUE,Free
A55490,Wing P2988; ESTC R9392,A55490,a55490headed_Docuscope.html,,,"Porter, Thomas",,,,,,,no,The Carnival,,drama,CO,,,CO,,1663,1663,1663-1664,1664,1664,King's,,,,,,A55490.headed.txt,FALSE,FALSE,TRUE,Free
A55492,Wing P2991; ESTC R9845,A55492,a55492headed_Docuscope.html,,,"P., T.",,,,,,,no,The French Conjurer,,drama,CO,,,CO,,1677,1677,c. Mar.-Apr,1678,1678,Duke's,,,,,,A55492.headed.txt,FALSE,FALSE,TRUE,Free
A55493,Wing P2995; ESTC R12291,A55493,a55493headed_Docuscope.html,,,"Porter, Thomas",,,,,,,no,The Villain,,drama,TR,,,TR,,1662,1662,18 Oct. (Pepys),1663,1663,Duke's,,,,,,A55493.headed.txt,FALSE,FALSE,TRUE,Free
A55496,Wing P2998; ESTC R9998,A55496,a55496headed_Docuscope.html,,,"P., T.",,,,,,,no,"A Witty Combat, or The Female Victor",,drama,CO,,,CO,,1663,1663,June,1663,1663,Privately acted (?),,,,,,A55496.headed.txt,FALSE,FALSE,TRUE,Free
A55539,Wing P3047; ESTC R3298,A55539,a55539headed_Docuscope.html,,,"Powell, George",,,,,,,no,"Alphonso, King of Naples",,drama,TR,,,TR,,1690,1690,c. Dec.,1691,1691,United,,,,,,A55539.headed.txt,FALSE,FALSE,TRUE,Free
A55540,Wing P3048; ESTC R19406,A55540,a55540headed_Docuscope.html,,,"Anon. (produced by Powell, George?)",,,,,,,no,The Cornish Comedy,,drama,CO,,,CO,,1696,1696,c. June,1696,1696,Patent,,,,,,A55540.headed.txt,FALSE,FALSE,TRUE,Free
A55542,Wing P3051; ESTC R23302,A55542,a55542headed_Docuscope.html,,,"Powell, George",,,,,,,no,"The Imposture Defeated, or A Trick to Cheat the Devil",,drama,CO,,,CO,,1697,1697,"c. Sept. (poss. first acted in summer, 1695)",1698,1698,Patent,,,,,"Harbage: Songs and Mask, Endymion, the Man in the Moon, in Act V, printed separately as The Mask of Cynthia and Endimion, 1697",A55542.headed.txt,FALSE,FALSE,TRUE,Free
A55543,Wing P3052; ESTC R32181,A55543,a55543headed_Docuscope.html,,,"Anon. (produced by Powell, George; Verbruggen, John)",,,,,,,no,"Brutus of Alba, or Augusta's Triumph",,drama,TR,,,Dramatic Opera,,1696,1696,c. Oct.,1697,1697,Patent,,,,,,A55543.headed.txt,FALSE,FALSE,TRUE,Free
A55546,Wing P3056; ESTC R37128,A55546,a55546headed_Docuscope.html,,,"Powell, George",,,,,,,no,The Treacherous Brothers,,drama,TR,,,TR,,1690,1690,c. Jan.,1690,1690,United,,,,,,A55546.headed.txt,FALSE,FALSE,TRUE,Free
A55548,Wing P3058; ESTC R1147,A55548,a55548headed_Docuscope.html,,,"Powell, George",,,,,,,no,A Very Good Wife,,drama,CO,,,CO,,1693,1693,c. Apr.,1693,1693,United,,,,,,A55548.headed.txt,FALSE,FALSE,TRUE,Free
A55761,R13616,A55761,a55761headed_Docuscope.html,46977f5d7a,,"Prestwich, Edmund",,,,,,,no,"The Hectors, or The False Challenge",,drama,CO,,CO,,,1656,1656,,1656,1656,,,,,,,A55761.headed.txt,TRUE,TRUE,TRUE,Free
A56731,Wing P889; ESTC R11156,A56731,a56731headed_Docuscope.html,,,"Payne, Nevil",,,,,,,no,The Fatal Jealousy,,drama,TR,,,TR,,1672,1672,3 Aug.,1673,1673,Duke's,,,,,,A56731.headed.txt,FALSE,FALSE,TRUE,Restricted
A56734,Wing P892; ESTC R11211,A56734,a56734headed_Docuscope.html,,,"Payne, Nevil",,,,,,,no,"The Morning Ramble, or The Town Humours",,drama,CO,,,CO,,1672,1672,4 Nov.,1673,1673,Duke's,,,,,,A56734.headed.txt,FALSE,FALSE,TRUE,Restricted
A56797,R12208,A56797,a56797headed_Docuscope.html,46977f5d7a,,"Peaps, William.",,,,,,,no,"Love in Its Ecstasy, or The Large Prerogative",,drama,CO,,Pastoral Tragicomedy,,,1634,1634,,1649,1649,,,,,,,A56797.headed.txt,TRUE,TRUE,TRUE,Free
A56843,R21344,A56843,a56843headed_Docuscope.html,46977f5d7a,,"Quarles, Francis",,,,,,,no,The Virgin Widow,,drama,CO,,TC,,,1640,1641,,1649,1649,,,,,,,A56843.headed.txt,TRUE,TRUE,TRUE,Free
A56872,R9224,A56872,a56872headed_Docuscope.html,46977f5d7a,,"Ford, John",,,,,,,no,"The Queen, or The Excellency of Her Sex",,drama,TC,,TC,,,1628,1628,,1653,1653,,,,,,,A56872.headed.txt,TRUE,TRUE,TRUE,Free
A56909,Wing Q214; ESTC R3936,A56909,a56909headed_Docuscope.html,,,"Dancer, John",,,,,,Adapt. Quinault's Agrippa roy d'Albe,no,"Agrippa, King of Alba, or The False Tiberinus",,drama,TC,,,TC,,1669,1669,1666-1669,1675,1675,"II Ogilby's Men, Dublin",,Dublin,,,,A56909.headed.txt,FALSE,FALSE,TRUE,Free
A56910,R6083,A56910,a56910headed_Docuscope.html,46977f5d7a,,"Quinault, Philipe",,,,,"Lower, William",,no,The Noble Ingratitude,,drama,TC,,Political Tragicomedy,Pastoral TC,,1659,1659,1659,1659,1659,Closet (?),,,,,,A56910.headed.txt,TRUE,TRUE,TRUE,Restricted
A57093,ESTC T126064,A57093,a57093headed_Docuscope.html,,,"Boyer, Abel",,,,,,,no,"Achilles, or Iphigenia in Aulis","The Victim, or Achilles and Iphigenia in Aulis",drama,TR,,,TR,,1699,1699,c. Dec.,1700,1714,Patent,,,,,,A57093.headed.txt,FALSE,FALSE,TRUE,Free
A57098,Wing R1194; ESTC R635,A57098,a57098headed_Docuscope.html,,,"Revet, Edward",,,,,,,no,"The Town Shifts, or The Suburb Justice",,drama,CO,,,CO,,1671,1671,15 Mar.,1671,1671,Duke's,,,,,,A57098.headed.txt,FALSE,FALSE,TRUE,Restricted
A57223,Wing R1375; ESTC R6598,A57223,a57223headed_Docuscope.html,,,"Richards, William (preserver?)",,,,,,,no,The Christmas Ordinary,,drama,CO,,,Christmas Play,,1660,1660,1633-1660,1682,1682,,,"Trinity Col., Oxford (?)",,,,A57223.headed.txt,FALSE,FALSE,TRUE,Restricted
A57763,R7261,A57763,a57763headed_Docuscope.html,46977f5d7a,,"Rowley, William",,,,,,,no,The Birth of Merlin,"The Birth of Merlin, or The Childe hath found his Father",drama,TC,,,,,1608,,,1662,1662,,,,,,,A57763.headed.txt,TRUE,TRUE,TRUE,Free
A57764,R1276,A57764,a57764headed_Docuscope.html,46977f5d7a,,"Dekker, Thomas","Rowley, William","Ford, John",,,,,no,The Witch of Edmonton,,drama,TC,,TC,,,1621,1621,,1658,1658,Prince Charles's Men (first),,,,,,A57764.headed.txt,TRUE,TRUE,TRUE,Free
A57782,Wing R212; ESTC R9027,A57782,a57782headed_Docuscope.html,,,Anon.,,,,,,Adapt. Marmion's A Fine Companion,no,"The Rampant Alderman, or News from the Exchange",,drama,CO,,,Farce,,1685,,1685 (pub.),1685,1685,Unacted (?),,,,,,A57782.headed.txt,FALSE,FALSE,TRUE,Restricted
A57784,Wing R2125; ESTC R28111,A57784,a57784headed_Docuscope.html,,,Anon.,,,,,,,no,"The Royal Cuckold, or Great Bastard",,drama,DI,,,Political DI,,1693,1693,1693,1693,1693,Closet,,,,,,A57784.headed.txt,FALSE,FALSE,TRUE,Restricted
A57786,Wing R2129; ESTC R23077,A57786,a57786headed_Docuscope.html,,,Anon.,,,,,,,no,"The Royal Flight, or The Conquest of Ireland",,drama,DI,,,Political DI,,1690,1690,1690,1690,1690,Closet,,,,,,A57786.headed.txt,FALSE,FALSE,TRUE,Restricted
A57800,Wing R2157; ESTC R35329,A57800,a57800headed_Docuscope.html,,,Anon.,,,,,,,no,"The Royal Voyage, or The Irish Expedition",,drama,DI,,,Political DI,,1690,1690,1690,1690,1690,Closet,,,,,,A57800.headed.txt,FALSE,FALSE,TRUE,Restricted
A57849,Wing R2211; ESTC R7262,A57849,a57849headed_Docuscope.html,,,"Ravenscroft, Edward",,,,,,Adapt. Ruggle's Ignoramus,no,The English Lawyer,,drama,CO,,,CO,,1677,1677,c. Dec.,1678,1678,King's,,,,,,A57849.headed.txt,FALSE,FALSE,TRUE,Free
A57850,Wing R2212; ESTC R7316,A57850,a57850headed_Docuscope.html,,,"Ruggle, George",,,,,"Codrington, Robert",,no,Ignoramus,,drama,CO,,,CO,,1662,,1662 (pub.),1662,1662,Unacted (?),,,,,Harbage: Related to Parkhurst's trans.?,A57850.headed.txt,FALSE,FALSE,TRUE,Free
A58051,Wing R256; ESTC R14094,A58051,a58051headed_Docuscope.html,,,"Motteux, Peter (words)","Eccles, John (music)",,,,,,no,The Rape of Eurpoa by Jupiter,,drama,MA,,,'Mask',,1694,1694,1694,1694,1694,United,,,,,,A58051.headed.txt,FALSE,FALSE,TRUE,Restricted
A58109,Wing R327; ESTC R13534,A58109,a58109headed_Docuscope.html,,,"Ravenscroft, Edward",,,,,,,no,"The Canterbury Guests, or A Bargain Broken",,drama,CO,,,CO,,1694,1694,c. Sept.,1695,1695,United,,,,,,A58109.headed.txt,FALSE,FALSE,TRUE,Free
A58110,Wing R328; ESTC R14143,A58110,a58110headed_Docuscope.html,,,"Ravenscroft, Edward",,,,,,,no,The Careless Lovers,,drama,CO,,,CO,,1673,1673,12 Mar.,1673,1673,Duke's,,,,,,A58110.headed.txt,FALSE,FALSE,TRUE,Free
A58111,Wing R329; ESTC R39092,A58111,a58111headed_Docuscope.html,,,"Ravenscroft, Edward",,,,,,,no,"Dame Dobson, or The Cunning Woman",,drama,CO,,,CO,,1683,1683,31 May (?),1684,1684,United,,,,,,A58111.headed.txt,FALSE,FALSE,TRUE,Free
A58113,Wing R330; ESTC R20734,A58113,a58113headed_Docuscope.html,,,"Ravenscroft, Edward",,,,,,,no,The Italian Husband,,drama,TR,,,TR,,1697,1697,c. Nov.,1698,1698,Betterton's,,,,,,A58113.headed.txt,FALSE,FALSE,TRUE,Free
A58114,Wing R331; ESTC R14144,A58114,a58114headed_Docuscope.html,,,"Ravenscroft, Edward",,,,,,Revision of play written c. 1667,no,King Edgar and Alfreda,,drama,TC,,,TC,,1677,1677,c. Oct.,1677,1677,King's,,,,,,A58114.headed.txt,FALSE,FALSE,TRUE,Free
A58120,Wing R337; ESTC R20733,A58120,a58120headed_Docuscope.html,,,"Ravenscroft, Edward",,,,,,,no,"Scaramouch a Philosopher, Harlequin a School-boy, Bravo, Merchant, and Magician",,drama,CO,,,Imitation Commedia dell'Arte,,1677,1677,5-May,1677,1677,King's,,,,,,A58120.headed.txt,FALSE,FALSE,TRUE,Free
A58121,Wing R338; ESTC R17860,A58121,a58121headed_Docuscope.html,,,"Ravenscroft, Edward",,,,,,,no,"The Wrangling Lovers, or The Invisible Mistress",,drama,CO,,,CO,,1676,1676,25-Jul,1677,1677,Duke's,,,,,,A58121.headed.txt,FALSE,FALSE,TRUE,Free
A58141,Wing R366; ESTC R13535,A58141,a58141headed_Docuscope.html,,,"Rawlins,-",,,,,,,no,"Tom Essence, or The Modish Wife",,drama,CO,,,CO,,1676,1676,c. Aug.,1677,1677,Duke's,,,,,,A58141.headed.txt,FALSE,FALSE,TRUE,Free
