tcp,estc,playfile,html_name,corpus_name,Wiggins number,author,author 2,author 3,author 4,author 5,translator,adaptation,missing from tcp or excluded,title,alternative title,type,genre,Wiggins genre,DEEP genre,Harbage genre,Wiggins contemporary genre,date of writing,date of 1st performance,Harbage limits of performance date,date of 1st publication,date of text used,play company 1,play company 2,theatre,metre,rhyme,notes,text_name,in_554,in_666,in_1244,status
A46228,R5735,A46228,a46228headed_Docuscope.html,,,"Jonson, Ben",,,,,,,no,The Devil Is an Ass,,drama,CO,,CO,,,1616,1616,,1631,1641,King's Men,,,,,,A46228.headed.txt,FALSE,FALSE,FALSE,Free
A46230,R10704,A46230,a46230headed_Docuscope.html,46977f5d7a,,"Middleton, Thomas",,,,,,,no,The Widow,,drama,CO,,CO,,,1615,1615,,1652,1652,King's Men,,,,,,A46230.headed.txt,TRUE,TRUE,TRUE,Free
A46245,R12361,A46245,a46245headed_Docuscope.html,,,"Jordan, Thomas",,,,,,,no,Fancy's Festivals,,drama,ND,,Medley,,,1654,1657,,1657,1657,,,,,,,A46245.headed.txt,FALSE,TRUE,TRUE,Free
A46246,Wing J1033; ESTC R17337,A46246,a46246headed_Docuscope.html,,,"Jordan, Thomas",,,,,,,no,"The Goldsmiths' Jubilee, or London's Triumphs",,drama,EN,,,Civic Pageant,,1674,1674,29 Oct.,1674,1674,,,London,,,,A46246.headed.txt,FALSE,FALSE,TRUE,Free
A46248,Wing J1034; ESTC R839,A46248,a46248headed_Docuscope.html,,,"Jordan, Thomas",,,,,,,no,London in Its Splendour,,drama,EN,,,Civic Pageant,,1673,1673,29 Oct.,1673,1673,,,London,,,,A46248.headed.txt,FALSE,FALSE,TRUE,Free
A46249,Wing J1035; ESTC R5417,A46249,a46249headed_Docuscope.html,,,"Jordan, Thomas",,,,,,,no,London in Lustre,,drama,EN,,,Civic Pageant,,1679,1679,29 Oct.,1679,1679,,,London,,,,A46249.headed.txt,FALSE,FALSE,TRUE,Free
A46255,Wing J1040; ESTC R30478,A46255,a46255headed_Docuscope.html,,,"Jordan, Thomas",,,,,,,no,London's Resurrection to Joy and Triumph,,drama,EN,,,Civic Pageant,,1671,1671,30 Oct.,1671,1671,,,London,,,,A46255.headed.txt,FALSE,FALSE,TRUE,Free
A46256,Wing J1041; ESTC R1960,A46256,a46256headed_Docuscope.html,,,"Jordan, Thomas",,,,,,,no,London's Royal Triumph,,drama,EN,,,Civic Pageant,,1684,1684,29 Oct.,1684,1684,,,London,,,,A46256.headed.txt,FALSE,FALSE,TRUE,Restricted
A46257,Wing J1042; ESTC R36210,A46257,a46257headed_Docuscope.html,,,"Jordan, Thomas",,,,,,,no,London's Triumphs,,drama,EN,,,Civic Pageant,,1676,1676,30 Oct.,1676,1676,,,London,,,,A46257.headed.txt,FALSE,FALSE,TRUE,Free
A46270,Wing J1058; ESTC R3145,play in collection,a46270headed039eclogue001l2_Docuscope.html,,,"Jordan, Thomas",,,,,,,no,"An Eclogue, or Representation in Four Parts",,drama,EN,,,EN,,1659,1659,18 Dec.,1659,1663,,,London,,,,A46270.headed_039_eclogue_001_L2.txt,FALSE,FALSE,TRUE,Free
A46270,Wing J1058; ESTC R3145,play in collection,a46270headed040eclogue002l2_Docuscope.html,,,"Jordan, Thomas",,,,,,,no,The Cheaters Cheated,In Rosary of Rarities Planted in the Garden of Poetry,drama,ND,,,Jig,,1660,,c.1660 (pub.),[c.1660],1663,Unknown,,,,,,A46270.headed_040_eclogue_002_L2.txt,FALSE,FALSE,TRUE,Free
A46276,Wing J1068; ESTC R31546,A46276,a46276headed_Docuscope.html,,,"Jordan, Thomas",,,,,,,no,The Triumphs of London,,drama,EN,,,Civic Pageant,,1675,1675,29 Oct.,1675,1675,,,London,,,,A46276.headed.txt,FALSE,FALSE,TRUE,Free
A46278,Wing J1070; ESTC R31679,A46278,a46278headed_Docuscope.html,,,"Jordan, Thomas",,,,,,,no,Triumphs of London,,drama,EN,,,Civic Pageant,,1678,1678,29 Oct.,1678,1678,,,London,,,,A46278.headed.txt,FALSE,FALSE,TRUE,Free
A46333,Wing J1159; ESTC R695,A46333,a46333headed_Docuscope.html,,,"Joyner, William",,,,,,,no,The Roman Empress,,drama,TR,,,TR,,1670,1670,c. Aug.,1671,1671,King's,,,,,,A46333.headed.txt,FALSE,FALSE,TRUE,Restricted
A46869,Wing J731; ESTC R20673,A46869,a46869headed_Docuscope.html,,,"Jevon, Thomas",,,,,,,no,"The Devil of a Wife, or A Comical Transformation",,drama,CO,,,CO,,1686,1686,4 Mar.,1686,1686,United,,,,,,A46869.headed.txt,FALSE,FALSE,TRUE,Free
A46897,Wing J766; ESTC R1381,A46897,a46897headed_Docuscope.html,,,"Johns, William",,,,,,,no,"The Traitor to Himself, or Man's Heart His Greatest Enemy",,drama,IN,,,Moral,,1678,,1678 (pub.),1678,1678,,,School at Evesham,,,,A46897.headed.txt,FALSE,FALSE,TRUE,Restricted
A47364,R51,A47364,a47364headed_Docuscope.html,,,"Killigrew, Henry",,,,,,,no,The Conspiracy,Pallantus and Eudora,drama,TR,,TC,,,1635,1635,,1638,1653,King's Men,,,,,,A47364.headed.txt,FALSE,FALSE,FALSE,Free
A47372,R7715,A47372_04,a47372headedcollection004_Docuscope.html,46977f5d7a,,"Killigrew, Thomas",,,,,,,no,1 Cicilia and Clorinda,1 Love in Arms,drama,TC,,,,,1650,,,1664,1664,,,,,,,A47372.headed_collection_004.txt,TRUE,TRUE,TRUE,Free
A47372,R7715,A47372_05,a47372headedcollection005_Docuscope.html,46977f5d7a,,"Killigrew, Thomas",,,,,,,no,2 Cicilia and Clorinda,2 Love in Arms,drama,TC,,,,,1650,,,1664,1664,,,,,,,A47372.headed_collection_005.txt,TRUE,TRUE,TRUE,Free
A47372,R7715,A47372_06,a47372headedcollection006_Docuscope.html,46977f5d7a,,"Killigrew, Thomas",,,,,,,no,1 Thomaso,1 The Wanderer,drama,CO,,,,,1654,,,1664,1664,,,,,,,A47372.headed_collection_006.txt,TRUE,TRUE,TRUE,Free
A47372,R7715,A47372_07,a47372headedcollection007_Docuscope.html,46977f5d7a,,"Killigrew, Thomas",,,,,,,no,2 Thomaso,2 The Wanderer,drama,CO,,,,,1654,,,1664,1664,,,,,,,A47372.headed_collection_007.txt,TRUE,TRUE,TRUE,Free
A47372,R7715,A47372_08,a47372headedcollection008_Docuscope.html,46977f5d7a,,"Killigrew, Thomas",,,,,,,no,1 Bellamira Her Dream,1 The Love of Shadows,drama,TC,,,,,1652,,,1664,1664,,,,,,,A47372.headed_collection_008.txt,TRUE,TRUE,TRUE,Free
A47372,R7715,A47372_09,a47372headedcollection009_Docuscope.html,46977f5d7a,,"Killigrew, Thomas",,,,,,,no,2 Bellamira Her Dream,2 The Love of Shadows,drama,TC,,,,,1652,,,1664,1664,,,,,,,A47372.headed_collection_009.txt,TRUE,TRUE,TRUE,Free
A47372,R7715,A47372_10,a47372headedcollection010_Docuscope.html,46977f5d7a,,"Killigrew, Thomas",,,,,,,no,Claricilla,Claracilla,drama,TC,,TC,,,1636,1639,,1641,1664,Queen Henrietta Maria's Men,,,,,TCP transcription lacks final page due to imaging error,A47372.headed_collection_010.txt,TRUE,TRUE,TRUE,Free
A47372,R7715,A47372_11,a47372headedcollection011_Docuscope.html,46977f5d7a,,"Killigrew, Thomas",,,,,,,no,The Prisoners,,drama,TC,,TC,,,1635,1635,,1640,1664,Queen Henrietta Maria's Men,,,,,,A47372.headed_collection_011.txt,TRUE,TRUE,TRUE,Free
A47372,R7715,A47372_01,a47372headedcollection001_Docuscope.html,46977f5d7a,,"Killigrew, Thomas",,,,,,,no,The Princess,"The Princess, Love at first Sight",drama,TC,,,,,1636,,,1664,1664,,,,,,,A47372.headed_collection_001.txt,TRUE,FALSE,TRUE,Free
A47372,R7715,A47372_02,a47372headedcollection002_Docuscope.html,46977f5d7a,,"Killigrew, Thomas",,,,,,,no,The Parson's Wedding,,drama,CO,,,,,1641,,,1664,1664,,,,,,,A47372.headed_collection_002.txt,TRUE,FALSE,TRUE,Free
A47372,R7715,A47372_03,a47372headedcollection003_Docuscope.html,46977f5d7a,,"Killigrew, Thomas",,,,,,,no,The Pilgrim,,drama,TR,,,,,1646,,,1664,1664,,,,,,,A47372.headed_collection_003.txt,TRUE,FALSE,TRUE,Free
A47379,Wing K458; ESTC R17595,play in collection,a47379headedcollection001_Docuscope.html,,,"Killigrew, William",,,,,,,no,The Siege of Urbin,,drama,TC,,,TC,,1665,1665,1665-1666,1666,1666,Unacted (?),,,,,,A47379.headed_collection_001.txt,FALSE,TRUE,TRUE,Free
A47379,Wing K458; ESTC R17595,play in collection,a47379headedcollection002_Docuscope.html,,,"Killigrew, William",,,,,,,no,Selindra,,drama,TC,,,TC,,1662,1662,3 Mar.,1665,1666,King's,,,,,,A47379.headed_collection_002.txt,FALSE,TRUE,TRUE,Free
A47379,Wing K458; ESTC R17595,play in collection,a47379headedcollection003_Docuscope.html,,,"Killigrew, William",,,,,,,no,"Ormasdes, or Love and Friendship",,drama,TC,,,TC,,1664,,23 Aug. (imprim.),1665,1666,Unacted (?),,,,,,A47379.headed_collection_003.txt,FALSE,TRUE,TRUE,Free
A47379,Wing K458; ESTC R17595,play in collection,a47379headedcollection004_Docuscope.html,,,"Killigrew, William",,,,,,,no,"Pandora, or The Converts",,drama,CO,,,CO altered from TR,,1663,1663,1662-1663,1664,1666,Duke's,,,,,,A47379.headed_collection_004.txt,FALSE,TRUE,TRUE,Free
A47382,Wing K460; ESTC R17594,A47382,a47382headed_Docuscope.html,,,"Killigrew, William",,,,,,Adapt. Simons' Zeno,no,The Imperial Tragedy,,drama,TR,,,TR,,1669,,1669 (pub.),1669,1669,Nursery Company (?),,,,,,A47382.headed.txt,FALSE,FALSE,TRUE,Free
A47779,Wing L1174; ESTC R34518,play in collection,a47779headedcollection001_Docuscope.html,,,"Lesley, George",,,,,,,no,"Dives' Doom, or The Rich Man's Misery",,drama,IN,,,Moral,,1675,1675,1675,1678,1678,Closet,,,,,,A47779.headed_collection_001.txt,FALSE,FALSE,TRUE,Restricted
A47779,Wing L1174; ESTC R34518,play in collection,a47779headedcollection002_Docuscope.html,,,"Lesley, George",,,,,,,no,"Fire and Brimstone, or The Destruction of Sodom",Sodom's Flames,drama,TR,,,Biblical TR,,1675,1675,1675,1678,1678,Closet,,,,,,A47779.headed_collection_002.txt,FALSE,FALSE,TRUE,Restricted
A47779,Wing L1174; ESTC R34518,play in collection,a47779headedcollection003_Docuscope.html,,,"Lesley, George",,,,,,,no,Abraham's Faith,,drama,DI,,,Religious DI,,1675,1675,1675,1678,1678,Closet,,,,,,A47779.headed_collection_003.txt,FALSE,FALSE,TRUE,Restricted
A48031,Wing L143; ESTC R7295,A48031,a48031headed_Docuscope.html,,,"Lacy, John",,,,,,Adapt. Molière's L'Amour médecin and Le Médecin malgré lui,no,"The Dumb Lady, or The Farrier Made Physician",,drama,CO,,,CO,,1669,1669,c.1669,1672,1672,King's,,,,,,A48031.headed.txt,FALSE,FALSE,TRUE,Free
A48039,Wing L144; ESTC R1185,A48039,a48039headed_Docuscope.html,,,"Lacy, John",,,,,,,no,"The Old Troop, or Monsieur Raggou",,drama,CO,,,CO,,1664,1664,1662-1664,1672,1672,King's,,,,,,A48039.headed.txt,FALSE,FALSE,TRUE,Free
A48052,Wing L146; ESTC R5764,A48052,a48052headed_Docuscope.html,,,"Lacy, John",,,,,,Adapt. Shakespeare,no,"Sauny the Scot, or The Taming of the Shrew",,drama,CO,,,CO,,1667,1667,9 Apr. (Pepys),1698,1698,King's,,,,,,A48052.headed.txt,FALSE,FALSE,TRUE,Free
A48059,Wing L147; ESTC R1617,A48059,a48059headed_Docuscope.html,,,"Lacy, John",,,,,,,no,"Sir Hercules Buffoon, or The Poetical Squire",,drama,CO,,,CO,,1684,1684,June,1684,1684,United,,,,,,A48059.headed.txt,FALSE,FALSE,TRUE,Free
A48148,R11749,A48148,a48148headed_Docuscope.html,46977f5d7a,,"Lodge, Thomas",,,,,,,no,"Lady Alimony, or The Alimony Lady",,drama,CO,,CO,,,1659,1659,,1659,1659,,,,,,,A48148.headed.txt,TRUE,TRUE,TRUE,Free
A49479,R7118,A49479,a49479headed_Docuscope.html,46977f5d7a,1235,"Dekker, Thomas","Haughton, William","Day, John",,,,,no,"Lust's Dominion, or The Lascivious Queen","Performed: The Spanish Moor's Tragedy / Printed: Lust's Dominion, or The Lascivious Queen / Later assigned: The Lascivious Queen; The Spanish Moor",drama,TR,TR,TR,,TR,1600,1600,,1657,1657,Admiral's (Nottingham's) Men,,the Rose,pentameter and prose,no,,A49479.headed.txt,TRUE,TRUE,TRUE,Free
A49572,Wing L422; ESTC R11031,A49572,a49572headed_Docuscope.html,,,"Granville, George",,,,,,,no,Heroic Love,,drama,TR,,,TR,,1697,1697,c. Dec.,1698,1698,Betterton's,,,,,,A49572.headed.txt,FALSE,FALSE,TRUE,Free
A49573,Wing L423; ESTC R6904,A49573,a49573headed_Docuscope.html,,,"Granville, George",,,,,,,no,The She Gallants,Once a Lover Always a Lover,drama,CO,,,CO,,1695,1695,c. Dec.,1696,1696,Betterton's,,,,,,A49573.headed.txt,FALSE,FALSE,TRUE,Free
A49875,Wing L794; ESTC R981,A49875,a49875headed_Docuscope.html,,,Anon.,,,,,,,no,The Counterfeits,,drama,CO,,,CO,,1678,1678,28-May,1679,1679,Duke's,,,,,"Harbage: ascribed to Leanard, John",A49875.headed.txt,FALSE,FALSE,TRUE,Free
A49877,Wing L797; ESTC R25134,A49877,a49877headed_Docuscope.html,,,"Leanerd, John",,,,,,Adapt. Middleton's More Dissemblers Besides Women,no,"The Rambling Justice, or The Jealous Husbands",,drama,CO,,,CO,,1678,1678,c. Mar.,1678,1678,King's,,,,,,A49877.headed.txt,FALSE,FALSE,TRUE,Free
A49922,Wing L846; ESTC R10791,A49922,a49922headed_Docuscope.html,,,"Lee, Nathaniel",,,,,,,no,"Caesar Borgia, Son of Pope Alexander VI",,drama,TR,,,TR,,1679,1679,1679,1680,1680,Duke's,,,,,,A49922.headed.txt,FALSE,FALSE,TRUE,Free
A49924,Wing L848; ESTC R13165,A49924,a49924headed_Docuscope.html,,,"Lee, Nathaniel",,,,,,,no,Constantine the Great,,drama,TR,,,TR,,1683,1683,12 Nov. (?),1684,1684,United,,,,,,A49924.headed.txt,FALSE,FALSE,TRUE,Free
A49925,Wing L849; ESTC R20919,A49925,a49925headed_Docuscope.html,,,"Lee, Nathaniel",,,,,,,no,"Gloriana, or The Court of Augustus Caesar",,drama,TR,,,TR,,1676,1676,29 Jan.,1676,1676,King's,,,,,,A49925.headed.txt,FALSE,FALSE,TRUE,Free
A49928,Wing L852; ESTC R10844,A49928,a49928headed_Docuscope.html,,,"Lee, Nathaniel",,,,,,,no,"Lucius Junius Brutus, Father of His Country",,drama,TR,,,TR,,1680,1680,8 Dec. (?),1681,1681,Duke's,,,,,,A49928.headed.txt,FALSE,FALSE,TRUE,Free
A49929,Wing L853; ESTC R3238,A49929,a49929headed_Docuscope.html,,,"Lee, Nathaniel",,,,,,,no,The Massacre of Paris,,drama,TR,,,TR,,1689,1689,7 Nov.,1690,1690,United,,,,,Harbage: 'Prob. written c.1679',A49929.headed.txt,FALSE,FALSE,TRUE,Free
A49930,Wing L854; ESTC R12239,A49930,a49930headed_Docuscope.html,,,"Lee, Nathaniel",,,,,,,no,"Mithridates, King of Pontus",,drama,TR,,,TR,,1678,1678,Feb.,1678,1678,King's,,,,,,A49930.headed.txt,FALSE,FALSE,TRUE,Free
A49933,Wing L860; ESTC R10843,A49933,a49933headed_Docuscope.html,,,"Lee, Nathaniel",,,,,,,no,The Princess of Cleve,,drama,TR,,,TR,,1681,1681,1680-1682,1689,1689,Duke's,,,,,,A49933.headed.txt,FALSE,FALSE,TRUE,Free
A49935,Wing L865; ESTC R13215,A49935,a49935headed_Docuscope.html,,,"Lee, Nathaniel",,,,,,,no,"The Rival Queens, or The Death of Alexander the Great",,drama,TR,,,TR,,1677,1677,17 Mar.,1677,1677,King's,,,,,,A49935.headed.txt,FALSE,FALSE,TRUE,Free
A49940,Wing L870; ESTC R13330,A49940,a49940headed_Docuscope.html,,,"Lee, Nathaniel",,,,,,,no,"Sophonisba, or Hannibal's Overthrow",,drama,TR,,,TR,,1675,1675,30 Apr.,1676,1676,King's,,,,,,A49940.headed.txt,FALSE,FALSE,TRUE,Free
A49947,Wing L877; ESTC R228929,A49947,a49947headed_Docuscope.html,,,"Lee, Nathaniel",,,,,,,no,"Theodosius, or The Force of Love",,drama,TR,,,TR,,1680,1680,c. Sept.,1680,1680,Duke's,,,,,,A49947.headed.txt,FALSE,FALSE,TRUE,Free
A49952,Wing L883; ESTC R13246,A49952,a49952headed_Docuscope.html,,,"Lee, Nathaniel",,,,,,,no,"Nero, Emperor of Rome",,drama,TR,,,TR,,1674,1674,16-May,1675,1675,King's,,,,,,A49952.headed.txt,FALSE,FALSE,TRUE,Free
A50090,R154,A50090,a50090headed_Docuscope.html,46977f5d7a,,"Massinger, Philip",,,,,,,no,The City Madam,,drama,CO,,CO,,,1632,1632,,1658,1658,King's Men,,,,,,A50090.headed.txt,TRUE,TRUE,TRUE,Free
A50091,R12634,A50091,a50091headed_Docuscope.html,46977f5d7a,,"Middleton, Thomas","Rowley, William","Heywood, Thomas",,,,,no,"The Old Law, or A New Way to Please You",,drama,CO,,CO,,,1618,1618,,1656,1656,,,,,,,A50091.headed.txt,TRUE,TRUE,TRUE,Free
A50093,R202151,A50093_01,a50093headedcollection001_Docuscope.html,46977f5d7a,,"Massinger, Philip",,,,,,,no,The Bashful Lover,,drama,TC,,TC,,,1636,1636,,1655,1655,King's Men,,,,,,A50093.headed_collection_001.txt,TRUE,TRUE,TRUE,Free
A50093,R202151,A50093_02,a50093headedcollection002_Docuscope.html,46977f5d7a,,"Massinger, Philip",,,,,,,no,The Guardian,,drama,CO,,CO,,,1633,1633,,1655,1655,King's Men,,,,,,A50093.headed_collection_002.txt,TRUE,TRUE,TRUE,Free
A50093,R202151,A50093_03,a50093headedcollection003_Docuscope.html,46977f5d7a,,"Fletcher, John","Massinger, Philip",,,,,,no,A Very Woman,"A Very Woman, or The Prince of Tarent",drama,TC,,TC,,,1634,1634,,1655,1655,King's Men,,,,,,A50093.headed_collection_003.txt,TRUE,TRUE,TRUE,Free
A50370,R9133,A50370,a50370headed_Docuscope.html,46977f5d7a,,"May, Thomas",,,,,,,no,The Old Couple,,drama,CO,,CO,,,1630,1630,,1658,1658,,,,,,,A50370.headed.txt,TRUE,TRUE,TRUE,Free
A50407,R224424,A50407,a50407headed_Docuscope.html,46977f5d7a,,"Mayne, Jasper",,,,,,,no,The Amorous War,,drama,TC,,CO,,,1648,1638,,1648,1648,,,,,,,A50407.headed.txt,TRUE,TRUE,TRUE,Free
A50686,R29528,A50686,a50686headed_Docuscope.html,46977f5d7a,,"Meriton, Thomas",,,,,,,no,Love and War,,drama,TR,,TR,,,1658,1658,,1658,1658,,,,,,,A50686.headed.txt,TRUE,TRUE,TRUE,Free
A50687,R19458,A50687,a50687headed_Docuscope.html,46977f5d7a,,"Meriton, Thomas",,,,,,,no,The Wandering Lover,,drama,TC,,TC,,,1658,1658,,1658,1658,,,,,,,A50687.headed.txt,TRUE,TRUE,TRUE,Free
A50713,Wing M1860; ESTC R43449,A50713,a50713headed_Docuscope.html,,,"Jordan, Thomas",,,,,,,no,The New Medley,In Merry Drollerie,drama,ND,,,Jig,,1661,1661,1661 (pub.),1661,1661,Acted 1671 in Civic Pageant,,,,,,A50713.headed.txt,FALSE,FALSE,TRUE,Restricted
A50787,R16685,A50787,a50787headed_Docuscope.html,46977f5d7a,,"Middleton, Thomas",,,,,,,no,Anything for a Quiet Life,,drama,CO,,,,,1621,,,1662,1662,King's Men,,Blackfriars,,,,A50787.headed.txt,TRUE,TRUE,TRUE,Free
A50789,R5638,A50789,a50789headed_Docuscope.html,46977f5d7a,,"Middleton, Thomas","Rowley, William",,,,,,no,The Changeling,,drama,TR,,TR,,,1622,1622,,1653,1653,Lady Elizabeth's Men,,,,,,A50789.headed.txt,TRUE,TRUE,TRUE,Free
A50792,Wing M1983; ESTC R19397,A50792,a50792headed_Docuscope.html,,,Anon. (Behn?),,,,,,"Adapt. Middleton's No Wit, No Help Like a Woman's",no,"The Counterfeit Bridegroom, or The Defeated Widow",,drama,CO,,,CO,,1677,1677,c. Sept.,1677,1677,Duke's,,,,,,A50792.headed.txt,FALSE,FALSE,TRUE,Free
A50793,R14092,A50793,a50793headed_Docuscope.html,46977f5d7a,,"Middleton, Thomas",,,,,,,no,The Mayor of Quinborough,The Mayor of Queenborough / Hengist King of Kent,drama,CO,,,,,1618,,,1661,1661,,,,,,,A50793.headed.txt,TRUE,TRUE,TRUE,Free
A50795,R16728,A50795,a50795headed_Docuscope.html,46977f5d7a,,"Middleton, Thomas",,,,,,,no,"No Wit, No Help Like a Woman's",,drama,CO,,CO,,,1611,1611,,1657,1657,Lady Elizabeth's Men,,,,,,A50795.headed.txt,TRUE,TRUE,TRUE,Free
A50796,R5637,A50796,a50796headed_Docuscope.html,46977f5d7a,,"Dekker, Thomas","Ford, John","Middleton, Thomas","Rowley, William",,,,no,The Spanish Gypsy,,drama,CO,,TC,,,1623,1623,,1653,1653,Lady Elizabeth's Men,,,,,,A50796.headed.txt,TRUE,TRUE,TRUE,Free
A50799,R16830,A50799_01,a50799headedcollection001_Docuscope.html,46977f5d7a,,"Middleton, Thomas",,,,,,,no,More Dissemblers Besides Women,,drama,CO,,CO,,,1614,1614,,1657,1657,King's Men,,,,,,A50799.headed_collection_001.txt,TRUE,TRUE,TRUE,Free
A50799,R16830,A50799_02,a50799headedcollection002_Docuscope.html,46977f5d7a,,"Middleton, Thomas",,,,,,,no,Women Beware Women,,drama,TR,,TR,,,1621,1621,,1657,1657,King's Men,,,,,,A50799.headed_collection_002.txt,TRUE,TRUE,TRUE,Free
A50931,Wing M2152; ESTC R299,play in collection,a50931headedcollection001_Docuscope.html,,,"Milton, John",,,,,,,no,Samson Agonistes,,drama,TR,,,TR,,1671,1671,1671,1671,1671,Closet,,,,,,A50931.headed_collection_001.txt,FALSE,FALSE,TRUE,Free
A51115,Wing M2383A; ESTC R14005,A51115,a51115headed_Docuscope.html,,,"Ravenscroft, Edward",,,,,,,no,The Citizen Turned Gentleman,Mamamouchi,drama,CO,,,CO,,1672,1672,4-Jul,1672,1672,Duke's,,,,,,A51115.headed.txt,FALSE,FALSE,TRUE,Free
A51118,Wing M2385; ESTC R27112,A51118,a51118headed_Docuscope.html,,,"Medbourne, Matthew",,,,,,Adapt. Molière,no,"Tartuffe, or The French Puritan",,drama,CO,,,CO,,1670,1670,c. May,1670,1670,King's,,,,,,A51118.headed.txt,FALSE,FALSE,TRUE,Restricted
A51422,Wing M284; ESTC R10838,A51422,a51422headed_Docuscope.html,,,"Maidwell, Lewis",,,,,,,no,The Loving Enemies,,drama,CO,,,CO,,1680,1680,c. Jan.,1680,1680,Duke's,,,,,,A51422.headed.txt,FALSE,FALSE,TRUE,Free
A51496,Wing M2945; ESTC R36604,A51496,a51496headed_Docuscope.html,,,"Motteux, Peter",,,,,,,no,Beauty in Distress,,drama,TR,,,TR,,1698,1698,c. Apr.,1698,1698,Betterton's,,,,,,A51496.headed.txt,FALSE,FALSE,TRUE,Free
A51498,Wing M2948; ESTC R9658,A51498,a51498headed_Docuscope.html,,,"Motteux, Peter",,,,,,,no,"Europe's Revels for the Peace, and His Majesty's Happy Return",,drama,EN,,,EN,,1697,1697,Nov.,1697,1697,Betterton's,,,,,,A51498.headed.txt,FALSE,FALSE,TRUE,Restricted
A51499,Wing M2949; ESTC R17763,A51499,a51499headed_Docuscope.html,,,"Motteux, Peter",,,,,,Adapt. Fletcher,no,"The Island Princess, or The Generous Portuguese",,drama,TR,,,Opera,,1699,1699,c. Jan.,1699,1699,Patent,,,,,,A51499.headed.txt,FALSE,FALSE,TRUE,Free
A51501,Wing M2953; ESTC R36605,A51501,a51501headed_Docuscope.html,,,"Motteux, Peter",,,,,,,no,Love's a Jest,,drama,CO,,,CO,,1696,1696,c. June,1696,1696,Betterton's,,,,,,A51501.headed.txt,FALSE,FALSE,TRUE,Free
A51504,Wing M2958; ESTC R36606,A51504,a51504headed_Docuscope.html,,,"Motteux, Peter","Oldmixon, John","Filmer, Edward",,,,,no,"The Novelty: Every Act a Play: Consists of Thyrsis (Pastoral), by Oldmixon; All without Money (Comedy), by Motteux; Hercules ('Mask'), by Motteux; The Unfortunate Couple (Tragedy; alteration of The Unnatural Brother, above), by Filmer; Natural Magic (Farce), by Motteux.",,drama,TC,,,Pastoral; CO; MA; TR; Farce,,1697,1697,c. June,1697,1697,Betterton's,,,,,,A51504.headed.txt,FALSE,FALSE,TRUE,Free
A51516,Wing M2973; ESTC R11791,A51516,a51516headed_Docuscope.html,,,"Mountfort, William",,,,,,,no,Greenwich Park,,drama,CO,,,CO,,1691,1691,c. Apr.,1691,1691,United,,,,,,A51516.headed.txt,FALSE,FALSE,TRUE,Free
A51517,Wing M2974; ESTC R11790,A51517,a51517headed_Docuscope.html,,,"Mountfort, William",,,,,,,no,"The Injured Lovers, or The Ambitious Father",,drama,TR,,,TR,,1688,1688,6 Feb.,1688,1688,United,,,,,,A51517.headed.txt,FALSE,FALSE,TRUE,Free
A51518,Wing M2975; ESTC R31054,A51518,a51518headed_Docuscope.html,,,"Mountfort, William",,,,,,Adapt. Marlowe,no,"Doctor Faustus, with the Humours of Harlequin and Scaramouche",,drama,CO,,,Farce,,1688,1688,c. Mar.,1697,1697,United,,,,,,A51518.headed.txt,FALSE,FALSE,TRUE,Free
A51658,Wing M3157A; ESTC R3929,A51658,a51658headed_Docuscope.html,,,"Bannister, John",,,,,,,no,"1 Music, or A Parley of Instruments",,drama,DI,,,DI with music,,1676,,30 Oct. (imprim.),1676,1676,,,A Music School,,,,A51658.headed.txt,FALSE,FALSE,TRUE,Restricted
A51771,Wing M435; ESTC R7067,A51771,a51771headed_Docuscope.html,,,"Manley, Mary de la Rivière",,,,,,,no,"The Lost Lover, or The Jealous Husband",,drama,CO,,,CO,,1696,1696,c. Mar.,1696,1696,Patent,,,,,,A51771.headed.txt,FALSE,FALSE,TRUE,Restricted
A51805,Wing M486; ESTC R7537,A51805,a51805headed_Docuscope.html,,,"Manning, Francis",,,,,,,no,The Generous Choice,,drama,CO,,,CO,,1700,1700,c. Feb.,1700,1700,Betterton's,,,,,,A51805.headed.txt,FALSE,FALSE,TRUE,Restricted
A51867,R15752,A51867,a51867headed_Docuscope.html,46977f5d7a,,"Manuche, Cosmo",,,,,,,no,The Bastard,,drama,TR,,TR,,,1652,1652,,1652,1652,,,,,,,A51867.headed.txt,TRUE,TRUE,TRUE,Restricted
A51868,R1066,A51868,a51868headed_Docuscope.html,46977f5d7a,,"Manuche, Cosmo",,,,,,,no,The Just General,,drama,TC,,TC,,,1652,1652,,1652,1652,,,,,,,A51868.headed.txt,TRUE,TRUE,TRUE,Restricted
A51870,R6308,A51870,a51870headed_Docuscope.html,46977f5d7a,,"Manuche, Cosmo",,,,,,,no,The Loyal Lovers,,drama,TC,,TC,,,1652,1652,,1652,1652,,,,,,,A51870.headed.txt,TRUE,TRUE,TRUE,Restricted
A52243,R12979,A52243,a52243headed_Docuscope.html,,,Anon.,,,,,,,yes,"News Out of the West, or The Character of a Mountebank",,drama,IN,,Comic IN,,,1647,1647,,1647,1647,,,,,,,A52243.headed.txt,FALSE,FALSE,TRUE,Restricted
