TCP,# of Figures
A40754,0
A45024,0
A88833,0
N27288,0
A76372,0
A91202,0
A77748,0
A53238,0
A03699,0
N12446,0
A39515,0
A01814,0
A21515,0
A39116,0
A08724,0
A10090,0
A79974,0
A90100,0
A43789,0
A45121,0
A93445,0
A19694,0
A61446,0
A79816,0
A64582,0
A90858,0
A75517,0
A90794,0
N26500,0
N24107,0
K030667.000.xml,0
A11222,0
N06103,0
A66418,0
A47681,0
A72529,0
A33819,0
A35866,0
K046275.000.xml,0
A76357,0
A57687,0
A36335,0
K056679.000.xml,0
A26965,0
A43342,0
B00013,0
A48187,0
N29534,0
A29165,0
N06248,0
A68500,0
A40873,0
A71183,0
A34742,0
A20038,0
A55329,0
A41173,0
B07996,0
A14197,0
A46049,0
A64424,0
A90760,0
A94640,0
A58849,0
A54224,0
A56175,0
A19743,0
K063758.000.xml,0
A19830,0
A97094,0
N22270,0
A49864,0
B02726,0
A48315,0
A58009,0
A48297,0
A51462,0
N19231,0
A47932,0
A76044,0
A20981,0
A01920,0
A04966,0
A62722,0
N16041,0
A59919,0
A10557,0
A82911,0
N00151,0
A91208,0
A80483,0
A53738,0
A78425,0
A35679,0
A39639,0
A42543,0
B04169,0
A47976,0
A51193,0
A63313,0
A94242,0
A51028,0
A21870,0
A92310,0
A55912,0
A95889,0
A87288,0
A44585,0
A91738,0
A79596,0
A55724,0
A92098,0
B01041,0
A21344,0
A16534,0
A62878,0
A72164,0
A56270,0
A87241,0
A37538,0
B13269,0
A73631,0
A83263,0
A78329,0
A64850,0
A75695,0
B10086,0
A45698,0
A43183,0
A78856,0
A85620,0
N04235,0
A61413,0
N05219,0
A11966,0
A49921,0
A41065,0
A38200,0
A35416,0
B06124,0
A86947,0
A74166,0
A68658,0
A54829,0
A83940,0
A29097,0
B05678,0
A45933,0
A59957,0
B23880,0
K047685.000.xml,0
A35964,0
A55791,0
A21612,0
A40183,0
A11028,0
A06163,0
A81191,0
A80635,0
A61942,0
A06371,0
B04705,0
A09904,0
A79437,0
A44521,0
A54152,0
B08847,0
B02578,0
B00220,0
A25205,0
A79929,0
A96686,0
N19372,0
A78088,0
A89543,0
N01972,0
A63500,0
A09618,0
A58570,0
N11063,0
N05864,0
A43975,0
A30130,0
A30948,0
B05795,0
A63797,0
A53135,0
A54783,0
A48928,0
A96762,0
A68977,0
A79933,0
A39362,0
A39067,0
A26554,0
A95930,0
N03515,0
K094528.000.xml,0
A47841,0
A28350,0
A21581,0
A85771,0
A67453,0
A79808,0
A44637,0
N28289,0
A66897,0
A08888,0
A88392,0
A47164,0
B00838,0
N28167,0
A30811,0
A66125,0
K058376.000.xml,0
A45756,0
A04390,0
A15337,0
A53932,0
A18751,0
A04785,0
K119273.000.xml,0
A40611,0
N04287,0
A59950,0
K040233.000.xml,0
A74260,0
A09791,0
A94571,0
A10553,0
A56408,0
A47145,0
A51104,0
A90439,0
A54605,0
A80754,0
A61234,0
A07227,0
A61596,0
A39288,0
N18014,0
B09695,0
A53423,0
A35862,0
A83429,0
A86192,0
A67398,0
A49826,0
A47452,0
A35068,0
A50340,0
A82083,0
A79495,0
A35481,0
A34413,0
A30537,0
A95784,0
A06693,0
N25362,0
A57315,0
A18600,0
A84348,0
A80164,0
A26615,0
A53185,0
B09217,0
A51800,0
N07693,0
A40753,0
B05176,0
A21107,0
A42126,0
N07547,0
A65734,0
N13973,0
A33291,0
K011766.000.xml,0
A47507,0
A27032,0
A97249,0
A82046,0
A35492,0
A60753,0
A47793,0
A61045,0
A49962,0
A09138,0
A39633,0
A48817,0
A09824,0
B08235,0
A13798,0
A27840,0
A67804,0
A41817,0
N05542,0
N03106,0
A73859,0
A21701,0
A87936,0
A84367,0
A91436,0
A50662,0
A60203,0
A66429,0
A61678,0
A30793,0
A56763,0
A89257,0
B08658,0
A73537,0
A60124,0
A11180,0
A37367,0
A59311,0
A89587,0
A30284,0
A95177,0
A35682,0
A30738,0
B05709,0
A48063,0
B08244,0
A86358,0
A04056,0
A58148,0
A50270,0
A37648,0
A77759,0
A63382,0
K036704.000.xml,0
B01936,0
A83935,0
A81600,0
A34914,0
N02422,0
A44207,0
A41972,0
A46860,0
A26506,0
A58841,0
B04020,0
B22780,0
A41019,0
A15385,0
A54906,0
K040829.000.xml,0
N30313,0
A81980,0
N02050,0
A01936,0
A29459,0
A25248,0
A38950,0
A35609,0
A21463,0
A16385,0
N11471,0
K112181.000.xml,0
A91829,0
N12777,0
A40089,0
A79544,0
A39135,0
A55773,0
A84862,0
A13150,0
A28902,0
A14159,0
N00055,0
K007722.000.xml,0
A35885,0
A26440,0
K097986.000.xml,0
B03966,0
A32727,0
A84021,0
A27317,0
A31742,0
A01006,0
A75428,0
A34192,0
N27721,0
K080865.000.xml,0
B05575,0
A65567,0
A14648,0
N26355,0
A40977,0
A76090,0
A88411,0
A57812,0
A19911,0
B04335,0
B01296,0
N07843,0
A71091,0
A93431,0
A26041,0
A48069,0
A72256,0
A10822,0
A85492,0
A45484,0
A35464,0
A17473,0
A88564,0
A60892,0
A92926,0
N29471,0
A30662,0
A60268,0
A17442,0
A04841,0
B08180,0
A25880,0
A67490,0
A25476,0
A28255,0
A44221,0
A70575,0
A43013,0
A17244,0
N18020,0
A52960,0
A40772,0
A81333,0
A88210,0
A41187,0
A40297,0
A89962,0
A61457,0
A59541,0
A38806,0
N26867,0
A10188,0
A85783,0
N04169,0
A27888,0
A25494,0
A43525,0
A96172,0
N18133,0
N33387,0
A41912,0
A97368,0
A36100,0
A34407,0
A90137,0
A51018,0
A03771,0
A38774,0
A18545,0
A29558,0
A80409,0
A62901,0
A15207,0
A31429,0
A05287,0
K052074.000.xml,0
A86819,0
N29045,0
A10174,0
A40629,0
A44790,0
A66488,0
A70879,0
A40158,0
A79175,0
A27619,0
A86813,0
A74978,0
A59979,0
A93770,0
N28906,0
B04086,0
A77975,0
A58915,0
A56372,0
A63236,0
K059809.000.xml,0
A81650,0
A79586,0
A92624,0
A74767,0
A29288,0
A19018,0
A96736,0
A29551,0
A81867,0
A45828,0
A92132,0
B08858,0
A97367,0
N13305,0
A26096,0
A26681,0
A94733,0
A15857,0
K087969.000.xml,0
B23734,0
B05254,0
A10197,0
A06316,0
A46970,0
A92039,0
A61601,0
A05039,0
A66402,0
B05304,0
A40079,0
A06510,0
A09880,0
A14254,0
N00376,0
A95481,0
A00354,0
A80404,0
A66687,0
A84620,0
A55915,0
A48888,0
A93839,0
B06744,0
A39547,0
A14043,0
A51264,0
A85121,0
A96425,0
A29137,0
A42453,0
A06477,0
B08815,0
K021253.000.xml,0
A78537,0
A77279,0
A93599,0
A17332,0
A76800,0
A50459,0
A11014,0
A93790,0
A48479,0
A35911,0
A83798,0
A25874,0
A84295,0
A06509,0
A91061,0
A18947,0
N07751,0
A28470,0
N03096,0
A94328,0
A30806,0
A77007,0
A49623,0
K086169.000.xml,0
A45750,0
A32901,0
A95982,0
A47240,0
A43017,0
B08429,0
A52060,0
N11171,0
A77347,0
A75998,0
A31225,0
A90053,0
A89429,0
A06196,0
A90064,0
N04296,0
A51220,0
B05103,0
A84958,0
A21706,0
A50139,0
A63398,0
A69491,0
A67644,0
A29077,0
A05176,0
A79588,0
K023264.000.xml,0
N01284,0
K051638.003.xml,0
N26856,0
B20782,0
A04218,0
A90265,0
A67821,0
A72180,0
A06875,0
A96156,0
A94168,0
B04631,0
A57303,0
A22286,0
A93608,0
A62341,0
A14830,0
A25881,0
B02626,0
K108995.001.xml,0
A06799,0
A44674,0
N21084,0
A42712,0
A74924,0
A59721,0
A97050,0
A67499,0
A48467,0
A25300,0
A62466,0
A48434,0
A45430,0
K002004.000.xml,0
A06886,0
A65886,0
A91965,0
A54444,0
A45932,0
A66467,0
A45009,0
A96422,0
A26451,0
A81407,0
A01402,0
A00515,0
A47788,0
N04735,0
A53890,0
A91770,0
A26815,0
A43562,0
A56902,0
A60351,0
A38204,0
A00204,0
A75580,0
N08201,0
A39341,0
A09563,0
A02941,0
A45452,0
A89286,0
A86057,0
A89312,0
A15652,0
A92016,0
A52303,0
A11445,0
K023165.000.xml,0
A29124,0
A92878,0
A96607,0
A94871,0
K078097.003.xml,0
A29969,0
A66946,0
A86455,0
A04242,0
A21539,0
A29276,0
A26596,0
K108052.000.xml,0
N29957,0
A06018,0
A58060,0
A31558,0
A52340,0
N24940,0
A85677,0
A87402,0
A89483,0
A06516,0
A36592,0
B09199,0
A72183,0
A74692,0
A10907,0
K074843.000.xml,0
A53418,0
N29473,0
B02995,0
N21625,0
N00139,0
A96524,0
A81406,0
B08563,0
A36891,0
A13309,0
A22176,0
A12120,0
A80342,0
A41253,0
A61070,0
A25258,0
N28820,0
A37832,0
A89473,0
A08139,0
A44456,0
A31679,0
A85718,0
K029251.000.xml,0
A83745,0
A32896,0
A44075,0
A26389,0
A66427,0
A34357,0
A97178,0
A45212,0
A47499,0
A74964,0
K132088.000.xml,0
A55307,0
A59476,0
A57730,0
A25802,0
A07150,0
B22908,0
N15436,0
A61880,0
A93146,0
K072464.000.xml,0
A40680,0
A25307,0
A25853,0
A56069,0
A82613,0
A09580,0
A59347,0
A41941,0
B14873,0
N00700,0
N02364,0
A39855,0
A50461,0
A92053,0
K108273.000.xml,0
B08365,0
A39061,0
N13928,0
A96467,0
A56123,0
A80833,0
A25609,0
A18104,0
N07505,0
A12064,0
A59784,0
A52860,0
N33746,0
A79760,0
A35974,0
A08677,0
K047546.000.xml,0
B05693,0
A71351,0
A63691,0
A03139,0
A82712,0
A46713,0
A27268,0
A46562,0
A25731,0
A06166,0
A48744,0
N18810,0
A62322,0
A73793,0
A36739,0
A62248,0
A61439,0
A60498,0
A81815,0
A28667,0
B05695,0
B03271,0
A65668,0
A73748,0
A88909,0
N23199,0
A84231,0
A41299,0
A17971,0
N16149,0
A20951,0
A47693,0
A54861,0
A76873,0
A81662,0
A03479,0
A08697,0
A54862,0
B04329,0
A70747,0
A74147,0
A12620,0
N09087,0
A74823,0
A48837,0
A77721,0
A42060,0
A21773,0
B03805,0
A62100,0
A07081,0
N27197,0
A36980,0
B12583,0
A44882,0
A11335,0
A67126,0
A49908,0
A26710,0
K023192.000.xml,0
A26246,0
A15298,0
A58059,0
A52725,0
A31703,0
A97010,0
N24735,0
A67536,0
A91722,0
A21067,0
A88827,0
N18442,0
N29523,0
A27637,0
A26336,0
N03979,0
A91402,0
A37263,0
A83536,0
A77574,0
A47191,0
N33557,0
A36859,0
N27614,0
A83724,0
A66810,0
A60499,0
A13478,0
A76788,0
A49467,0
A01170,0
A58655,0
N21043,0
A06191,0
A57167,0
A94768,0
A78190,0
B09926,0
A09676,0
A27290,0
A91250,0
A76780,0
A51737,0
A27541,0
A54354,0
A83753,0
A75431,0
A36147,0
A67631,0
A54114,0
A55624,0
A52940,0
A96701,0
A16730,0
A16924,0
A85919,0
A47364,0
A58105,0
A14029,0
N06463,0
A70812,0
A08666,0
A43533,0
A94299,0
B05388,0
A33297,0
B08159,0
A49267,0
A57306,0
A91242,0
A36495,0
A54455,0
A93694,0
B05150,0
N01815,0
A31039,0
A59899,0
N00111,0
N02186,0
A93369,0
A32124,0
A66582,0
A94004,0
A40455,0
A76077,0
A89733,0
N08719,0
A90581,0
A91463,0
A54917,0
A15602,0
A14298,0
A29074,0
A61350,0
A35477,0
A59596,0
A10620,0
B10071,0
A97011,0
A56155,0
A66334,0
A31401,0
A95669,0
A96907,0
B03240,0
A16314,0
A41594,0
A84818,0
A83654,0
A95763,0
A52918,0
K114616.000.xml,0
B09305,0
A46069,0
A55138,0
A91315,0
A18640,0
N10323,0
A70229,0
A92649,0
A89423,0
A78446,0
A96699,0
A85588,0
A50860,0
B04906,0
A37955,0
A81140,0
A53437,0
A32549,0
A25960,0
N00711,0
A34100,0
A30914,0
A39637,0
A27590,0
A02647,0
A15866,0
A93935,0
A38591,0
A59195,0
A55359,0
B14597,0
A09616,0
A25585,0
A39423,0
N14205,0
A45901,0
A91943,0
A41567,0
A42005,0
A91825,0
B23048,0
A48933,0
A50303,0
A26260,0
A01647,0
K001036.000.xml,0
A39680,0
N16990,0
A19793,0
A30486,0
A85037,0
B01676,0
B07104,0
A48188,0
A75206,0
A09713,0
A94352,0
K027621.002.xml,0
A86479,0
N24775,0
A52767,0
A50863,0
A95499,0
A93897,0
A02971,0
A36421,0
A65295,0
A85442,0
N13334,0
A28474,0
N29550,0
K067975.000.xml,0
A32091,0
A42447,0
A76292,0
A02218,0
N01015,0
A77417,0
A25972,0
A95806,0
A46650,0
A57789,0
A53091,0
A18420,0
A36446,0
A53424,0
A18561,0
A92458,0
A29000,0
A88916,0
A13881,0
N07306,0
A61864,0
N34260,0
A20304,0
A89668,0
A62592,0
A78505,0
A95720,0
A47259,0
A08784,0
A47097,0
A95091,0
A53987,0
A35706,0
A88786,0
A46775,0
A66448,0
A76680,0
B05771,0
A45432,0
A41215,0
A29616,0
A41637,0
K023486.000.xml,0
A81611,0
A16734,0
A33823,0
A26167,0
A13654,0
A46453,0
B08106,0
A81017,0
A92669,0
A63808,0
A45144,0
N12770,0
A78804,0
A87889,0
K052119.000.xml,0
K066646.001.xml,0
N18975,0
A26679,0
B03922,0
A70295,0
A03749,0
A78609,0
A83975,0
N10054,0
B09308,0
A52172,0
B02845,0
A75611,0
A08353,0
B02466,0
A47179,0
A72815,0
A78536,0
N09866,0
A75977,0
N03310,0
N00695,0
A12484,0
A70447,0
A59603,0
N21861,0
N03679,0
N15457,0
A50550,0
A15195,0
B03450,0
A88246,0
B08263,0
K058856.000.xml,0
A31080,0
A04599,0
A02153,0
A62762,0
A19145,0
B05040,0
A03747,0
A26905,0
A31545,0
A14363,0
N30603,0
A07770,0
N03677,0
A84248,0
A43546,0
N36483,0
A19475,0
A11291,0
A93958,0
A54239,0
K131881.000.xml,0
A67636,0
A13026,0
A33501,0
N20498,0
A35112,0
A52051,0
A80481,0
A14278,0
A04160,0
A07871,0
A18991,0
A20361,0
A25179,0
N02848,0
N15882,0
N11358,0
A58838,0
K045837.000.xml,0
A21571,0
A40145,0
A94824,0
B00036,0
A80505,0
A41827,0
A07806,0
A70179,0
A82904,0
A61492,0
A52966,0
A66775,0
B01653,0
A38283,0
A87293,0
B03009,0
B04140,0
A92193,0
A63053,0
A92045,0
A91094,0
A34338,0
A63320,0
N09397,0
B09511,0
A82539,0
A14084,0
A43318,0
B05131,0
K019955.000.xml,0
A85066,0
K001562.000.xml,0
A51702,0
A83971,0
N02766,0
A90474,0
A64518,0
A04123,0
A88381,0
A95122,0
A58210,0
A51613,0
A25746,0
A49384,0
A41545,0
A65700,0
A20928,0
A19942,0
A60467,0
A39152,0
A61890,0
A80436,0
A57163,0
A39391,0
A29240,0
A63249,0
A58263,0
A57939,0
A86823,0
K114270.000.xml,0
A93938,0
A78569,0
K001770.000.xml,0
A12567,0
A44246,0
A65398,0
A40376,0
A16541,0
A20216,0
A45369,0
A56328,0
A03452,0
A89124,0
A46503,0
A16902,0
A72393,0
A11297,0
B10018,0
N05722,0
A35724,0
B02754,0
A54110,0
N24094,0
A78457,0
A21924,0
A96183,0
K020955.000.xml,0
A02964,0
A56839,0
B02834,0
A84131,0
A54544,0
A86897,0
A85487,0
A30272,0
N18031,0
N18559,0
B06739,0
N26590,0
A17879,0
A91136,0
A20238,0
A75653,0
A55723,0
A82148,0
A60911,0
A64950,0
A87324,0
N24307,0
A96374,0
A40325,0
A29793,0
A33673,0
A56193,0
A08153,0
A04652,0
A01138,0
A08363,0
N02555,0
A04495,0
A40227,0
A34272,0
A53898,0
A32128,0
A38829,0
A42135,0
A25502,0
A96916,0
N07602,0
A39837,0
A33359,0
N05675,0
A89920,0
B06646,0
A54558,0
A70185,0
A34950,0
A87173,0
A59959,0
A40563,0
A04604,0
A10715,0
B05684,0
A41023,0
A34732,0
N36063,0
A50525,0
N15906,0
A06060,0
A80522,0
B05561,0
A81228,0
A37824,0
A22287,0
A92202,0
A48965,0
N01252,0
N07081,0
A78368,0
A41723,0
A49831,0
A30259,0
A60955,0
A93056,0
A43857,0
A33219,0
K081759.000.xml,0
A34132,0
A59540,0
N01691,0
A04696,0
A95213,0
A46636,0
A15030,0
B04528,0
B05563,0
A21117,0
A78559,0
A43714,0
A47051,0
A00278,0
A64443,0
A91108,0
A25837,0
A51574,0
A55651,0
A96552,0
A36954,0
A47554,0
A94730,0
N09676,0
A68953,0
A53323,0
N05017,0
N00265,0
N26421,0
K021475.000.xml,0
A36284,0
A59320,0
A96062,0
A12589,0
A60429,0
A87847,0
A01347,0
B04635,0
N25718,0
B08808,0
A59759,0
B08522,0
A06473,0
A77525,0
B05961,0
A91787,0
A66539,0
A65844,0
A65910,0
A06869,0
A21942,0
A89582,0
B10304,0
A13125,0
B06137,0
A28181,0
N02657,0
A54031,0
A75317,0
B07982,0
A59805,0
A31261,0
A05633,0
A19395,0
A78086,0
A19552,0
A53548,0
A71292,0
A03003,0
A54323,0
B03146,0
A19285,0
A92540,0
A75505,0
A56746,0
A62157,0
A51695,0
A83905,0
A66868,0
A07966,0
N26458,0
A06143,0
N02424,0
B05845,0
A72221,0
A51820,0
A32574,0
N14539,0
A49597,0
N02761,0
A28301,0
A25194,0
A00261,0
A58828,0
A66345,0
A42567,0
A92464,0
A26085,0
N06838,0
A01097,0
N16553,0
A35924,0
B21136,0
A11151,0
A22190,0
A39365,0
A35473,0
A70743,0
A67047,0
A46035,0
A57245,0
A42538,0
A03917,0
A89918,0
A46815,0
A07594,0
A32920,0
N10378,0
N29448,0
N00251,0
A53165,0
A10844,0
A65401,0
A41205,0
B03251,0
A13529,0
A55478,0
A19277,0
A64492,0
A01582,0
A62146,0
A00908,0
A95600,0
A79907,0
A85938,0
N09059,0
A50547,0
A28895,0
A94520,0
A67546,0
A12024,0
A40150,0
A59977,0
N16148,0
A56307,0
A90626,0
A40350,0
N22455,0
A38592,0
A03083,0
A19032,0
A63912,0
A33189,0
A12480,0
A43697,0
A95090,0
A28377,0
A17141,0
A78474,0
B05024,0
N02428,0
A31226,0
A45154,0
A41715,0
A42842,0
A80626,0
A29944,0
A66245,0
A36389,0
A66252,0
A77186,0
N15514,0
A94677,0
A36239,0
A26402,0
A78308,0
A53733,0
N00445,0
A07248,0
A34204,0
A70861,0
A84019,0
A89583,0
A93323,0
A66352,0
A16559,0
A87637,0
A69467,0
A34541,0
N28830,0
A91653,0
A94945,0
N02488,0
A23774,0
A90810,0
A93662,0
A17412,0
N28291,0
A93791,0
B08892,0
A07978,0
B01988,0
K107077.000.xml,0
A83245,0
K072107.002.xml,0
A01592,0
K073281.000.xml,0
N01827,0
A25483,0
A66375,0
A17462,0
N02554,0
A56696,0
A61375,0
A36619,0
A28965,0
A93696,0
A50588,0
A45583,0
A48281,0
A65982,0
B05425,0
A91034,0
A86014,0
A92325,0
K056734.000.xml,0
A39866,0
A65907,0
N02152,0
A02618,0
A26586,0
A88230,0
N10550,0
A61505,0
A40930,0
A88505,0
A02414,0
A48041,0
A42361,0
A61246,0
A67553,0
A44730,0
A66343,0
A93023,0
A29259,0
A47801,0
A07975,0
K015012.000.xml,0
A47730,0
A26788,0
A78925,0
A84051,0
B15647,0
A08997,0
A91003,0
A28305,0
A91054,0
A25951,0
N00399,0
A54869,0
A11269,0
A20907,0
A77226,0
A44873,0
A30198,0
A14151,0
A82593,0
B06572,0
B01318,0
A01284,0
A30321,0
A36720,0
A78137,0
B05604,0
A48482,0
A26439,0
A88385,0
A54129,0
N27051,0
A47727,0
A14001,0
A66445,0
K050264.000.xml,0
A69449,0
A54495,0
A38293,0
A61417,0
B03183,0
N08318,0
N10501,0
B07544,0
N17672,0
A56384,0
B01820,0
A77436,0
N21963,0
B00681,0
A41947,0
A95563,0
A25599,0
A78411,0
N19879,0
A74140,0
A67006,0
A03627,0
A48887,0
K022979.000.xml,0
A61667,0
A37543,0
N04004,0
A66805,0
B03581,0
B06150,0
A48204,0
A67284,0
A55727,0
A35776,0
A31490,0
A87355,0
N06202,0
A67479,0
A71130,0
A75812,0
B00363,0
A31082,0
A27515,0
A87912,0
N01489,0
A13982,0
A90934,0
A74987,0
A27297,0
A56350,0
A55473,0
A28847,0
A51349,0
A26821,0
A63042,0
A54870,0
B05294,0
A60553,0
A15398,0
A57546,0
B23159,0
A16722,0
A42602,0
A82306,0
A33876,0
A92076,0
A90140,0
A73288,0
K043848.000.xml,0
A83573,0
A48855,0
A84846,0
A84249,0
N34072,0
A50275,0
A61119,0
A27638,0
A88192,0
A85403,0
A36984,0
A91623,0
A27628,0
A36650,0
A47629,0
B04191,0
A63174,0
A02680,0
K049006.000.xml,0
A86328,0
K046542.000.xml,0
A67825,0
A88238,0
N22725,0
A35133,0
A21897,0
A33300,0
A55136,0
A09659,0
A15674,0
A78245,0
A45233,0
A56094,0
A80102,0
N00190,0
A94047,0
B06262,0
A26963,0
A20027,0
A80247,0
B01434,0
A52132,0
A89580,0
K093988.002.xml,0
A90886,0
A25286,0
A35138,0
A43133,0
A94484,0
N28357,0
A59394,0
A75660,0
A66392,0
A58987,0
B20843,0
A54848,0
A86626,0
A55342,0
N35628,0
A30212,0
B03141,0
A53069,0
A42682,0
N00623,0
A47647,0
A91799,0
A07792,0
A54698,0
A75222,0
A43659,0
A79995,0
K056661.000.xml,0
A55726,0
B10108,0
N24404,0
A36233,0
A30956,0
A56489,0
A55302,0
A52350,0
A03415,0
A48142,0
A91526,0
A31169,0
A46425,0
A18903,0
B09124,0
B06854,0
N25935,0
A27267,0
A85350,0
A52454,0
A90545,0
A54128,0
A64346,0
A65560,0
A44899,0
A37054,0
A53975,0
K047694.000.xml,0
A75620,0
A35487,0
A92804,0
B02385,0
A37224,0
A17189,0
A92051,0
A25410,0
A75459,0
A51057,0
A41233,0
A83454,0
A34151,0
A05338,0
B03859,0
A81239,0
N10662,0
N06369,0
N27962,0
A48868,0
B13493,0
A25891,0
A84799,0
N29549,0
N25513,0
A36102,0
A08691,0
A08002,0
A11921,0
A00959,0
A60593,0
A69567,0
B05971,0
A34521,0
K013093.000.xml,0
A22193,0
A41812,0
A57229,0
A76495,0
A83879,0
B02916,0
A47305,0
A67880,0
A04763,0
A77635,0
A52941,0
A71078,0
K061116.000.xml,0
A63726,0
A68537,0
N00389,0
B23910,0
A61504,0
N03031,0
A49571,0
A35628,0
N00322,0
N25928,0
A61757,0
A74778,0
A69738,0
A58017,0
A65490,0
A96999,0
A01575,0
A90597,0
A82226,0
A29078,0
A25835,0
B04053,0
A45468,0
A01528,0
A01513,0
K050288.000.xml,0
A33549,0
A62729,0
A53159,0
A77774,0
A74314,0
A26532,0
A60557,0
A70481,0
A96362,0
B01098,0
B04757,0
A44775,0
A02401,0
A81715,0
A49234,0
A20000,0
N04900,0
A33925,0
A30527,0
A59383,0
A76015,0
A95628,0
B03716,0
A16925,0
N26314,0
A03492,0
A56167,0
A80309,0
A62125,0
A37283,0
A80654,0
A50190,0
A05390,0
A91475,0
A00193,0
A56761,0
N00398,0
A58462,0
A85742,0
A41823,0
A11557,0
B03794,0
A96698,0
A55705,0
B12633,0
A51292,0
A56201,0
A89586,0
A44222,0
A28172,0
A21819,0
A81777,0
A55892,0
A91765,0
N15589,0
A39123,0
A49007,0
N01377,0
A67735,0
A10049,0
N26970,0
A30747,0
A37097,0
A47149,0
A38638,0
A61161,0
A77937,0
N10757,0
A10699,0
A16282,0
A47159,0
A40558,0
A15013,0
A56126,0
A84731,0
A50574,0
A68566,0
A88016,0
A12329,0
A44629,0
A74785,0
A03231,0
N01409,0
A25867,0
A32594,0
A89568,0
A17070,0
A39541,0
A76013,0
K040713.000.xml,0
N10551,0
A76384,0
A36979,0
A85885,0
A66865,0
B03258,0
A88750,0
A70062,0
A91281,0
A18388,0
A92979,0
A92760,0
A86899,0
B07806,0
B01962,0
A62716,0
N20543,0
N28536,0
B02994,0
A95859,0
K109292.001.xml,0
A88398,0
A87532,0
A59061,0
N17323,0
K113952.003.xml,0
A92296,0
A89828,0
A60757,0
A81118,0
A35633,0
A85251,0
A31023,0
A08639,0
B08800,0
A46315,0
A05279,0
A70873,0
A39814,0
A63118,0
A17751,0
N22824,0
A57319,0
A48501,0
A00706,0
N17039,0
A01776,0
A44683,0
A94080,0
N29440,0
A53240,0
N00302,0
A49886,0
A29486,0
A81534,0
A25429,0
A39170,0
N19262,0
A96709,0
A52213,0
N15491,0
A17500,0
A78962,0
A38407,0
A66564,0
N04619,0
A91944,0
A74305,0
B02644,0
A57271,0
A01044,0
A33709,0
A27142,0
A30367,0
A54793,0
A49469,0
A32943,0
B08907,0
A09362,0
B08622,0
A93340,0
A30013,0
A84880,0
A30955,0
A02406,0
N00165,0
B01944,0
A16171,0
A54709,0
A86930,0
A19016,0
A35344,0
A64376,0
A51000,0
A96584,0
A40417,0
A80032,0
K031003.000.xml,0
A60983,0
A26776,0
A78121,0
A18298,0
A56769,0
A44106,0
A27589,0
A61636,0
K113134.000.xml,0
B01432,0
A35120,0
A59241,0
K108983.001.xml,0
A27616,0
B00158,0
A86551,0
A80191,0
A62047,0
B02201,0
A29096,0
A65172,0
A60781,0
A31166,0
A42187,0
A78668,0
N16445,0
A14900,0
N20294,0
K024779.000.xml,0
N07083,0
A63424,0
N00540,0
A21495,0
A09319,0
A59904,0
A57585,0
A62648,0
A48232,0
A97166,0
A50592,0
A08161,0
A22044,0
A76122,0
A80516,0
N02155,0
B05346,0
A51136,0
A76432,0
A23433,0
A52470,0
A11417,0
A03976,0
A85806,0
A62842,0
A94497,0
A83656,0
A82218,0
A44842,0
A30370,0
A82142,0
A74859,0
A78498,0
A37845,0
A62677,0
A56727,0
A78239,0
A34410,0
A58691,0
A01461,0
A88635,0
A96499,0
N06461,0
A40973,0
B08995,0
A90619,0
A81653,0
A93391,0
N31576,0
A82257,0
A56531,0
A33056,0
A28666,0
N22867,0
A33262,0
A01256,0
B01384,0
A60917,0
A14753,0
A32244,0
A58241,0
A62554,0
A34181,0
A36128,0
B01733,0
A45695,0
A28932,0
A31526,0
A29602,0
A40872,0
N01795,0
A28439,0
K029722.000.xml,0
A58561,0
N01618,0
B01234,0
K076130.000.xml,0
A52874,0
A16950,0
A93216,0
A29436,0
N04300,0
A27036,0
A07908,0
A41852,0
A01048,0
A22192,0
A77430,0
B03756,0
A95186,0
A64146,0
K039143.000.xml,0
A52697,0
A66598,0
A63451,0
A10214,0
A44890,0
A40421,0
A52529,0
A20696,0
A89695,0
A32555,0
A70032,0
A77320,0
A95872,0
A21336,0
A45944,0
A89557,0
B05558,0
A04807,0
A75582,0
A67675,0
A16435,0
A61661,0
K122875.000.xml,0
A48424,0
N00813,0
A56151,0
A47531,0
A42413,0
A10443,0
A76826,0
A12819,0
A52909,0
A77834,0
A54456,0
A82870,0
A96326,0
A54017,0
A07873,0
A50752,0
A42142,0
A67701,0
A31449,0
A30973,0
A69820,0
A75743,0
A14205,0
A15496,0
A16745,0
A86552,0
A50828,0
A44288,0
A27175,0
A42576,0
A77148,0
A13996,0
A65326,0
A30491,0
A86040,0
A58912,0
A11225,0
A00386,0
N04182,0
A40042,0
B00614,0
N11599,0
N29556,0
A43721,0
A34346,0
A67901,0
N01116,0
K084861.002.xml,0
A96134,0
A49753,0
A02621,0
A58386,0
A93577,0
B01729,0
A61685,0
A36118,0
A56034,0
A05047,0
A94946,0
A35400,0
A54040,0
A16641,0
A66484,0
A95810,0
A35908,0
A54257,0
A87206,0
A59938,0
A41106,0
A88103,0
A85942,0
N31632,0
A95925,0
A06332,0
A85355,0
B02603,0
A16241,0
A21734,0
A59382,0
N20188,0
B01413,0
N24360,0
A09653,0
A52999,0
A48147,0
N05372,0
A56346,0
A55441,0
A40885,0
A64889,0
N00327,0
A25247,0
A53136,0
A73533,0
A33825,0
A10402,0
A66606,0
A84829,0
B09715,0
A57956,0
K060946.001.xml,0
A64882,0
