TCP,# of Figures
A90705,1
A39500,1
A38409,1
A02424,1
A16265,1
A17461,1
A15069,1
A02077,1
A02453,1
A44186,1
A52111,1
A35559,1
A55430,1
A89664,1
A74649,1
A44704,1
A65650,1
B07114,1
A53190,1
A49707,1
A52809,1
A63823,1
A13962,1
A77592,1
A00142,1
A88594,1
N24799,1
A17188,1
A16157,1
B02117,1
A11512,1
A30248,1
A66707,1
B00405,1
A12154,1
A58041,1
A39186,1
A27117,1
A09512,1
B02255,1
A17676,1
A31728,1
A32686,1
A20669,1
A59981,1
A26804,1
B02485,1
A79032,1
A22125,1
A70701,1
K038487.000.xml,1
B05013,1
K046500.000.xml,1
N00783,1
A79060,1
B19315,1
B04122,1
A09197,1
A01845,1
A00650,1
A79338,1
A53815,1
B13858,1
A63940,1
K027660.002.xml,1
A51252,1
A97175,1
A85286,1
A06146,1
B10303,1
A35562,1
A11256,1
A12596,1
A39428,1
A88774,1
A48982,1
A06199,1
A05548,1
A22232,1
A16877,1
K114161.000.xml,1
A91517,1
A78009,1
A97115,1
A63520,1
A00149,1
A46221,1
A49776,1
A96121,1
A48581,1
A12679,1
A18831,1
A61815,1
A42896,1
B03249,1
A39905,1
A68069,1
K091154.002.xml,1
B03986,1
A08884,1
A08225,1
A77837,1
A34708,1
B06348,1
A62974,1
A32190,1
A59575,1
A70798,1
B02099,1
A01661,1
A49037,1
A82377,1
A07680,1
A22476,1
A00679,1
A08481,1
A65801,1
B05482,1
A74116,1
K117757.000.xml,1
A23775,1
A95843,1
K001310.000.xml,1
A65003,1
A19525,1
A06136,1
A84561,1
A92659,1
A83595,1
A76168,1
B00666,1
A05532,1
A84232,1
A79478,1
A45054,1
A46174,1
A00662,1
A74395,1
A83386,1
A40852,1
A51159,1
A83578,1
A43069,1
A70263,1
A02225,1
A06530,1
A80909,1
A01871,1
A01509,1
A89019,1
A64171,1
A06361,1
A79434,1
A38852,1
A94760,1
A09252,1
A37304,1
N10058,1
N33128,1
B06781,1
A04873,1
A83369,1
A63045,1
A79334,1
A08674,1
B00624,1
A95433,1
A27176,1
A08924,1
A02428,1
A48992,1
A38898,1
A22217,1
K091366.000.xml,1
A38978,1
A13060,1
A14943,1
A87621,1
A38982,1
A93805,1
B09663,1
A27862,1
A01637,1
A32615,1
A12133,1
B03868,1
A73993,1
A72484,1
B03285,1
A16759,1
A21152,1
A86826,1
A33368,1
A66483,1
A31699,1
A45978,1
A06858,1
A83389,1
A46474,1
A72527,1
A02552,1
A63668,1
A12800,1
A00380,1
A13845,1
A74158,1
A93578,1
A68538,1
A19448,1
A14927,1
A73755,1
A06692,1
A45313,1
A12348,1
A57734,1
A89345,1
A89433,1
A89464,1
A14421,1
A46661,1
A66514,1
A01225,1
A59963,1
A08197,1
A22107,1
A56103,1
A22435,1
B05612,1
A33149,1
A57764,1
A83457,1
A13495,1
A22418,1
A84332,1
A39426,1
A88558,1
A00777,1
B09299,1
A32558,1
B06694,1
A53640,1
A21157,1
A63088,1
A63944,1
A95524,1
A51480,1
A91785,1
A22239,1
N18557,1
A79046,1
B06562,1
A80308,1
A04468,1
B05323,1
B04109,1
A73721,1
A34526,1
A26760,1
B05285,1
A22400,1
A78977,1
A73786,1
A46659,1
A69703,1
A12302,1
A08143,1
A27805,1
A97194,1
A01868,1
N19358,1
A62321,1
A01443,1
A90792,1
A81031,1
A46557,1
A10446,1
A20534,1
A17295,1
B06893,1
A34868,1
A07858,1
A32999,1
A20146,1
A46107,1
A04200,1
A77342,1
A06901,1
A92496,1
K048123.000.xml,1
A42526,1
A80994,1
A37779,1
A27115,1
A42408,1
A68982,1
A07199,1
A42660,1
A81022,1
A32441,1
A56145,1
A01765,1
A32049,1
A39635,1
A82396,1
A23445,1
A32681,1
A22306,1
A13468,1
A46124,1
A66258,1
A38500,1
A79394,1
A82352,1
A28357,1
A73078,1
A35765,1
A56200,1
A32263,1
A43169,1
A20556,1
K069226.000.xml,1
A62348,1
A47023,1
A49515,1
A86949,1
B08142,1
A76051,1
A70980,1
A46544,1
A08566,1
A87477,1
A67250,1
A16580,1
A67115,1
A13477,1
A79098,1
A16794,1
A32429,1
N00723,1
A50693,1
N26756,1
A78913,1
A00630,1
A20850,1
A93009,1
A67665,1
N28072,1
A74543,1
A06549,1
A96996,1
A00299,1
A06788,1
K063043.000.xml,1
A51571,1
A46094,1
B06256,1
A56871,1
A13461,1
A50854,1
A66216,1
A22346,1
A94578,1
A41876,1
B05740,1
A80980,1
B00106,1
A52789,1
B09666,1
A66089,1
A88901,1
A68709,1
B01561,1
A12801,1
A75849,1
A34613,1
B05306,1
A84416,1
A39424,1
A21309,1
A36272,1
A73324,1
A81459,1
A32158,1
A32641,1
A35766,1
A84236,1
A85054,1
A82262,1
A22800,1
A17165,1
A46147,1
A28645,1
A39191,1
A49898,1
A06822,1
A45983,1
A69710,1
A64159,1
A73588,1
A41360,1
A80675,1
A58708,1
A05404,1
B01183,1
A12553,1
A39434,1
A02957,1
B05497,1
A32405,1
A82332,1
A12675,1
A55577,1
A84107,1
A54610,1
A14772,1
A85590,1
B02118,1
A46170,1
A45020,1
A10573,1
A32561,1
A70167,1
A69724,1
A76952,1
A10050,1
A29239,1
A31132,1
A63216,1
A12016,1
A34383,1
A83901,1
A83391,1
A11556,1
A25308,1
A20982,1
A03700,1
N00737,1
A47277,1
A78452,1
A82255,1
A87414,1
N20240,1
A32628,1
A79309,1
K070549.000.xml,1
A08461,1
A19209,1
A80376,1
N22880,1
A13383,1
B03168,1
A04794,1
A14926,1
A04896,1
A11600,1
A53556,1
A07509,1
B06732,1
A32479,1
A38571,1
A21151,1
B00475,1
A63950,1
A08076,1
A23086,1
A07003,1
A57609,1
A12399,1
A46580,1
B31923,1
A14601,1
A47576,1
A90783,1
A84563,1
A15802,1
B03005,1
A22236,1
A55765,1
A20863,1
A20095,1
A53895,1
A76893,1
A25390,1
N01619,1
A32573,1
B00958,1
N17473,1
B03558,1
A12223,1
A11670,1
A85603,1
A59183,1
A42215,1
A50651,1
A29880,1
A58628,1
A59703,1
A66973,1
A22558,1
A03788,1
A04361,1
A01872,1
A85161,1
A37586,1
B08587,1
A21456,1
A03379,1
A77712,1
A17763,1
A55009,1
A23817,1
A27484,1
A27364,1
A84864,1
A91017,1
A82099,1
A19485,1
B03509,1
A65628,1
A69188,1
B09026,1
A46496,1
A31459,1
A10829,1
A74595,1
K054851.000.xml,1
A02267,1
A49947,1
K045433.000.xml,1
A32198,1
A35513,1
A83918,1
A28422,1
A12088,1
A66298,1
A93286,1
A90514,1
A19665,1
A79022,1
N04181,1
A90125,1
A90598,1
A12672,1
A31845,1
A25533,1
B05746,1
A79427,1
A32493,1
A78834,1
A90689,1
A82229,1
A03239,1
N20581,1
K087079.000.xml,1
A68976,1
A85210,1
A94972,1
A59926,1
A93395,1
B03202,1
A36308,1
B02358,1
A79279,1
A74151,1
B16236,1
A37555,1
A43253,1
A32445,1
A51627,1
A95129,1
A13581,1
A04889,1
A28675,1
A28576,1
A58717,1
A61867,1
A58709,1
A49704,1
A13471,1
A07462,1
A14606,1
A80997,1
B05364,1
A74560,1
A05123,1
A52801,1
A49774,1
B04006,1
A17336,1
A68044,1
A58415,1
A65186,1
A66271,1
A25833,1
A69275,1
A20383,1
A65291,1
A13409,1
A61642,1
A95638,1
B02070,1
A07470,1
A01309,1
A11516,1
A20549,1
A51870,1
A62632,1
B10013,1
A74500,1
A50433,1
A48665,1
A62094,1
B02370,1
A85084,1
A46068,1
A81874,1
A04901,1
A01084,1
A50746,1
A66218,1
A20429,1
A43170,1
A08755,1
A50897,1
A15109,1
B00461,1
A80964,1
A80157,1
A79618,1
A17510,1
A85750,1
A09439,1
A18478,1
A07675,1
A41396,1
A82382,1
A90121,1
K006382.001.xml,1
B00330,1
A21200,1
A21104,1
A22342,1
A22482,1
A20213,1
A42233,1
A91927,1
A32696,1
A04586,1
B05367,1
A36235,1
A81785,1
A79117,1
A32017,1
A67245,1
A88545,1
A07425,1
A28171,1
A68924,1
A45148,1
A36820,1
A45979,1
A00259,1
K049221.002.xml,1
A90482,1
A71122,1
A04108,1
A07405,1
A13384,1
A38236,1
A05463,1
A46141,1
A44583,1
A89182,1
A67373,1
K059805.000.xml,1
A12857,1
A45465,1
A32480,1
A50896,1
A73992,1
A75604,1
B01739,1
A22606,1
A35530,1
K065650.000.xml,1
A32470,1
A85561,1
A37154,1
A52339,1
A07488,1
A19886,1
A92466,1
B21493,1
K099722.000.xml,1
K060142.003.xml,1
B05584,1
A77764,1
A66004,1
B05284,1
A37353,1
A26244,1
A82486,1
A05048,1
B06272,1
A82073,1
A18973,1
A07446,1
A67079,1
A76860,1
A82463,1
A53259,1
A11372,1
A47205,1
A77994,1
A66012,1
A19281,1
A48966,1
A36216,1
A36598,1
A00244,1
A11579,1
A01521,1
A37068,1
A45975,1
A11385,1
A59908,1
B10269,1
A84990,1
A54240,1
A01058,1
A02438,1
N00664,1
A60009,1
A16354,1
A09836,1
A10418,1
A45962,1
A51894,1
A18238,1
A31688,1
A29823,1
A50262,1
A74328,1
A87530,1
A00884,1
A08781,1
B03816,1
A46356,1
B05455,1
A32188,1
A58173,1
A46573,1
A09304,1
A21846,1
A10242,1
A85055,1
A07769,1
B09023,1
N00241,1
A43873,1
A02140,1
A09578,1
B05585,1
A44227,1
A24269,1
A22375,1
A03202,1
A29349,1
A03792,1
A51529,1
B01781,1
A05408,1
A45508,1
A84524,1
A32632,1
B05663,1
A42238,1
A48917,1
B05472,1
A22325,1
A86213,1
A86786,1
B05826,1
A17458,1
B02911,1
A78955,1
A05075,1
A22296,1
A16156,1
A22453,1
A75905,1
A32371,1
A73987,1
B05417,1
A36830,1
B06079,1
A32578,1
A51847,1
A01157,1
A79739,1
A36270,1
A48517,1
A46390,1
A22143,1
N27875,1
A42132,1
A42134,1
A05418,1
A46142,1
B08162,1
A10851,1
A91115,1
A66229,1
A20675,1
B03130,1
A49034,1
B05874,1
A08393,1
A00742,1
A18488,1
A72217,1
A20519,1
A65743,1
A56468,1
A20004,1
K057429.000.xml,1
A02189,1
N07784,1
A84995,1
A91561,1
A85184,1
A79418,1
A32643,1
A75929,1
A72805,1
A34593,1
A45190,1
A16909,1
A46561,1
A06776,1
A75437,1
A30014,1
B02812,1
K060958.002.xml,1
A87330,1
A54409,1
A84568,1
A22251,1
A84208,1
A12102,1
A02477,1
A97127,1
A95388,1
B04316,1
A81024,1
A46202,1
A50332,1
A92654,1
A19841,1
A72932,1
A80528,1
A61210,1
B01880,1
A53560,1
A39410,1
A34641,1
A21286,1
A13745,1
B06620,1
A02093,1
A88274,1
A22469,1
K030489.000.xml,1
A19223,1
A97902,1
A62326,1
A48794,1
B29617,1
A04155,1
A08112,1
A83009,1
A32683,1
A17641,1
A10519,1
A82768,1
A15028,1
A12276,1
A25895,1
B01248,1
A22426,1
A41970,1
A80488,1
A09272,1
A07705,1
A22451,1
A32598,1
A32314,1
A17326,1
A02923,1
A32644,1
A46830,1
A88639,1
A22441,1
A85922,1
A32492,1
A73201,1
A90694,1
A42404,1
A13276,1
A07525,1
A44458,1
K074278.002.xml,1
A48986,1
A84551,1
A31085,1
B05500,1
A00969,1
B03870,1
A39132,1
A28663,1
A07128,1
A31076,1
A32477,1
A77900,1
A21848,1
B05543,1
A67468,1
A32012,1
K050240.000.xml,1
A61361,1
A93706,1
A16936,1
A85414,1
A49922,1
A11536,1
A42958,1
A26149,1
A25923,1
A39789,1
A22692,1
K072460.004.xml,1
A87129,1
A51058,1
A06694,1
A72408,1
A31062,1
A57407,1
A18097,1
A94980,1
N00744,1
A11118,1
A04714,1
A87584,1
A89611,1
A92467,1
A04813,1
A96937,1
A22134,1
A90802,1
A17889,1
A32679,1
A23334,1
A32042,1
A63832,1
A11246,1
N37023,1
A37055,1
A21154,1
N00420,1
B04869,1
A96459,1
A36573,1
A95578,1
A74143,1
A39418,1
A01850,1
A51588,1
A22169,1
A22262,1
B12903,1
A86791,1
A11975,1
A16777,1
A74111,1
A07216,1
A19973,1
A32928,1
A22459,1
A74161,1
A39716,1
A35088,1
A33973,1
A62350,1
A93383,1
B01751,1
A32301,1
A37083,1
A84559,1
B02096,1
A13761,1
B13574,1
A92095,1
B05739,1
A84487,1
A83659,1
A87727,1
B19329,1
A12141,1
A46246,1
A22354,1
A19803,1
A32667,1
A80989,1
A19409,1
A77580,1
A32464,1
A84039,1
B05624,1
B05465,1
A35192,1
A17725,1
A07913,1
A10686,1
A34666,1
N00624,1
A22708,1
A87981,1
A66209,1
A86878,1
A93060,1
A45900,1
B01380,1
A49894,1
A81216,1
A46118,1
A51307,1
A35195,1
A27103,1
A12292,1
A78952,1
A82436,1
A84576,1
K008178.000.xml,1
A09974,1
A84924,1
A04801,1
B01752,1
A72184,1
A00165,1
A17182,1
A36037,1
A46169,1
K057520.001.xml,1
A80802,1
K125567.000.xml,1
A46794,1
A11481,1
A37525,1
B09974,1
A07840,1
A50914,1
A22404,1
A32614,1
A02783,1
A45829,1
A85841,1
B12894,1
A84243,1
A13422,1
A35809,1
A32662,1
A21468,1
A19610,1
B05385,1
A20178,1
A52400,1
A02970,1
A83875,1
A85821,1
A78017,1
A58693,1
A91063,1
A46103,1
A96737,1
A19208,1
A84469,1
A12577,1
B22448,1
A16198,1
A56605,1
A77115,1
A46554,1
A19641,1
A44195,1
A85952,1
A87302,1
A25743,1
A78994,1
A35445,1
N00740,1
A46138,1
N05285,1
A22502,1
A07265,1
A80970,1
A52865,1
A02753,1
A03395,1
A87373,1
A38224,1
A62824,1
A64669,1
K076702.001.xml,1
A00520,1
A49076,1
A22036,1
N31192,1
N07159,1
K089227.000.xml,1
A22359,1
A09237,1
A00384,1
A79960,1
B05581,1
A86363,1
A22372,1
A79268,1
A22237,1
A19678,1
B05728,1
A27177,1
A18226,1
A81871,1
A82122,1
A13427,1
A90652,1
A01446,1
A56070,1
A92773,1
A26718,1
A35089,1
N12114,1
B02097,1
A53777,1
A87783,1
N27789,1
A17904,1
A39447,1
A46497,1
B05329,1
A12799,1
A90544,1
A80219,1
A13506,1
A05140,1
A10835,1
B01382,1
A40672,1
A01245,1
A32431,1
A10129,1
A07301,1
A41946,1
A77375,1
A78025,1
A82483,1
A27898,1
A63943,1
A32231,1
B09501,1
A22437,1
A83461,1
A58715,1
A32536,1
A52133,1
A72379,1
A65533,1
N00191,1
B01727,1
A66943,1
B06887,1
A17038,1
A20913,1
A87932,1
B28452,1
A79308,1
B00959,1
A80900,1
A69056,1
A68984,1
A21366,1
K023456.001.xml,1
A46128,1
A92330,1
A34726,1
A32359,1
A63971,1
A46120,1
A85724,1
A02347,1
A16774,1
A54301,1
B03950,1
A74593,1
A53055,1
A88770,1
A82925,1
A34744,1
N35489,1
B05347,1
A82147,1
A82134,1
A51508,1
A15793,1
A83383,1
A61727,1
A76906,1
A67252,1
A22216,1
A82387,1
A63269,1
A02798,1
A69071,1
A47007,1
A82488,1
A80893,1
A22690,1
A52256,1
A58731,1
A28613,1
A88477,1
A14708,1
K046060.000.xml,1
A82465,1
A28639,1
A15044,1
A53923,1
A27470,1
A05459,1
A82095,1
A75111,1
A14984,1
A16648,1
A86512,1
A46586,1
A57197,1
B05717,1
A40485,1
A35240,1
N24371,1
A91073,1
A94230,1
A00553,1
A10440,1
A69012,1
A72071,1
B01255,1
A68164,1
A80988,1
A15308,1
A40847,1
A84681,1
A39438,1
B04835,1
A46006,1
A72029,1
A35345,1
A52796,1
A90211,1
A12295,1
A17871,1
A78904,1
A12366,1
A13508,1
A76747,1
A60718,1
A32500,1
K075606.002.xml,1
A44747,1
A76232,1
A08599,1
A91574,1
A01073,1
B12872,1
B06465,1
B05529,1
N25231,1
B03599,1
A66279,1
A22265,1
A74331,1
A12764,1
K000343.000.xml,1
A22039,1
A00600,1
A15701,1
B00019,1
A36766,1
N19261,1
A53649,1
A09265,1
A12158,1
N25938,1
N04084,1
K078562.000.xml,1
A19309,1
A89061,1
A16286,1
A22460,1
B02645,1
A28184,1
A39349,1
A09241,1
A74520,1
A00188,1
N00680,1
A32162,1
A05397,1
A32206,1
A16256,1
A19893,1
A50030,1
A46582,1
A78740,1
A58680,1
A32478,1
A12340,1
A85559,1
A58136,1
A82376,1
A51177,1
A96550,1
A90985,1
A68694,1
A46308,1
A26475,1
A56225,1
A22523,1
A17423,1
A04364,1
A56451,1
A79097,1
B03872,1
A13217,1
A20679,1
A84920,1
A28270,1
A27436,1
B05493,1
A15389,1
A47372,1
A08812,1
A10504,1
A13861,1
A33528,1
A76100,1
B00802,1
A29060,1
A08264,1
A01151,1
A89344,1
A43775,1
A02065,1
A32272,1
A87512,1
A06589,1
A32609,1
A92699,1
A79372,1
A05393,1
A16890,1
A01929,1
A04101,1
A45970,1
A39810,1
A01297,1
A25788,1
A32294,1
A06710,1
A40393,1
A66208,1
A04310,1
N17220,1
A92255,1
A66580,1
A90021,1
A33775,1
N07098,1
A10441,1
A34897,1
A12347,1
A87001,1
A16845,1
A29229,1
A46501,1
A00793,1
B02925,1
A84462,1
B05598,1
A44022,1
A15297,1
A41387,1
A02800,1
A13062,1
A47776,1
A22658,1
N00661,1
A07556,1
A79312,1
A65106,1
N29527,1
A34660,1
B09017,1
A58407,1
A01752,1
A07176,1
A73557,1
A26086,1
A68315,1
A59614,1
B05600,1
B09302,1
A87260,1
A05703,1
B05729,1
A15038,1
A53030,1
A63890,1
A32678,1
A93563,1
B08676,1
A51153,1
A22590,1
A34477,1
A66273,1
A16459,1
N19822,1
A49056,1
A37565,1
A79536,1
B06287,1
A32327,1
A31465,1
A19514,1
A94510,1
A53386,1
B04269,1
A64510,1
N06817,1
A17535,1
A17171,1
B05491,1
A19398,1
A18174,1
A37102,1
A09620,1
A22368,1
A45096,1
A02775,1
N35652,1
B06645,1
A95237,1
A14913,1
K118063.000.xml,1
A79205,1
A92925,1
A45964,1
A38239,1
A96669,1
A81528,1
A10308,1
A09842,1
A56370,1
A20602,1
A32603,1
A21964,1
A56589,1
B05577,1
A85035,1
A69718,1
A42904,1
A21065,1
A32335,1
A16799,1
A68546,1
A64996,1
A46119,1
A64135,1
A95077,1
A32352,1
A79647,1
A22183,1
A11612,1
A08628,1
B08605,1
A43598,1
N20389,1
A33456,1
A17453,1
A15036,1
B03227,1
A95845,1
A85293,1
A47967,1
A26757,1
A64846,1
A83736,1
A07511,1
A16915,1
A48252,1
A18209,1
A22073,1
A32556,1
A51447,1
A08243,1
B12844,1
B12789,1
A62564,1
A16154,1
A41869,1
A04220,1
B09494,1
A43199,1
A40800,1
A81681,1
A25805,1
A00209,1
A32545,1
A10130,1
A78696,1
A10916,1
A65563,1
A82373,1
A02738,1
A78997,1
A46216,1
A07915,1
A03457,1
A30170,1
A04472,1
A07898,1
A01628,1
A75547,1
A94296,1
K040190.000.xml,1
B05996,1
A00728,1
A06356,1
K023735.000.xml,1
A22261,1
A20681,1
A15092,1
N00090,1
A00009,1
A50005,1
K045376.000.xml,1
A67209,1
A32131,1
B09432,1
A43282,1
A37427,1
K113510.004.xml,1
A46176,1
B03219,1
A03411,1
N00762,1
A78957,1
N29539,1
A19862,1
N28964,1
A09309,1
A89386,1
K048303.000.xml,1
B02514,1
A67097,1
A74434,1
A50721,1
A70480,1
A32446,1
A16809,1
A02996,1
N02804,1
A84174,1
N00147,1
A87527,1
A35569,1
N00431,1
N00315,1
B04247,1
A03687,1
A46024,1
B03858,1
B08803,1
A27595,1
A08165,1
A46007,1
A82752,1
A54420,1
A78014,1
A83919,1
A64912,1
N07643,1
A21808,1
A15874,1
B17274,1
A78806,1
A46523,1
A94681,1
A16621,1
A82368,1
A84548,1
A33327,1
A68948,1
A92109,1
A66205,1
A54680,1
A04027,1
A84650,1
K092786.006.xml,1
A14032,1
A80736,1
B05202,1
A15137,1
B05499,1
A82996,1
A49059,1
A94903,1
A52121,1
A96726,1
N24375,1
A00981,1
A33474,1
A35390,1
A08657,1
A57134,1
A66196,1
A03251,1
A55575,1
A68961,1
A51897,1
A68707,1
A64833,1
A13358,1
A87342,1
A07554,1
A26941,1
K083729.000.xml,1
B02112,1
A18501,1
B04940,1
B05564,1
A97188,1
A32354,1
A53879,1
A51201,1
A36132,1
A40598,1
A93303,1
A89715,1
A10690,1
A21752,1
A38007,1
A16245,1
A35109,1
A18982,1
A81552,1
A15319,1
A09316,1
B03313,1
A46157,1
A22848,1
A53100,1
A10692,1
A83451,1
A74852,1
A40476,1
A67258,1
A65464,1
K080492.000.xml,1
A31421,1
A20620,1
A65809,1
A82059,1
B03256,1
A84860,1
B31955,1
B05723,1
A94559,1
A51629,1
A32414,1
A04855,1
A13375,1
A22657,1
B03755,1
A52619,1
B09667,1
A92155,1
A36823,1
A05225,1
A00808,1
B06440,1
A54508,1
A13240,1
A74453,1
B14451,1
A20253,1
A56841,1
A46524,1
A16557,1
A74090,1
A10148,1
A14936,1
A67363,1
A88476,1
B02094,1
A56638,1
A29518,1
A33714,1
B06194,1
A74399,1
A46894,1
A02092,1
A58668,1
N22993,1
A22551,1
A09562,1
A14164,1
A22066,1
A03688,1
A04549,1
A14809,1
A84263,1
A57943,1
K072460.003.xml,1
A22413,1
A38341,1
A17230,1
A22651,1
A02726,1
N30260,1
A74583,1
A74485,1
A75480,1
A56861,1
A32606,1
A22605,1
A16995,1
A01919,1
N04329,1
B05618,1
A05358,1
A00320,1
A32636,1
A17260,1
A32604,1
B12806,1
A03903,1
B06457,1
A28635,1
A22406,1
A19527,1
A66191,1
A69278,1
A04434,1
A32076,1
A85580,1
A07627,1
A07431,1
A58217,1
A94960,1
A18410,1
A32321,1
A07382,1
A95073,1
A79029,1
A88538,1
N00697,1
A01794,1
A28284,1
A82084,1
A02135,1
A09222,1
N08265,1
A90493,1
A43621,1
A84342,1
A00177,1
A14958,1
A32519,1
K054254.000.xml,1
A84408,1
A53957,1
A48415,1
K031002.000.xml,1
A37798,1
K013794.000.xml,1
A13500,1
A63969,1
A15516,1
A16786,1
B12432,1
N00665,1
A04345,1
A09393,1
A84659,1
A43011,1
A87401,1
B05462,1
A14712,1
A38094,1
N14428,1
A27077,1
A05040,1
A52417,1
B08205,1
A74683,1
B06019,1
A61010,1
B05588,1
A20757,1
A66302,1
A71323,1
A28888,1
A28991,1
B03323,1
A22145,1
A16164,1
A02952,1
A66240,1
A07494,1
A21331,1
A78181,1
A79459,1
A69076,1
A69591,1
N29559,1
A31787,1
B09014,1
A86958,1
A11257,1
B03984,1
A46588,1
B12273,1
A06672,1
A46144,1
B01863,1
A54811,1
B06426,1
A22096,1
A27790,1
A02335,1
A57684,1
A82492,1
B09978,1
N00738,1
A44567,1
A51042,1
A03963,1
A97361,1
A90756,1
A38354,1
A35507,1
A89969,1
B05912,1
A20540,1
A09556,1
A63083,1
A26429,1
A90816,1
A13590,1
A75168,1
A82369,1
N31507,1
A58549,1
A46519,1
K110277.000.xml,1
A70797,1
A90698,1
B02020,1
A79021,1
B04409,1
A95471,1
A20379,1
A70236,1
A49013,1
A68824,1
A06748,1
B08155,1
A16955,1
A20029,1
A01952,1
A76496,1
A36193,1
A49039,1
A35700,1
A67034,1
A63684,1
A49981,1
A21455,1
K093533.000.xml,1
A96746,1
A82394,1
A57532,1
B03867,1
A92373,1
A49073,1
A69177,1
A49339,1
A22512,1
A86102,1
A11760,1
A50543,1
A34591,1
B05689,1
A84449,1
A61711,1
B01222,1
A21080,1
A28683,1
A69118,1
A28662,1
B11964,1
A68527,1
B14373,1
A79330,1
A18500,1
N20526,1
A45712,1
A69248,1
B05963,1
A14659,1
A77297,1
A04351,1
A07380,1
A95943,1
A20467,1
A37580,1
A41670,1
A58787,1
A52383,1
A02256,1
A08946,1
A38994,1
A38931,1
A06701,1
A52177,1
A19723,1
A52536,1
A15751,1
A53579,1
B09349,1
A42529,1
A45971,1
A54247,1
A17372,1
A87589,1
A33382,1
A29589,1
A40988,1
A01627,1
A87313,1
A30957,1
A15486,1
B05626,1
A61980,1
A30390,1
A11802,1
A72509,1
A58686,1
A22629,1
A95640,1
A85111,1
A25391,1
A50364,1
A38352,1
A85116,1
A42949,1
A82476,1
A62707,1
B06764,1
A79302,1
A17028,1
A67243,1
A61358,1
N14564,1
A40656,1
A39433,1
N25572,1
A01629,1
B05351,1
A46721,1
B03270,1
A22070,1
A34492,1
A00122,1
A94141,1
A15748,1
A08904,1
A62626,1
A93130,1
A01141,1
A10928,1
A08167,1
A81029,1
A88631,1
A10292,1
B05995,1
A15595,1
A32503,1
A01366,1
A92896,1
K075625.000.xml,1
A22335,1
A58611,1
A68015,1
A34537,1
A37056,1
A48418,1
A22124,1
A69354,1
A34531,1
A45865,1
A53249,1
A20388,1
A10244,1
K121980.000.xml,1
K090734.000.xml,1
A19213,1
A88388,1
A53569,1
N00632,1
A18018,1
A88451,1
A52407,1
B10213,1
A92900,1
A91047,1
A74590,1
A58972,1
A49042,1
A22112,1
A55322,1
A96438,1
A96581,1
A02319,1
A62914,1
A22593,1
A22530,1
B01941,1
A86900,1
A32629,1
A92873,1
A70182,1
A83538,1
A18017,1
A70239,1
A20215,1
A32502,1
A29975,1
A22396,1
K061280.000.xml,1
A25388,1
A03432,1
A29013,1
A85730,1
N00439,1
B12811,1
A00518,1
B09497,1
A78683,1
A90050,1
A96523,1
A32430,1
A58722,1
A39494,1
A58807,1
A22429,1
N03023,1
A32540,1
A82854,1
A90487,1
A81763,1
A46125,1
A53903,1
B06307,1
A84504,1
A70589,1
A25820,1
B06396,1
A32020,1
A94724,1
A08089,1
A33512,1
A02436,1
A92302,1
A56723,1
A67009,1
A77106,1
A74599,1
A13916,1
K036824.000.xml,1
A19978,1
A51449,1
A82792,1
B05196,1
A08283,1
A19260,1
B05544,1
A32610,1
A96944,1
A24610,1
A32420,1
A40080,1
B05234,1
A53925,1
A29755,1
A52217,1
B02113,1
N00650,1
A90675,1
A18234,1
A22440,1
A10703,1
A57276,1
A22766,1
A87618,1
A83834,1
A26293,1
A78681,1
A82267,1
A19583,1
A34069,1
B03685,1
A78958,1
A68949,1
A55664,1
A12309,1
K045423.000.xml,1
A08517,1
A00358,1
A58683,1
A15503,1
A22371,1
A11097,1
A58606,1
A36554,1
B04544,1
A32070,1
A27239,1
A69768,1
A28561,1
A32649,1
A26571,1
A79030,1
A03619,1
B16060,1
A33309,1
A83596,1
A65618,1
A16636,1
A40820,1
A80567,1
A77295,1
A85209,1
A38350,1
A42027,1
A56268,1
A13277,1
A32534,1
A53926,1
A46362,1
A81938,1
A45274,1
B04239,1
A48983,1
A32268,1
A12017,1
A97100,1
A78943,1
A22705,1
A33146,1
B05260,1
A45638,1
A52795,1
A80998,1
A22694,1
A46113,1
A07194,1
A29369,1
B04143,1
K063254.000.xml,1
A72890,1
A11917,1
A90519,1
A02807,1
A68942,1
A58747,1
A66149,1
A46145,1
A21248,1
B03220,1
A46191,1
A44720,1
B03304,1
A95048,1
A95554,1
A32361,1
A14038,1
A08553,1
A22133,1
A02058,1
A12701,1
A35108,1
A51890,1
A45420,1
A73045,1
A02777,1
A50458,1
A53503,1
B09492,1
A29492,1
B11307,1
B05542,1
A18225,1
A20888,1
A07085,1
B06076,1
A14186,1
A74523,1
A19230,1
A22207,1
A07294,1
A64548,1
A08923,1
A36769,1
A81870,1
A46001,1
A84087,1
A22068,1
A09798,1
A61713,1
A53805,1
K037587.000.xml,1
A19771,1
A52115,1
A14204,1
A68144,1
A22316,1
A43289,1
A04146,1
A07799,1
A06686,1
A22076,1
A86562,1
A14194,1
B05742,1
A83615,1
A30121,1
A53412,1
B08014,1
A39047,1
B05727,1
N34258,1
A57843,1
K060958.001.xml,1
A58685,1
A31885,1
A75699,1
A64092,1
A37030,1
A17281,1
N19357,1
A62652,1
A69075,1
B03211,1
A69045,1
A78702,1
A63107,1
A93700,1
A46629,1
