TCP,ESTC ,text_name,html_name,serendipFilename,Title,Title 30 Char or fewer,Author,Date,Physical Description,Phys Desc Notes,Derived Date,Publication Place,Publisher,Keywords,Call Number,"Verse, Prose, Mixed ",Helsinki Prototypical Text Category,Non-Helsinki Prototypical,Notes
A52999,R40048,A52999.headed.txt,a52999headed_Docuscope.html,A52999_1688_AnewsystemeoftheApoc,"A new systeme of the Apocalypse, or, Plain and methodical illustrations of all the visions in the Revelation of St. Iohn written by a French minister in the year 1685. and finisht but two days before the dragoons plunderd him of all, except this treatise",SystemOfApocalypse,French minister.,1688,12°,,1688,London printed :,"[s.n.],","Jurieu, Pierre, -- 1637-1713. -- Accomplissement des prophéties.|Bible. -- N.T. -- Revelation -- Criticism, interpretation, etc.|Theology, Doctrinal.",,prose,IR,INST,
A53302,R236893,A53302.headed.txt,a53302headed_Docuscope.html,A53302_1684_Somenewpiecesneverbe,Some new pieces never before publish'd by the author of the Satyrs upon the Jesuites.,NewPiecesOldham,"Oldham, John, 1653-1683.",1684,8°,,1684,London :,"Printed by M.C. for Jo. Hindmarsh ...,",,,verse,NI or NN?,NARR,"includes prose advertisement (4pp); mostly but not entirely translations of classical poetry, as well as some imitations and originals"
A53728,R20887,A53728.headed.txt,a53728headed_Docuscope.html,A53728_1680_Someconsiderationsab,"Some considerations about union among Protestants, and the preservation of the interest of the Protestant religion in this nation",UnionAmongProtestants,"Owen, John, 1616-1683.",1680,4°,,1680,London :,"Printed by T.S.,",Protestants -- England.|Church and state -- England.,,prose,IR,ARG,
A54060,R23175,A54060.headed.txt,a54060headed_Docuscope.html,A54060_1663_Somequeriesconcernin,Some queries concerning the order and government of the church of Christ,QueriesOnChurchGovernment,"Penington, Isaac, 1616-1679.",1663?],4°,,1663,[London :,"s.n.,",Christian life.,,prose,IR,INST,
A54161,R28422,A54161.headed.txt,a54161headed_Docuscope.html,A54161_1693_Akeyopeningawaytoeve,"A key opening a way to every common understanding how to discern the difference betwixt the religion professed by the people called Quakers and the perversions, misrepresentations and calumnies of their several adversaries : published in great good will t",KeyToDiscernBetweenQuakers,"Penn, William, 1644-1718.",1693,8°,,1693,London :,"Printed for Thomas Northcott,",Society of Friends.,,prose,IR,ARG,
A54844,R44,A54844.headed.txt,a54844headed_Docuscope.html,A54844_1659_Thenewdiscovererdisc,"The new discoverer discover'd by way of answer to Mr. Baxter his pretended discovery of the Grotian religion, with the several subjects therein conteined : to which is added an appendix conteining a rejoynder to diverse things both in the Key for Catholic",NewDiscovererDiscovered,"Pierce, Thomas, 1622-1691.",1659,4°,,1659,London :,"Printed by J.G. for Richard Royston ...,","Baxter, Richard, -- 1615-1691. -- Grotian religion discovered.|Baxter, Richard, -- 1615-1691. -- Five disputations of church-government and worship.|Baxter, Richard, -- 1615-1691. -- Key for Catholicks.|Grotius, Hugo, -- 1583-1645.|Hickman, Henry, -- d. 1692.|Bagshaw, Edward, -- 1629-1671.|Church of England -- Controversial literature.",,prose,IR,ARG,
A54955,R35375,A54955.headed.txt,a54955headed_Docuscope.html,A54955_1700_ThebeaudefeatedorThe,"The beau defeated, or, The lucky younger brother a comedy, as it is now acted by His Majesty's servants at the New Theatre in Lincolns-Inn-Fields.",BeauDefeatedAComedy,"Pix, Mary, 1666-1720.|Barker, Henry.",[1700],4°,,1700,London :,"Printed for W. Turner ... and R. Basset ...,",,,prose,NI,NARR,
A55341,R23203,A55341.headed.txt,a55341headed_Docuscope.html,A55341_1700_Thechoiceapoembyaper,The choice a poem / by a person of quality.,TheChoiceAPoem,"Pomfret, John, 1667-1702.",1700,2°,,1700,"London : Printed, and are to be sold by J. Nutt ...,",,"English poetry -- Early modern, 1500-1700.",,verse,NN or NI?,NARR,"describing his actual, personal idea of the perfect life, but in imaginative detail"
A55748,R33951,A55748.headed.txt,a55748headed_Docuscope.html,A55748_1648_Themysticallmatchbet,"The mysticall match between Christ and his church by the late learned and reverend divine, John Preston ... The leading sermon to that treatise of his called The churches marriage.",MysticalMatchOfChristAndChurch,"Preston, John, 1587-1628.",1648,8°,,1648,London :,"Printed for Francis Eaglesfield, and are to be sold at the Marigold ...,","Church of England -- Sermons.|Sermons, English -- 17th century.",,prose,IR,INST,
A57001,R24488,A57001.headed.txt,a57001headed_Docuscope.html,A57001_1664_TheworksofthefamousM,"The works of the famous Mr. Francis Rabelais, doctor in physick treating of the lives, heroick deeds, and sayings of Gargantua and his son Pantagruel : to which is newly added the life of the author / written originally in French, and translated into Engl",WorksOfRabelais,"Rabelais, François, ca. 1490-1553?|Urquhart, Thomas, 1611-1660.",1664,8°,,1664,London :,"Printed for R.B., and are to be sold by John Starkey,",,,verse,NI,NARR,fictional prose
A57495,R33544,A57495.headed.txt,a57495headed_Docuscope.html,A57495_1680_Poemsonseveraloccasi,Poems on several occasions by the right honourable the E. of R-.,PoemsSeveralOccasionsRochester,"Rochester, John Wilmot, Earl of, 1647-1680.",1680?],8°,,1680,Printed at Antwerpen :,"[s.n.,",,,verse,NI,NARR,
A57979,R25109,A57979.headed.txt,a57979headed_Docuscope.html,A57979_1644_Asermonpreachedtothe,"A sermon preached to the Honourable House of Commons at their late solemne fast, Wednesday, Jan. 31, 1644 by Samuel Rutherfurd.",SermonToCommons31Jan1644,"Rutherford, Samuel, 1600?-1661.",1644,4°,,1644,Edinburgh :,"Printed by Evan Tyler,","Bible. -- O.T. -- Daniel VI, 26 -- Sermons.|Providence and government of God -- Sermons.|Fast-day sermons.",,prose,IR,INST,
A57981,R19199,A57981.headed.txt,a57981headed_Docuscope.html,A57981_1658_AsurveyoftheSurveyof,A survey of the Survey of that summe of church-discipline penned by Mr. Thomas Hooker ... wherein the way of the churches of N. England is now re-examined ... / by Samuel Rutherfurd ...,SurveySumChurchDiscipline,"Rutherford, Samuel, 1600?-1661.",1658,4°,,1658,London :,"Printed by J.G. for Andr. Crook ...,","Hooker, Thomas, -- 1586-1647. -- Survey of the summe of church-discipline.|Congregational churches -- Government.|Congregational churches -- New England.",,prose,IR,ARG,
A58062,R217966,A58062.headed.txt,a58062headed_Docuscope.html,A58062_1672_Observationsonthepoe,"Observations on the poems of Homer and Virgil a discourse representing the excellencies of those works; and the perfections in general, of all heroick action. Out of the French, by John Davies of Kidwelly.|Comparaison des poèmes d'Homere et de Virgile. En",ObservationsOnHomerAndVirgil,"Rapin, René, 1621-1687.|Davies, John, 1625-1693,",1672,8°,,1672,London :,"printed by S.G. and B.G. and are to be sold by Dorman Newman at the Kings-Arms in the Poultrey, and Jonathan Edwin at the three Roses in Ludgate Street,","Homer -- Criticism and interpretation -- Early works to 1800.|Virgil -- Criticism and interpretation -- Early works to 1800.|Epic poetry, Classical -- Early works to 1800.",,prose,IS,ARG,literary criticism isn't a genre mentioned in the helsinki prototype descriptions; this particular instance seems mostly argumentative
A58807,R18726,A58807.headed.txt,a58807headed_Docuscope.html,A58807_1697_Practicaldiscoursesu,Practical discourses upon several subjects. Vol. I by John Scott ...,PracticalDiscoursesScott,"Scott, John, 1639-1695.",1697-98.,8°,,1697,London :,"Printed for Walter Kettilby,",Church of England -- Doctrines.,,prose,IR,INST,
A58808,R32130,A58808.headed.txt,a58808headed_Docuscope.html,A58808_1698_Practicaldiscoursesc,Practical discourses concerning obedience and the love of God. Vol. II by John Scott ...,PracticalDiscoursesLoveOfGod,"Scott, John, 1639-1695.|Zouch, Humphrey.",MDCXCVIII [1698],8°,,1698,London :,"Printed for W. Kettilby ... and S. Manship ...,",God -- Worship and love.,,prose,IR,INST,
A59325,R221090,A59325.headed.txt,a59325headed_Docuscope.html,A59325_1666_MareclausumorAransac,"Mare clausum: or A ransack for the Dutch. May 23. 1666. By E.S. Gent. Licensed, May 30. 1666.",MareClausumARansackForTheDutch,"Settle, Elkanah, 1648-1724.",1666,2°,,1666,London :,"printed by Peter Lillicrap, for John Million, at the Man in the Moon in the Little Old Baly,",,,verse,NN,NARR,
A59415,R13590,A59415.headed.txt,a59415headed_Docuscope.html,A59415_1693_Anaccountofthelatees,"An account of the late establishment of Presbyterian-government by the Parliament of Scotland anno 1690 together with the methods by which it was settled, and the consequences of it : as also several publick acts, speeches, pleadings, and other matters of",AccountPresbyterianGovernment,"Sage, John, 1652-1711.",1693,4°,,1693,London :,"Printed for Jos. Hindmarsh ...,",Presbyterianism.|Scotland -- Church history.,,prose,NN,NARR,"includes many STA documents, but within structure of a history"
A59418,R14001,A59418.headed.txt,a59418headed_Docuscope.html,A59418_1675_TheDelightsofthebott,"The Delights of the bottle, or, The town-galants declaration for women and wine being a description of a town-bred gentleman with all his intregues, pleasure, company, humor, and conversation ... : to a most admirable new tune, every where much in request",DelightsOfTheBottleNewTune,"Shadwell, Thomas, 1642?-1692.",[1675],1°,single-sided,1675,[London] :,"Printed for P. Brooksby, and R. Burton, and are to be sold at their shops ...,",Drinking songs -- Texts.|Broadsides -- England -- 17th century.,,verse,NN?,NARR? DESC?,a drinking song...hard to fit it in the genre prototypes
A59496,R15526,A59496.headed.txt,a59496headed_Docuscope.html,A59496_1681_ThehistoryofKingRich,"The history of King Richard the Second acted at the Theatre Royal under the name of The Sicilian usurper : with a prefatory epistle in vindication of the author, occasion'd by the prohibition of this play on the stage / by N. Tate.",TheSicilianUsurper,"Tate, Nahum, 1652-1715.|Shakespeare, William, 1564-1616.",1681,4°,,1681,London :,"Printed for Richard Tonson and Jacob Tonson ...,",,,verse,NI?,NARR,are history plays NN or NI? leaning towards NI b/c fictionalized
A60560,R37569,A60560.headed.txt,a60560headed_Docuscope.html,A60560_1643_Anoldmouldtocastnewl,"An old mould to cast new lawes by compiled by the Honourable Sir Thomas Smith, Knight, doctor of both lawes, and one of the principall secretaries unto two most worthy princes, King Edward  Queen Elizabeth ; reprinted out of the Common-wealth of England b",OldMoldToCastNewLaws,"Smith, Thomas, Sir, 1513-1577.|James 1566-1625.",M. DC. XLIII [1643],4°,,1643,[Oxford? :,"s.n.],",England and Wales. -- Parliament.|Great Britain -- Politics and government -- 1642-1649.,,prose,EX,EX,
A60612,R21663,A60612.headed.txt,a60612headed_Docuscope.html,A60612_1674_Twosermonspreachedat,"Two sermons preached at two publick assizes for the county of Svffolk, in the sheriffalty of Will. Soame of Hawleigh, in Suffolk, Esq. by Will. Smyth, D.D., Pr. Nor. and vic. of Mendlesham in Suffolk.",TwoSermonsAtAssizes,"Smith, William, b. 1615 or 16.",1674,8°,,1674,London :,"Printed by Andr. Clark for Walter Kettilby ...,","Church of England -- Sermons.|Sermons, English -- 17th century.",,prose,IR,INST,
A61045,R37621,A61045.headed.txt,a61045headed_Docuscope.html,A61045_1679_TheSpeechesofthefive,"The Speeches of the five Jesuits that were executed at Tyburn on Friday the 20th of this instant June, 1679",SpeechesOfExecutedJesuits,"Whitbread, Thomas, 1618-1679.|Barrow, William, 1610-1679.|Caldwell, John, 1628-1679.|Gawen, John, 1640-1679.",1679?],2°,,1679,[London? :,"s.n.,","Popish Plot, 1678.|Great Britain -- History -- Charles II, 1660-1685.",,prose,IR,INST,
A61096,R9052,A61096.headed.txt,a61096headed_Docuscope.html,A61096_1656_VillareAnglicumorAvi,"Villare Anglicum, or, A vievv of the tovvnes of England collected by the appointment of Sir Henry Spelman ...",ViewTownsEngland,"Spelman, Henry, Sir, 1564?-1641.|Dodsworth, Roger, 1585-1654.",1656,4°,,1656,London :,"Printed by R. Hodgkinsonne ...,",Great Britain -- Gazetteers.,,prose,EX,EX,
A61471,R15154,A61471.headed.txt,a61471headed_Docuscope.html,A61471_1675_Adiscourseofthefreed,A discourse of the freedom of the will by Peter Sterry ...,FreedomOfWill,"Sterry, Peter, 1613-1672.",1675,2°,,1675,London :,"Printed for John Starkey...,",Free will and determinism.,,prose,IR,INST,religious prose
A62099,R23479,A62099.headed.txt,a62099headed_Docuscope.html,A62099_1642_Fouresermonsvvherein,"Foure sermons vvherein is made a foure-fold discovery viz. of ecclesiasticall selfe-seeking, a wisemans carriage in evill times, the benefit of Christian patience, the right nature and temper of the spirit of the Gospel / by Edvvard Symons ...|Sermons. Se",4SermonsBySymons,"Symmons, Edward.",1642,4°,,1642,London :,"Printed by R.C. for Andrew Crooke ...,","Sermons, English -- 17th century.",,prose,IR,INST,
A62908,R188,A62908.headed.txt,a62908headed_Docuscope.html,A62908_1695_AnelegyontheMostReve,"An elegy on the Most Reverend Father in God, His Grace, John, late Lord Archbishop of Canterbury by N. Tate ...",ElegyArchbishopCanterbury,"Tate, Nahum, 1652-1715.",1695,2°,,1695,London :,"Printed for B. Aylmer ..., and W. Rogers ...,","Tillotson, John, -- 1630-1694 -- Poetry.",,verse,NN,NARR,"does contain some imaginative elements (NI?), but mostly describes the archbishop's virtues/accomplishments"
A62942,R220901,A62942.headed.txt,a62942headed_Docuscope.html,A62942_1660_Theeagletrusserseleg,"The eagle-trussers elegie. a tract bewailing the losse of that incomparable generalissimo Gustavus Adolphus, the great King of Sweden, who after manifold and glorious victories left his life also triumphantly and laureated at the famous Battle of Lutzen,",EagleTrussersElegy,"G. T. (George Tooke), 1595-1675.",1660,4°,,1660,London :,"printed for Charls Webb at the Boare's Head in St Paul's Church-yard,","Gustav, -- II Adolph, -- King of Sweden, -- 1594-1632 -- Poetry -- Early works to 1800.|Lützen, Battle of (1632) -- Poetry -- Early works to 1800.",,verse,NI,NARR,NI rather than NN because it's a fictional dialogue?
A63172,R25661,A63172.headed.txt,a63172headed_Docuscope.html,A63172_1683_ThetryalofCaptThomas,"The tryal of Capt. Thomas Wallcot for high-treason in conspiring to compass the death of His Majesty, and to subvert the government who was tryed this 12th of July at the Sessions-house in the Old-Bayley, and there found guilty of the said high-treason :",TrialOfCaptainWallcot,"Walcot, Thomas, d. 1683.",[1683],1/2°,double-sided,1683,[S.l.] :,"Printed for Langely Curtis,","Monmouth, James Scott, -- Duke of, -- 1649-1685.|Rye House Plot, 1683.|Trials (Treason) -- Great Britain.",,prose,NN,NARR,
A63585,R21635,A63585.headed.txt,a63585headed_Docuscope.html,A63585_1679_Thetruenarrativeofth,"The true narrative of the proceedings at the sessions for London and Middlesex, begun April the 30th, 1679 giving an exact account of the tryal of a popish priest, condemn'd for high treason, a maid tryed for firing her masters house, and divers for murde",ProceedingsAtSessions1679,England and Wales. Court of Quarter Sessions of the Peace (London),1679,4°,,1679,London :,"[s.n.],",Trials -- England.,,prose,NN,NARR,
A63661,R1587,A63661.headed.txt,a63661headed_Docuscope.html,A63661_1643_AtruerelationofColon,"A true relation of Colonell Cromwels proceedings against the cavaliers wherein set forth the number of those that were taken, kil'd and maimed at his late victories obtained over them : sent in a letter / from a Gentleman in his army ; dated July 24, 1643",RelationOfCromwellsProceedings,Gentleman in his army.,1643,4°,,1643,London :,"Printed for Bejamin [sic] Allen,","Cromwell, Oliver, -- 1599-1658.|Great Britain -- History -- Civil War, 1642-1649.",,prose,NN,NARR,
A64084,R23556,A64084.headed.txt,a64084headed_Docuscope.html,A64084_1692_Abriefdisquisitionof,A brief disquisition of the law of nature according to the principles and method laid down in the Reverend Dr. Cumberland's (now Lord Bishop of Peterboroughs) Latin treatise on that subject : as also his confutations of Mr. Hobbs's principles put into ano,BriefDisquisitionLawOfNature,"Tyrrell, James, 1642-1718.|Cumberland, Richard, 1631-1718.",1692,8°,,1692,London :,"Printed, and are to be sold by Richard Baldwin ...,","Hobbes, Thomas, -- 1588-1679.|Philosophy.",,prose,IS,INST,"contains scientific and religious elements, but put with IS because of philosophical elements"
A64315,R733,A64315.headed.txt,a64315headed_Docuscope.html,A64315_1680_Miscellaneabyaperson,Miscellanea ... by a person of honour.,MiscellaneaByAPersonOfHonor,"Temple, William, Sir, 1628-1699.",1680,8°,,1680,London :,"Printed by A.M. and R.R. for Edw. Gellibrand ...,",Social sciences.,,prose,EX,EX,
A64376,R23739,A64376.headed.txt,a64376headed_Docuscope.html,A64376_1691_Asermonpreachedatthe,"A sermon preached at the anniversary meeting of the clergy-mens sons in the church of St. Mary-le-Bow, December 3, 1691 by Thomas Tenison.",SermonAtStMaryLeBow,"Tenison, Thomas, 1636-1715.",1691,4°,,1691,London :,"Printed for Ric. Chiswell,","Sermons, English -- 17th century.",,prose,IR,INST,
A64571,R10060,A64571.headed.txt,a64571headed_Docuscope.html,A64571_1661_Christianandconjugal,"Christian and conjugal counsell, or, Christian counsell, applyed unto the maried estate by Will. Thomas ...",ChristianConjugalCounsel,"Thomas, William, 1593-1667.",1661,12°,,1661,London :,"Printed for Edward Thomas ...,",Marriage -- Religious aspects -- Christianity.,,prose,IR,INST,
