TCP,ESTC ,text_name,html_name,serendipFilename,Title,Title 30 Char or fewer,Author,Date,Physical Description,Phys Desc Notes,Derived Date,Publication Place,Publisher,Keywords,Call Number,"Verse, Prose, Mixed ",Helsinki Prototypical Text Category,Non-Helsinki Prototypical,Notes
A00350,S878,A00350.headed.txt,a00350headed_Docuscope.html,A00350_1532_DecontemptumundiThed,De co[n]temptu mundi The dispisyng of the worlde / co[m]piled in Latyn by Erasmus Rot. ; and translated in to Englyshe by Thomas Paynell ...,DespisingTheWorld,"Erasmus, Desiderius, d. 1536.|Paynell, Thomas.",[1532?],4°,,1532,[London] :,"Imprinted at London in Fletestrete, in the house of Thomas Berthelet ... and be to sell in Poules churchyarde,",Asceticism.|Monasticism and religious orders.,,prose,IR,INST,
A00358,S2113,A00358.headed.txt,a00358headed_Docuscope.html,A00358_1531_Atreatiseperswadynge,A treatise perswadynge a man patientlye to suffre the deth of his frende|De morte declamatio. English,TreatiseSufferFriendsDeath,"Erasmus, Desiderius, d. 1536.",[1531?],8°,,1531,[London] :,"Thomas Berthelet regius impressor excudebat,",Death -- Early works to 1800.,,prose,IS,INST,
A00412,S101688,A00412.headed.txt,a00412headed_Docuscope.html,A00412_1584_Thecontempteofthevvo,"The contempte of the vvorld, and the vanitie thereof, written by the reuerent F. Diego de Stella, of the order of S. Fr. deuided into three bookes, and of late translated out of Italian into Englishe, vvith conuenient tables in the end of the booke.|Vanid",ContemptOfTheWorldIn3Books,"Estella, Diego de, 1524-1578.|Cotton, George,",Anno domini. 1584.,12°,,1584,[Rouen :,"Printed at Fr. Parsons's press],",Asceticism -- Early works to 1800.,,prose,IR,INST,
A00414,S114515,A00414.headed.txt,a00414headed_Docuscope.html,A00414_1608_Amethodevntomortific,"A methode vnto mortification: called heretofore, the contempt of the world, and the vanitie thereof. Written at the first in the Spanish, afterward translated into the Italian, English, and Latine tongues: now last of all perused at the request of some of",MethodUntoMortification,"Estella, Diego de, 1524-1578.|Rogers, Thomas, d. 1616,",1608,12°,,1608,Imprinted at London :,"By Iohn Windet,",Spiritual life -- Catholic authors -- Early works to 1800.,,prose,IR,INST,
A00505,S101803,A00505.headed.txt,a00505headed_Docuscope.html,A00505_1591_Adiscoueryofthegreat,"A discouery of the great subtiltie and wonderful wisedome of the Italians whereby they beare sway ouer the most part of Christendome, and cunninglie behaue themselues to fetch the quintescence out of the peoples purses: discoursing at large the meanes, ho",DiscoveryOfCunningItalians,G. B. A. F.,1591,4°,,1591,London :,"Printed by Iohn Wolfe,",Catholic Church -- Controversial literature.|Italy -- Controversial literature.,,prose,EX,ARG,
A00508,S104447,A00508.headed.txt,a00508headed_Docuscope.html,A00508_1585_Thedifferencebetwene,"The difference betwene the auncient phisicke, first taught by the godly forefathers, consisting in vnitie peace and concord: and the latter phisicke proceeding from idolaters, ethnickes, and heathen: as Gallen, and such other consisting in dualitie, disco",AncientVsLatterPhysic,"Bostocke, Richard.|Bostocke, Robert,",1585,8°,,1585,Imprinted at London :,"[By G. Robinson] for Robert VValley,","Aristotle -- Early works to 1800.|Medicine -- Religious aspects -- Early works to 1800.|Medicine, Ancient -- Early works to 1800.",,prose,EX,ARG,
A00522,S111789,A00522.headed.txt,a00522headed_Docuscope.html,A00522_1562_AnorationofIhonFabri,"An oration of Ihon Fabritius Montanus. VVherby he teacheth that Christian men cannot resorte to the Councel of Trent, without committing an haynous offence. Englyshed by L.A.|Oration of Jhon Fabritius Montanus|Oration of Jhon Fabritius Montanus.|Oration a",OrationOfMontanus,"Fabricius, Joannes, Montanus, 1527-1566.|L. A., fl. 1562.",1562,8°,,1562,[Imprynted at London :,"In Powles Churcheyard by [J. Cawood for] Humfrie Toye, dwellynge at the sygne of the Helmet],",Council of Trent -- (1545-1563) -- Early works to 1800.,,prose,IR,ARG,
A00538,S101825,A00538.headed.txt,a00538headed_Docuscope.html,A00538_1593_HorlogiographiaThear,"Horlogiographia. The art of dialling: teaching an easie and perfect way to make all kinds of dials vpon any plaine plat howsoeuer placed: vvith the drawing of the twelue signes, and houres vnequall in them all. Whereunto is annexed the making and vse of o",HorlogiographiaArtOfDialing,"Fale, Thomas, fl. 1604.|Hondius, Jodocus, 1563-1612,",1593,4°,,1593,At London :,"Printed by Thomas Orwin, dwelling in Pater noster-Row ouer against the signe of the Checker,",Dialing -- Early works to 1800.,,prose,IS,INST,
A00566,S122324,A00566.headed.txt,a00566headed_Docuscope.html,A00566_1598_Canzonetstofowrevoyc,"Canzonets to fowre voyces, with a song of eight parts. Compiled by Giles Farnaby Bachilar of Musicke.|Cantus. Canzonets to fowre voyces.",CanzonetFourVoices,"Farnaby, Giles, ca. 1565-1640.",M.D.XCVIII. [1598],4°,,1598,London :,"Printed by Peter Short dwelling on Bredstreet hil at the signe of the Star,","Part-songs, English -- Early works to 1800.",,verse,NN,DESC,
A00673,S105580,A00673.headed.txt,a00673headed_Docuscope.html,A00673_1542_Thesupplicacionthatt,"The supplicacion: that the nobles and comons of Osteryke made lately by their messaungers, vnto kyng Ferdinandus, in the cause of the Christen religion. Item. The kynges answere to the same. Vvherpon foloweth the wordes that the messaungers spake vnto the",OsterykeToKingFerdinandus,"Coverdale, Miles, 1488-1568,|Ferdinand, 1503-1564.",1542?],8°,,1542,[Antwerp :,"Printed by M. Crom,",Reformation -- Austria -- Early works to 1800.,,prose,IR,ARG,
A00748,S4676,A00748.headed.txt,a00748headed_Docuscope.html,A00748_1590_Theepiphanieofthechu,"The epiphanie of the church gathered out of the Holy Scriptures, declaring and plainly shevving, both the church that cannot but erre, and also the church that cannot erre : vvith so evident notes and manifest signes of either of them, that no man reading",EpiphanyOfChurchError,"Finch, Richard, minister of East Ham.",1590,4°,,1590,London :,"Printed by Roger Ward, dvvelling at the signe of the Pursse in the Little Old-baily,",Catholic Church -- Controversial literature.|Church of England -- Apologetic works.,,prose,IR,INST,
A00776,S109711,A00776.headed.txt,a00776headed_Docuscope.html,A00776_1578_Aspirituallconsolati,"A spirituall consolation, written by Iohn Fyssher Bishoppe of Rochester, to hys sister Elizabeth, at suche tyme as hee was prisoner in the Tower of London. Uery necessary, and commodious for all those that mynde to leade a vertuous lyfe: also to admonishe",SpiritualConsolation,"Fisher, John, Saint, 1469-1535.",1578?]],8°,,1578,[London :,"[W. Carter,","Prisoners' writings, English -- Early works to 1800.|Theology -- Collected works -- Early works to 1800.|Death -- Religious aspects -- Early works to 1800.",,prose,IR,INST,
A00908,S102241,A00908.headed.txt,a00908headed_Docuscope.html,A00908_1602_AdefenceoftheCatholy,"A defence of the Catholyke cause contayning a treatise in confutation of sundry vntruthes and slanders, published by the heretykes, as wel in infamous lybels as otherwyse, against all english Catholyks in general,  some in particular, not only concerning",DefenseCatholicCause,"Fitzherbert, Thomas, 1552-1640.",1602,4°,,1602,[Antwerp] :,"Imprinted with licence [by A. Conincx],","Bacon, Francis, -- 1561-1626. -- Letter written out of England to an English gentleman remaining at Padua.|Catholic Church -- Apologetic works.|Catholics -- England -- Early works to 1800.",,prose,IR,ARG,
A00926,S115106,A00926.headed.txt,a00926headed_Docuscope.html,A00926_1640_Theaffectionsofapiou,"The affections of a pious soule, unto our Saviour-Christ. Expressed in a mixt treatise of verse and prose. By Richard Flecknoe.|Affections of a pious soule, c.",AffectionsOfAPiousSoul,"Flecknoe, Richard, d. 1678?",1640,8°,,1640,London :,"Printed by Iohn Raworth for William Brooke, dwelling at the upper end of Holborne in Turpius Rents,",Devotional literature -- Early works to 1800.,,mixed,IR,INST,
A00954,S117621,A00954.headed.txt,a00954headed_Docuscope.html,A00954_1623_Therevvardofthefaith,The revvard of the faithfull. The labour of the faithfull. The grounds of our faith.|Reward of the faithfull. The labour of the faithfull. The grounds of our faith.|Reward of the faithfull. The labour of the faithfull. The grounds of our faith.,RewardAndLaborOfFaithful,"Fletcher, Giles, 1588?-1623.",1623,12°,,1623,At London :,"Printed by B. A[lsop] for Beniamin Fisher, and are to be sold at the signe of the Talbot in Pater-noster row,",Fatih -- Early works to 1800.,,prose,IR,INST,
A00969,S106283,A00969.headed.txt,a00969headed_Docuscope.html,A00969_1634_Thetwonoblekinsmenpr,"The two noble kinsmen presented at the Blackfriers by the Kings Maiesties servants, with great applause: written by the memorable worthies of their time; Mr. Iohn Fletcher, and Mr. William Shakspeare. Gent.",TwoNobleKinsmenAtBlackfriars,"Fletcher, John, 1579-1625.|Shakespeare, William, 1564-1616.",1634,4°,,1634,Printed at London :,"By Tho. Cotes, for Iohn Waterson: and are to be sold at the signe of the Crowne in Pauls Church-yard,",,,prose,NI,NARR,
A00979,S102382,A00979.headed.txt,a00979headed_Docuscope.html,A00979_1631_Sicelidesapiscatorya,"Sicelides a piscatory, as it hath beene acted in Kings Colledge, in Cambridge.",SicelidesAPiscatory,"Fletcher, Phineas, 1582-1650.",1631,4°,,1631,London :,"Printed by I[ohn] N[orton] for VVilliam Sheares, and are to be sold at his shoppe, at the great south doore of St. Pauls Church,",,,verse,NI,NARR,
A01043,S113684,A01043.headed.txt,a01043headed_Docuscope.html,A01043_1625_Apophthegmesnewandol,"Apophthegmes new and old. Collected by the Right Honourable, Francis Lo. Verulam, Viscount St. Alban.",ApopthegmesNewAndOld,"Bacon, Francis, 1561-1626.",1625,8°,,1625,London :,"Printed [by J. Haviland] for Hanna Barret, and Richard Whittaker, and are to be sold at the Kings head in Pauls Chuch-yard,",Anecdotes -- Early works to 1800.|Aphorisms and apothegms -- Early works to 1800.,,prose,NN,NARR,
A01145,S122364,A01145.headed.txt,a01145headed_Docuscope.html,A01145_1588_AcaueatforFrancevpon,"A caueat for France, vpon the present euils that it now suffereth. Together with the remedies necessarie for the same. Translated out of French into English by E. Aggas.|Caveat for France, upon the present evils that it now suffereth|Caveat for France, up",CaveatForFrance,"Aggas, Edward,",1588,4°,,1588,London :,"Imprinted by Iohn Wolfe,","France -- History -- Henry III, 1574-1589 -- Early works to 1800.",,prose,NN,NARR,
A01219,S112684,A01219.headed.txt,a01219headed_Docuscope.html,A01219_1566_Anorationagainstthev,"An oration against the vnlawfull insurrections of the protestantes of our time, vnder pretence to refourme religion. Made and pronounced in Latin, in the Schole of Artes at Louaine, the .xiij. of December. Anno. 1565. By Peter Frarin of Andwerp, M. of Art",OrationAgainstProtestants,"Frarinus, Petrus.|Fowler, John, 1537-1579,",M. D. LXVI. [1566],8°,,1566,Antverpiæ :,"Ex officina Ioannis Fouleri,",Protestantism -- Controversial literature -- Early works to 1800.,,prose,NN,ARG,
A01222,S118717,A01222.headed.txt,a01222headed_Docuscope.html,A01222_1604_Offermaidtoagentilma,"Offer maid to a gentilman of qualitie by Iohn Fraser, to subscribe and embrace the ministers of Scotlands religion, if they can sufficientlie proue, that they haue the true kirk and lawful calling. VVhereto ar[e] adioyned certaine reasons and consideratio",EmbraceScottishMinisters,"Fraser, John, d. 1605.",MDCIIII. [1604],8°,,1604,At Paris :,"Printed by Stephane Prevosteau, in the rue of S. Io. de Lateran, besyd the college of Cambray,",Church of Scotland -- Controversial literature.|Catholic Church -- Controversial literature.,,prose,IR,ARG,
A01233,S102623,A01233.headed.txt,a01233headed_Docuscope.html,A01233_1632_TvvosparekeyestotheI,"Tvvo spare keyes to the Iesuites cabinet¨ dropped accidentally by some Father of that societie and fallen into the hands of a Protestant. The first wherof, discovers their domestick doctrines for education of their novices. The second, openeth their athei",KeysToJesuitsCabinet,"Francke, Christian, b. 1549.|Freake, William,|Camilton, John.",1632,4°,,1632,London :,"Printed by B[ernard] A[lsop] and T[homas] F[awcet] for George Giebes, and are to be sold at his shop at the Flower de Luce, by the little south-doore of St. Pauls Church,",Jesuits -- Controversial literature -- Early works to 1800.,,prose,IR,ARG,
A01247,S102782,A01247.headed.txt,a01247headed_Docuscope.html,A01247_1629_Articlesagreedvponan,"Articles agreed vpon and concluded between the victorious, excellent, high and mighty prince and lord, Frederick Henry, Prince of Orange, Count of Nassaw, c. on the one part, and the vanquished towne of S'hertogenbosh on the other side. And also, how the",VanquishedTownOfShertogenbosh,"Frederick Henry, Prince of Orange, 1584-1647.",1629,4°,,1629,London :,"Printed for Nicholas Bourne, and are to bee sold at his shop, at the south entrance of the Royall Exchange,",,,prose,STA,STA,
A01283,S102662,A01283.headed.txt,a01283headed_Docuscope.html,A01283_1539_Thestrategemessleygh,"The strategemes, sleyghtes, and policies of warre, gathered togyther, by S. Iulius Frontinus, and translated into Englyshe, by Rycharde Morysine.|Strategematica. English|Strategematica.",StratagemsOfWar,"Frontinus, Sextus Julius.|Morison, Richard, d. 1556,",Anno. M.D.XXXIX. [1539],8°,,1539,[Londini :,"In ædibus Thom[a]e Bertheleti typis impress.],",Military art and science -- Early works to 1800.,,prose,IS,INST,
A01320,S102756,A01320.headed.txt,a01320headed_Docuscope.html,A01320_1573_Prlectionsvponthesac,"Prælections vpon the sacred and holy Reuelation of S. Iohn, written in latine by William Fulke Doctor of Diuinitie, and translated into English by George Gyffard.|In sacram divi Joannis Apocalypsim praelectiones. English|In sacram divi Joannis Apocalypsim",PraelectionsOnJohnsRevelation,"Fulke, William, 1538-1589.|Gifford, George, d. 1620,",Anno. 1573 [pridie calendas Ianuarij],4°,,1573,Imprinted at London :,"By Thomas Purfoote, at the signe of the Lucrece,",Bible. -- N.T. -- Revelation -- Commentaries -- Early works to 1800.,,prose,IR,INST,
A01324,S112728,A01324.headed.txt,a01324headed_Docuscope.html,A01324_1581_AreioyndertoBristows,"A reioynder to Bristows replie in defence of Allens scroll of articles and booke of purgatorie. Also the cauils of Nicholas Sander D. in Diuinitie about the supper of our Lord, and the apologie of the Church of England, touching the doctrine thereof, conf",RejoinderToBristow,"Fulke, William, 1538-1589.",Anno. 1581.,8°,,1581,At London :,"Printed by H. Middleton for George Bishop,","Bristow, Richard, -- 1538-1581. -- Reply to Fulke.|Sander, Nicholas, -- 1530?-1581. -- Supper of our Lord.",,prose,IR,ARG,
A01327,S102774,A01327.headed.txt,a01327headed_Docuscope.html,A01327_1571_AsermonpreachedatHam,"A sermon preached at Hampton Court on Sonday being the 12. day of Nouember, in the yeare of our Lord. 1570. VVherein is plainly proued Babylon to be Rome, both by Scriptures and doctors. Preached by VVilliam Fulke Bacheler of Diuinity, and fellow of S. Io",SermonAtHamptonCourt12Nov1570,"Fulke, William, 1538-1589.",[1571],8°,,1571,Imprinted at London :,"By Iohn Awdely,","Sermons, English -- 16th century.",,prose,IR,INST,
A01349,S105662,A01349.headed.txt,a01349headed_Docuscope.html,A01349_1540_IoannisPalsgrauiLond,"Ioannis Palsgraui Londoniensis, ecphrasis Anglica in comoediam Acolasti. The comedye of Acolastus translated into oure englysshe tongue, after suche maner as chylderne are taught in the grammer schole, fyrst worde for worde, as the latyne lyeth, and after",ComedyOfAcolastusTranslated,"Gnaphaeus, Gulielmus, 1493-1568.|Palsgrave, John, d. 1554,",Anno. M.D.XL. [1540],4°,,1540,[Impress. Lond. :,"In ædibus Tho. Berthel[eti] regii impressoris],",Latin language -- Readers.,,mixed,NI,NARR,
A01366,S109825,A01366.headed.txt,a01366headed_Docuscope.html,A01366_1537_Agaynstthepossessyon,"Agaynst the possessyons of the clergye. Harkyn what great auctorytes shall nowe folowe, for proffe thereof.",AgainstClergysPossessions,"Fyloll, Jasper.",1537?],8°,,1537,[London :,"J. Skot,",Catholic Church -- Clergy -- England.|Catholic Church -- Controversial literature -- Early works to 1800.|Catholic Church -- Doctrines -- Early works to 1800.,,prose,IR,ARG,
A01387,S102781,A01387.headed.txt,a01387headed_Docuscope.html,A01387_1571_SaluteminChristoGood,Salutem in Christo.|Good men and euill delite in contraryes.,DelightInContraries,"R. G., fl. 1571.|Grafton, Richard, d. 1572?,|Burghley, William Cecil, 1520-1598,",1571],8°,,1571,[London :,"Printed by John Day,","Norfolk, Thomas Howard, -- Duke of, -- 1538-1572.",,prose,NN,NARR,
A01428,S113824,A01428.headed.txt,a01428headed_Docuscope.html,A01428_1621_LinsiwoolsieOrTwocen,Linsi-woolsie. Or Two centuries of epigrammes. Written by William Gamage Batchelour in the Artes.|Linsi-woolsie|Two centuries of epigrammes.,LinseyWoolseyEpigrams,"Gamage, William.",1621,8°,,1621,London :,"Printed by Aug. Mathewes for Henry Bell, and are to besold [sic] at his shop in Bethelem without Bishops Gate, at the signe of the Sunne,","Epigrams, English -- Early works to 1800.",,verse,NN?,NARR?,
A01468,S102855,A01468.headed.txt,a01468headed_Docuscope.html,A01468_1553_Anadmonishiontothebi,"An admonishion to the bishoppes of VVinchester, London and others c.|Admonishion to the bishoppes of Winchester, London and others c.|Admonishion to the bishoppes of Winchester, London and others c.",AdmonitionToBishopsWinchester,"Bale, John, 1495-1563.",Anno. M.D.Liii. [1553] the first of October.,8°,,1553,Roane [i.e. London?] :,"By Michael Wood [i.e. John Day],","Gardiner, Stephen, -- bp. of Winchester, -- 1483?-1555.|Church of England -- Controversial literature -- Anglican authors.",,prose,IR,INST,
A01472,S102859,A01472.headed.txt,a01472headed_Docuscope.html,A01472_1618_GreatBrittanslittlec,"Great Brittans little calendar: or, Triple diarie, in remembrance of three daies. Diuided into three treatises. 1. Britanniæ vota: or God saue the King: for the 24. day of March, the day of his Maiesties happy proclamation. 2. Cæsaris hostes: or, the trag",BritainsLittleCalendar,"Garey, Samuel, 1582 or 3-1646.",1618,4°,,1618,London :,"Printed by Iohn Beale for Henry Fetherstone, and Iohn Parker,","Gunpowder Plot, 1605 -- Early works to 1800.|Gowrie Conspiracy, 1600 -- Early works to 1800.",,prose,IS or IR?,INST,IS
A01512,S102909,A01512.headed.txt,a01512headed_Docuscope.html,A01512_1600_Thehospitallofincura,"The hospitall of incurable fooles: erected in English, as neer the first Italian modell and platforme, as the vnskilfull hand of an ignorant architect could deuise.|Hospidale de' pazzi incurabili. English|L'hospidale de' pazzi incurabili.",HospitalOfIncurableFools,"Garzoni, Tomaso, 1549?-1589.|Nash, Thomas, 1567-1601.|Blount, Edward, fl. 1588-1632.",1600,4°,,1600,[London] :,"Printed by Edm. Bollifant, for Edward Blount,",Insanity -- Early works to 1800.,,prose,EX,EX,
A01594,S103016,A01594.headed.txt,a01594headed_Docuscope.html,A01594_1562_Thelavvesandstatutes,"The lavves and statutes of Geneua as well concerning ecclesiastical discipline, as ciuill regiment, with certeine proclamations duly executed, whereby Gods religion is most purelie mainteined, and their common wealth quietli gouerned: translated out of Fr",LawsOfGeneva,"Geneva (Switzerland)|Fills, Robert, fl. 1562,",1562,8°,,1562,Printed at London :,"By Rouland Hall [and Thomas Hacket], dwellyng in Gutter Lane, at the sygne of the halfe Egle and the Keye,",Church discipline -- Early works to 1800.|Ecclesiastical law -- Switzerland -- Geneva -- Early works to 1800.|Church and state -- Switzerland -- Early works to 1800.,,prose,STA,STA,
A01600,S103059,A01600.headed.txt,a01600headed_Docuscope.html,A01600_1614_ThelifeanddeathofMrE,"The life and death of Mr. Edmund Geninges priest, crowned with martyrdome at London, the 10. day of Nouember, in the yeare M.D.XCI.",LifeDeathEdmundGeninges,"Geninges, John, d. 1660.|Baes, Martin,|Wilson, John, ca. 1575-ca. 1645?,",An. 1614.,4°,,1614,At S. Omers :,"By Charles Boscard,","Geninges, Edmund, -- Saint, -- 1567-1591 -- Early works to 1800.",,prose,NN,NARR,
A01618,S108633,A01618.headed.txt,a01618headed_Docuscope.html,A01618_1569_Theofspringofthehous,"The ofspring of the house of Ottomanno and officers pertaining to the greate Turkes court. Whereunto is added Bartholomeus Georgieuiz Epitome, of the customes rytes, ceremonies, and religion of the Turkes: with the miserbale affliction of those Christians",OffspringOfHouseOfOttoman,"Georgijeviâc, Bartolomej, d. ca. 1566.|Gough, Hugh, fl. 1569,",[1569?],8°,,1569,Imprinted at London :,"In Fletestreate, neare vnto saint Dunstones church by Thomas Marshe,",Prisoners of war -- Early works to 1800.|Turkey -- History -- 1453-1683.,,prose,EX,EX,
A01700,S102994,A01700.headed.txt,a01700headed_Docuscope.html,A01700_1620_Asermonofecclesiasti,"A sermon of ecclesiastical benediction preached at Oundle at a visitation, Apr. 14. 1619. by Master Samuel Gibson, minister at Burleigh in Rutland.",SermonOfBeneditionAtOundle,"Gibson, Samuel.",1620,4°,,1620,At London :,"Imprinted by F[elix] K[ingston] for William Barringer, at the great north-doore of Pauls,","Sermons, English -- 17th century.",,prose,IR,INST,
A01706,S103090,A01706.headed.txt,a01706headed_Docuscope.html,A01706_1548_AbrevecronycleoftheB,A breve cronycle of the Bysshope of Romes blessynge and of his prelates beneficiall and charitable rewardes. from the tyme of Kynge Heralde vnto this daye.|Breve cronycle of the Bysshope of Romes blessynge|Breve cronycle of the Bysshope of Romes blessynge,BriefChronicleOfRomesBlessing,"Gybson, Thomas, d. 1562.",[1548?],8°,,1548,Imprinted at London :,"By [R. Wyer for] Iohn Daye, dwellyng in Sepulchres parish at the signe of the Resurrection a lytle aboue Holbourne Conduite. Cum priuilegio regali, ad imprimendum solum,",Catholic Church -- Controversial literature.,,verse,NN,NARR,
A01810,S103176,A01810.headed.txt,a01810headed_Docuscope.html,A01810_1628_RerumAnglicarumHenri,"Rerum Anglicarum Henrico VIII¨ Edvvardo VI. et Maria regnantibus, annales.|Rerum Anglicarum Henrico VIII. Edwardo VI. et Maria regnantibus, annales.|Rerum Anglicarum Henrico VIII. Edwardo VI. et Maria regnantibus, annales.",AnnalsOfEdward6Henry8AndMary,"Godwin, Francis, 1562-1633.",M.DC.XXVIII. [1628],4°,,1628,Londini :,"[Printed by Thomas Harper] apud Ioannem Billium, typographum Regium,","Great Britain -- History -- Tudors, 1485-1603 -- Early works to 1800.",,prose,NN,NARR,
A01828,S116675,A01828.headed.txt,a01828headed_Docuscope.html,A01828_1533_Thelegacyeorembassat,"The legacye or embassate of the great emperour of Inde prester Iohn, vnto Emanuell kynge of Portyngale, in the yere of our lorde M. v.C.xiii. Of the fayth of the Indyans, ceremonyes, relygyons []c. Of the patryarche [and] his offyce. Of the realme, state,",LegacyofPresterJohntoPortugal,"Góis, Damiäao de, 1502-1574.|More, John, fl. 1533,",1533],8°,,1533,[[London] :,"Printed by w. Rastell in Fletestrete in saynte Brydys chyrch yarde,","Manuel, -- I, -- King of Portugal, -- 1469-1521 -- Early works to 1800.|Voyages and travels -- Early works to 1800.|Portugal -- History -- Manuel, 1495-1521 -- Early works to 1800.",,prose,NI,NARR,
A01910,S120332,A01910.headed.txt,a01910headed_Docuscope.html,A01910_1569_Anewebookecalledthes,"A newe booke called the shippe of safegard, wrytten by G.B. Anno. 1569.|The shippe of safegard.|Ship of safegard.|Shippe of safegard.",ShipOfSafeguard,"Googe, Barnabe, 1540-1594.",[Anno. 1569],8°,,1569,Imprinted at London :,"By W. Seres,",,,verse,NI,NARR,"main poem is as much didactic as narrative, but last two poems are more narrative; is allegory imaginative or not? - Katie thinks allegory is more imaginative"
A01920,S103340,A01920.headed.txt,a01920headed_Docuscope.html,A01920_1604_EnotikonorAsermonoft,"Enåotikon or A sermon of the vnion of Great Brittannie, in antiquitie of language, name, religion, and kingdome: preached by Iohn Gordoun Deane of Sarum, the 28 day of October 1604, in presence of the the Kings Maiestie at Whitehall.|Enåotikon|Sermon of t",SermonUnionOfGreatBritain,"Gordon, John, 1544-1619.",1604,4°,,1604,Londini :,"[Printed by Eliot's Court Press] impensis Georgii Bishop,","Sermons, English -- 17th century.|Great Britain -- History -- James I, 1603-1625 -- Sermons.",,prose,IR,INST,
A01971,S103279,A01971.headed.txt,a01971headed_Docuscope.html,A01971_1615_AnexpositionoftheSon,"An exposition of the Song of Solomon: called Canticles. Together with profitable obseruations, collected out of the same. Perused and published by William Gouge, preacher of Gods Word in Black-Friers, London.",ExpositionOfSongOfSolomon,"Finch, Henry, Sir, d. 1625.|Gouge, William, 1578-1653,",1615,4°,,1615,London :,"Printed by Iohn Beale dwelling in Aldersgate streete and are there to be solde,",Bible. -- O.T. -- Song of Solomon -- Commentaries -- Early works to 1800.,,prose,IR,INST,
A01975,S103286,A01975.headed.txt,a01975headed_Docuscope.html,A01975_1626_AguidetogoetoGodorAn,"A guide to goe to God: or, An explanation of the perfect patterne of prayer, the Lords prayer. By William Gouge, B. in D. and minister of Gods Word in Black-Friers London.|Guide to goe to God|Explanation of the perfect patterne of prayer, the Lords prayer",ExplanationOfLordsPrayer,"Gouge, William, 1578-1653.",1626,4°,,1626,At London :,"Printed by G. M[iller] and R. B[adger] for Edward Brewster, and are to be sold at his shop neere the great north dore of St. Pauls Church, at the signe of the Bible,",Lord's prayer -- Early works to 1800.,,prose,IR,INST,
A01979,S103304,A01979.headed.txt,a01979headed_Docuscope.html,A01979_1619_ThevvholearmorofGodo,"The vvhole-armor of God: or A Christians spiritual furniture, to keepe him safe from all the assaults of Satan. First preached, and now the second time published and enlarged for the good of all such as well vse it:whereunto is also added a treatise of th",WholeArmorOfGod,"Gouge, William, 1578-1653.",1619,4°,,1619,At London :,"Printed by Iohn Beale,","Spiritual life -- Modern period, 1500-.|Sin, Unpardonable -- Early works to 1800.",,prose,IR,INST,
A01988,S105777,A01988.headed.txt,a01988headed_Docuscope.html,A01988_1561_Agodlybokewhereinisc,"A godly boke wherein is contayned certayne fruitefull, godlye, and necessarye rules, to bee exercised [et] put in practise by all Christes souldiers lyuynge in the campe of this worlde.|Godly boke wherein is contayned certayne fruitefull, godlye, and nece",GodlyBookForSoldiers,"Erasmus, Desiderius, d. 1536.|Artour, Thomas.|Gough, John, fl. 1561-1570.",1561 Cum priuilegio ad imprimendum solum.,8°,,1561,[Imprynted at London :,"By VVyllyam Seres dvvellynge at the vveste ende of Paules Churche, at the sygne of the Hedgehogge],",Christian life -- Early works to 1800.,,prose,IR,INST,
A02122,S105817,A02122.headed.txt,a02122headed_Docuscope.html,A02122_1584_GvvydoniusThecardeof,"Gvvydonius. The carde of fancie wherein the folly of those carpet knights is decyphered, which guyding their course by the compasse of Cupid, either dash their ship against most daungerous rocks, or els attaine the hauen with paine and perill. Wherein als",GwydoniusCardOfFancy,"Greene, Robert, 1558?-1592.|Labé, Louise, 1526?-1566.",1584,4°,,1584,At London :,"Imprinted [by T. East] for VVilliam Posonby,",,,prose,NI,NARR,
A02129,S119748,A02129.headed.txt,a02129headed_Docuscope.html,A02129_1583_MamilliaAmirrourorlo,"Mamillia. A mirrour or looking-glasse for the ladies of Englande. Wherein is disciphered, howe gentlemen vnder the perfect substaunce of pure loue, are oft inueigled with the shadowe of lewde lust: and their firme faith, brought a sleepe by fading fancie:",MirrorForLadiesOfEngland,"Greene, Robert, 1558?-1592.",1583,4°,,1583,Imprinted at London :,"[By T. Dawson] for Thomas Woodcocke,",Women -- Conduct of life -- Early works to 1800.,,prose,NI,NARR,
A02138,S105813,A02138.headed.txt,a02138headed_Docuscope.html,A02138_1584_Themyrrourofmodestie,"The myrrour of modestie wherein appeareth as in a perfect glasse howe the Lorde deliuereth the innocent from all imminent perils, and plagueth the bloudthirstie hypocrites with deserued punishments. Shewing that the graie heades of dooting adulterers shal",MirrorOfModesty,"Greene, Robert, 1558?-1592.",1584,8°,,1584,Imprinted at London :,"By Roger Warde, dwelling at the signe of the Talbot neere vnto Holburne Conduit,",,,prose,NI,NARR,
A02143,S108586,A02143.headed.txt,a02143headed_Docuscope.html,A02143_1588_Pandostothetriumphof,"Pandosto the triumph of time. VVherein is discouered by a pleasant historie, that although by the meanes of sinister fortune truth may be concealed, yet by time in spight of fortune it is most manifestlie reuealed. Pleasant for age to auoyde drowsie thoug",PandostoTriumphOfTime,"Greene, Robert, 1558-1592.",1588,4°,,1588,Imprinted at London :,"By Thomas Orwin for Thomas Cadman, dwelling at the signe of the Bible, neere vnto the north doore of Paules,","Shakespeare, William, -- 1564-1616. -- Winter's Tale -- Sources -- Early Works to 1800.",,prose,NI,NARR,
