TCP,ESTC
A34005,R32501
A34007,R37652
A34008,R17430
A34010,R32546
A34011,R20775
A34012,R5065
A34014,R16883
A34015,R32503
A34016,R21084
A34017,R19451
A34019,R39835
A34020,W13238
A34021,R37465
A34028,R20416
A34029,R11074
A34032,R35598
A34033,R5014
A34034,R12941
A34038,R26038
A34041,R34833
A34042,R34785
A34044,R11386
A34049,R6280
A34051,R29309
A34059,R235359
A34063,R3079
A34064,R1808
A34065,R23336
A34067,R1768
A34069,R37177
A34073,R26622
A34075,R27905
A34077,R16555
A34079,R22733
A34082,R39378
A34083,R33340
A34084,R40851
A34085,R18748
A34087,R27907
A34089,R29651
A34093,R24253
A34095,R2973
A34096,R27266
A34097,R24277
A34100,R35845
A34110,R7224
A34111,R20487
A34114,R9161
A34117,R35851
A34118,R39839
A34122,R16507
A34123,R13344
A34124,R29312
A34126,R7311
A34128,R22868
A34131,R23150
A34132,R20858
A34133,R22961
A34134,R5016
A34135,R20729
A34136,R35602
A34137,R37267
A34140,R1237
A34141,R224020
A34142,R2768
A34143,R40855
A34145,R4714
A34146,R41896
A34147,R29313
A34148,R3522
A34151,R18892
A34152,R1019
A34153,R2727
A34154,R27909
A34155,R29672
A34156,R17392
A34157,R20730
A34159,R20756
A34160,R12035
A34161,R235714
A34164,R41897
A34165,R8646
A34166,R219471
A34169,R39379
A34170,R212860
A34171,R21803
A34173,R29674
A34174,R1060
A34175,R27267
A34178,R35656
A34179,R4208
A34181,R35657
A34182,R32775
A34183,R4911
A34184,R39380
A34186,R27269
A34187,R8647
A34188,R38823
A34189,R32508
A34191,R4928
A34192,R39381
A34193,R1559
A34199,R43114
A34201,R18924
A34202,R40858
A34203,R40859
A34204,R40860
A34205,R43115
A34206,R40861
A34207,R5667
A34208,R1558
A34209,R29314
A34210,R40862
A34211,R584
A34212,R8830
A34213,R29315
A34215,R39382
A34216,R20811
A34223,R22893
A34227,R202456
A34228,R39384
A34229,R35603
A34230,R35604
A34232,R27911
A34233,R214336
A34234,R35606
A34235,R35607
A34236,R216005
A34242,R27273
A34243,R8004
A34245,R12576
A34246,R20757
A34249,R7498
A34250,R40345
A34251,R26041
A34255,R25352
A34260,R7497
A34261,R40864
A34262,R16415
A34263,R33377
A34264,R30271
A34265,R23060
A34266,R29675
A34267,R7439
A34268,R6214
A34269,R20781
A34271,R29678
A34272,R33378
A34273,R213370
A34274,R214953
A34275,R2905
A34277,R20805
A34278,R40865
A34279,R39385
A34280,R27274
A34281,R29316
A34283,R29679
A34284,R39387
A34285,R33379
A34287,R2450
A34288,R33380
A34289,R228925
A34290,R29681
A34291,R33392
A34293,R33394
A34296,R1457
A34297,R18926
A34298,R29682
A34299,R19478
A34300,R2622
A34302,R8699
A34306,R8328
A34309,R38824
A34310,R26579
A34311,R25966
A34313,R21080
A34315,R1182
A34322,R19446
A34324,R31652
A34327,R8381
A34328,R22843
A34329,R23429
A34331,R2805
A34333,R29325
A34334,R29174
A34335,R11683
A34337,N70022
A34338,R7421
A34340,R27912
A34345,R18960
A34346,R215209
A34347,R6813
A34348,R25353
A34349,R18961
A34350,R18810
A34351,R8485
A34352,R20027
A34353,R200044
A34354,R2785
A34355,R29685
A34356,R5547
A34357,R23335
A34359,R27913
A34360,R29687
A34363,R18991
A34365,R24780
A34366,R35464
A34367,R41900
A34368,R1079
A34369,R30922
A34373,R40866
A34374,P198
A34375,R37473
A34376,R214314
A34377,R214316
A34378,R28568
A34379,R2754
A34380,R21167
A34381,P146
A34383,R29328
A34385,R4861
A34386,R40867
A34388,R26580
A34389,R21188
A34390,R29692
A34391,R24781
A34392,R37662
A34394,R1078
A34395,R8533
A34396,R20827
A34397,R29330
A34399,R20851
A34401,R6281
A34403,R29170
A34405,R35466
A34407,R7506
A34410,R5604
A34411,R214963
A34412,R35659
A34413,R20347
A34414,R12520
A34420,R20620
A34423,R20751
A34424,R40306
A34425,R20593
A34427,R27915
A34428,R41901
A34429,R20683
A34430,R29331
A34431,R11518
A34432,R22951
A34433,R1614
A34436,R29716
A34438,R20852
A34439,R15923
A34444,R40868
A34445,R20750
A34447,R23381
A34451,R6283
A34454,R22918
A34463,R27916
A34465,R41902
A34466,R27917
A34467,R33398
A34470,R215454
A34471,R23937
A34475,R9869
A34476,R20376
A34477,R14941
A34478,R17343
A34479,R22173
A34480,R23895
A34481,R213372
A34483,R20605
A34485,R40869
A34486,R8594
A34487,R29718
A34494,R20876
A34496,R19815
A34497,R33449
A34498,R215455
A34499,R218178
A34501,R265
A34502,R218709
A34503,R36051
A34504,R13482
A34505,R23897
A34506,R8115
A34507,R214366
A34508,R23939
A34509,R2690
A34512,R40871
A34513,R43116
A34515,R36049
A34516,R12550
A34517,R214369
A34518,R36052
A34519,R39393
A34520,R40874
A34521,R225211
A34523,R33453
A34524,R40875
A34525,R20877
A34526,R10248
A34527,R20147
A34529,R39395
A34531,R23152
A34532,R224970
A34533,R19414
A34534,R19442
A34535,R233166
A34536,R5701
A34537,R2461
A34538,R23940
A34539,R2132
A34540,R5572
A34541,R37663
A34542,R2134
A34543,R23042
A34544,R32518
A34547,R18228
A34548,R210115
A34552,R27918
A34554,R7465
A34555,R2281
A34564,R8700
A34565,R30273
A34566,R3629
A34567,R19578
A34568,R37268
A34569,R170903
A34571,R29274
A34573,R20377
A34574,R40876
A34575,R9062
A34577,R1574
A34578,R19415
A34579,R19443
A34580,R18809
A34581,R29491
A34582,R19444
A34583,R22391
A34585,R2242
A34588,R18783
A34589,R19473
A34590,R15454
A34591,R14987
A34593,R6265
A34594,R3859
A34595,R221447
A34597,R37664
A34598,R28413
A34599,R17280
A34601,R40889
A34603,R32521
A34604,R40892
A34605,R39397
A34612,R2241
A34613,R24782
A34614,R5052
A34619,R21621
A34621,R20901
A34622,R20467
A34632,R355
A34636,R22475
A34637,R23124
A34639,R3156
A34640,R6690
A34641,R18563
A34643,R38825
A34644,R225151
A34645,R2518
A34652,R29620
A34654,R9498
A34659,R23786
A34660,R9081
A34662,R34787
A34663,R20552
A34666,R20578
A34668,R20949
A34669,R37665
A34672,R11464
A34673,R30971
A34674,R37665
A34675,R2830
A34677,R19445
A34678,R9380
A34679,R6199
A34683,R12089
A34686,R213380
A34689,R5113
A34693,R37666
A34694,R36271
A34701,W479526
A34702,R28569
A34703,R32525
A34705,R6127
A34707,R3568
A34708,R14588
A34709,R2628
A34711,R9016
A34712,R1629
A34713,R222147
A34716,R17249
A34717,R21849
A34718,R3965
A34722,R30275
A34724,R14609
A34726,R15895
A34727,R221452
A34728,R9840
A34729,R14668
A34730,R3567
A34731,R15946
A34732,R786
A34734,R41329
A34735,R10658
A34736,R15947
A34738,R16171
A34739,R215170
A34740,R216326
A34741,R30972
A34742,R171555
A34743,R2672
A34744,R30276
A34746,R15948
A34747,R34786
A34750,R213382
A34751,R37667
A34753,R28570
A34754,R7155
A34755,R36053
A34756,R30973
A34757,R15994
A34758,R6887
A34759,R36272
A34761,R4574
A34762,R20996
A34763,R213429
A34765,R37668
A34766,R43118
A34767,R34841
A34768,R2705
A34769,R8430
A34770,R20997
A34772,R1535
A34775,R40897
A34777,R16740
A34778,R28414
A34780,R38827
A34782,R18227
A34784,R3970
A34787,R17316
A34789,R5924
A34790,R17149
A34793,R10295
A34794,R9063
A34797,R31653
A34802,R4622
A34817,R21561
A34820,R33502
A34821,R18757
A34823,R16344
A34824,R21532
A34826,R18756
A34829,R16216
A34831,R33684
A34832,R17196
A34834,R1522
A34835,R17195
A34836,R35660
A34837,R10024
A34838,R39606
A34839,R28571
A34843,R33687
A34845,R18083
A34846,R4126
A34847,R693
A34848,R32491
A34849,R7196
A34850,R37684
A34852,R5067
A34854,R17365
A34855,R25356
A34856,R204217
A34857,R25357
A34858,R5017
A34859,R4912
A34865,R214372
A34866,R8045
A34867,R213227
A34868,R31308
A34874,R11566
A34877,R15332
A34879,R204981
A34880,R23430
A34886,R18389
A34888,R4126
A34889,R4126
A34891,R40349
A34892,R30974
A34893,R228175
A34893,R41903
A34893,R176391
A34895,R19627
A34896,R24254
A34897,R28573
A34898,R4552
A34899,R10925
A34900,R215238
A34902,R32371
A34903,R7154
A34907,R28574
A34909,R12732
A34912,R37686
A34913,R29280
A34914,R24283
A34915,R24785
A34916,R27283
A34917,R28576
A34918,R29281
A34919,R32372
A34920,R28577
A34921,R4623
A34922,R34789
A34925,R32373
A34926,R7153
A34930,R13298
A34931,R15482
A34936,R39608
A34943,R5167
A34944,R27286
A34946,R7152
A34947,R21835
A34948,R4965
A34950,R24786
A34954,R37688
A34955,R34843
A34956,R10082
A34958,R7613
A34962,R4964
A34964,R171595
A34966,R31310
A34967,R26649
A34969,R29283
A34970,R1090
A34972,R1035
A34974,R1088
A34975,R217272
A34976,R29743
A34977,R5677
A34979,R8981
A34980,R24787
A34984,R215182
A34986,R27135
A34987,R29284
A34988,R37689
A34989,R26650
A34990,R40352
A34991,R215184
A34992,R18318
A34996,R37690
A34997,R29744
A34998,R213012
A34999,R5678
A35001,R32375
A35003,R26073
A35004,R28578
A35006,R214946
A35007,R24789
A35008,R24130
A35009,R10390
A35010,R24790
A35011,R10391
A35013,R29745
A35015,R16020
A35017,R10498
A35020,R31312
A35021,R1143
A35023,R3785
A35025,R35863
A35026,R225557
A35029,R4769
A35030,R29286
A35031,R31313
A35032,R31314
A35033,R7650
A35034,R4768
A35038,R7749
A35042,R24795
A35043,R23793
A35044,R29659
A35045,R13193
A35047,R12168
A35051,R24116
A35052,R27922
A35055,R4655
A35057,R21747
A35064,R881
A35066,R6005
A35067,R218941
A35068,R933
A35069,R934
A35074,R170908
A35075,R21538
A35078,R27136
A35080,R4837
A35082,R5464
A35085,R21036
A35086,R25359
A35088,R25360
A35089,R37693
A35092,R3521
A35095,R24797
A35098,R41080
A35099,R9051
A35100,R39612
A35101,R37694
A35104,R37695
A35105,R213229
A35108,R41081
A35109,R225620
A35111,R18846
A35112,R29660
A35113,R22892
A35114,R22054
A35116,R33426
A35117,R25362
A35118,R5532
A35119,R29661
A35120,R24285
A35122,R35612
A35125,R29662
A35127,R19924
A35128,R20902
A35129,R29663
A35130,R28580
A35131,R27638
A35132,R1138
A35133,R37696
A35134,R27612
A35136,R204876
A35138,R222415
A35146,R37700
A35147,R19816
A35149,R24803
A35152,R29666
A35154,R18319
A35156,R8868
A35157,R36056
A35158,R7496
A35159,R32378
A35160,R29667
A35162,R7530
A35164,R214384
A35166,R21599
A35171,R22527
A35172,R27629
A35174,R213487
A35175,R31338
A35177,R31339
A35178,R1139
A35179,R18008
A35180,R24863
A35181,R20493
A35182,R31340
A35183,R214386
A35184,R17923
A35189,R24109
A35190,R37703
A35191,R2154
A35192,R43120
A35194,R31341
A35195,R37704
A35196,R24728
A35197,R28581
A35198,R40363
A35200,R28582
A35201,R21037
A35203,R34848
A35204,R34849
A35205,R29668
A35206,R29669
A35207,R1249
A35208,R29673
A35209,R28583
A35211,R24106
A35212,R21061
A35215,R8095
A35216,R21062
A35217,R8820
A35218,R37705
A35219,R21089
A35221,R21090
A35222,R21113
A35223,R37475
A35226,R22545
A35228,S108602
A35229,R19108
A35231,R246
A35232,R21134
A35233,R40369
A35234,R22568
A35236,R21152
A35238,R21153
A35239,R27845
A35240,R23794
A35242,R31344
A35243,T135016
A35244,R21178
A35246,R31345
A35247,R29494
A35248,R11001
A35251,R21199
A35254,R27846
A35255,R8819
A35259,R34850
A35262,R36058
A35263,R29289
A35266,R28584
A35267,R20737
A35268,R22095
A35270,R13012
A35271,R21034
A35272,R3346
A35274,R33344
A35275,R22693
A35277,R13930
A35279,R13013
A35280,R3041
A35283,R2847
A35284,R3083
A35286,R17694
A35287,R13299
A35289,R14018
A35290,R11653
A35292,R30975
A35294,R31289
A35295,R31668
A35296,R14219
A35297,R17366
A35299,R7604
A35302,R216327
A35303,R31290
A35305,R41334
A35307,R39616
A35308,R31291
A35309,R9163
A35310,R2742
A35311,R16639
A35312,R22478
A35314,R214975
A35316,R23795
A35317,R30284
A35320,R24865
A35321,R170909
A35325,R31349
A35326,R24895
A35327,R30285
A35328,R11004
A35330,R30286
A35332,R21200
A35333,R43123
A35334,R40371
A35335,R4677
A35337,R11614
A35338,R20251
A35340,R13968
A35343,R22606
A35344,R38833
A35345,R27278
A35351,R215462
A35352,R22504
A35353,R209928
A35355,R17172
A35356,R32392
A35358,R2956
A35365,R24897
A35381,R2908
A35389,R33345
A35390,R2883
A35394,R9312
A35396,R7964
A35400,R22526
A35404,R215465
A35407,R13555
A35408,R204213
A35409,R24899
A35410,R24113
A35411,R31353
A35412,R29690
A35416,R13398
A35421,R8817
A35422,R12625
A35423,R29691
A35425,R14108
A35427,S119238
A35428,R24900
A35429,R24901
A35430,R11553
A35431,R22651
A35432,R33428
A35435,R20355
A35436,R19646
A35438,R23899
A35439,R16048
A35440,R216220
A35444,R18533
A35445,R13924
A35447,R214321
A35448,R214324
A35452,R214328
A35453,R214329
A35454,R214330
A35455,R214332
A35458,R214339
A35460,R214375
A35461,R214376
A35463,R214378
A35464,R214380
A35466,R214382
A35467,R214383
A35468,R214385
A35469,R214387
A35473,R17469
A35475,R214403
A35477,R214405
A35478,R214407
A35479,R214408
A35480,R214409
A35481,R214410
A35482,R214411
A35483,R214413
A35486,R214414
A35487,R214415
A35490,R214421
A35491,R214422
A35492,R214424
A35493,R214425
A35494,R214426
A35495,R214428
A35497,R214429
A35499,R214433
A35507,R220201
A35513,R29693
A35517,R17308
A35520,R40138
A35521,R217704
A35523,R9241
A35524,R26661
A35525,R9311
A35526,R18885
A35527,R175886
A35528,R29694
A35529,R17286
A35530,R20572
A35531,R22479
A35532,R18714
A35534,R25363
A35535,R36275
A35537,R15201
A35538,R19353
A35539,R25968
A35541,R4133
A35544,R7475
A35545,R3989
A35546,R8881
A35552,R8882
A35553,R19416
A35554,R7580
A35558,R9398
A35559,R17546
A35562,R14730
A35563,R5468
A35564,R3910
A35565,R14401
A35568,R21714
A35569,R22950
A35570,R24255
A35571,R1051
A35572,R37476
A35573,R37527
A35574,R37528
A35578,R36276
A35579,R35824
A35583,R10699
A35587,R4831
A35588,R37529
A35589,R7783
A35590,R43076
A35591,R37526
A35592,R29176
A35593,R20522
A35594,R29178
A35595,R34790
A35596,R10754
A35597,R3955
A35599,R35468
A35600,R4006
A35601,R38977
A35602,R7438
A35603,R4010
A35604,R37530
A35605,R9239
A35606,R21713
A35607,R6470
A35608,R37531
A35609,R4007
A35610,R215100
A35611,R33348
A35613,R35462
A35614,R219212
A35615,R19657
A35616,T20044
A35617,R40309
A35618,R33298
A35619,R34791
A35620,R24729
A35621,N31639
A35622,R40310
A35623,R168
A35624,R24731
A35625,R221498
A35627,R36277
A35628,R29179
A35629,R3979
A35632,R16560
A35633,R36278
A35634,R36268
A35635,R38979
A35636,R37532
A35637,R34792
A35638,R9666
A35639,R35916
A35640,R20548
A35641,R23911
A35642,R213520
A35644,R8988
A35645,R212995
A35646,R3641
A35647,R5690
A35648,R170983
A35650,R15057
A35651,R32783
A35652,R2254
A35653,R13
A35654,R4710
A35657,R15850
A35658,R6223
A35663,R4711
A35666,R9598
A35667,R11873
A35668,R11874
A35669,R20339
A35670,R20511
A35671,R6297
A35672,R20371
A35673,R800
A35674,R31320
A35675,R23855
A35676,R15058
A35678,R35663
A35679,R27293
A35680,R20408
A35682,R12743
A35684,R22350
A35689,R29350
A35692,R12462
A35693,R20404
A35694,R16886
A35696,R9164
A35697,R2231
A35698,R14
A35699,R26116
A35700,R26691
A35701,R11850
A35702,R215470
A35703,R41090
A35704,R37727
A35705,R38
A35706,R23549
A35707,R29711
A35708,R25072
A35709,R7050
A35710,R31321
A35711,R43125
A35712,R799
A35713,R20616
A35717,R16515
A35718,R20496
A35719,R1151
A35720,R16744
A35721,R13324
A35722,R24292
A35723,R33429
A35724,R7682
A35726,R24890
A35728,R4300
A35730,R31322
A35731,R7739
A35734,R13328
A35736,R27295
A35738,R7784
A35739,R215340
A35740,R9376
A35744,R17188
A35745,R22748
A35748,R13570
A35750,R1345
A35751,R17477
A35753,R13556
A35756,S120132
A35757,R41092
A35758,R10762
A35759,R31974
A35760,R30979
A35761,R25365
A35762,R12756
A35763,R13478
A35764,R28591
A35765,R41093
A35766,R215343
A35767,R20208
A35770,R90
A35771,R20510
A35772,R18435
A35775,R13200
A35776,R139
A35777,R140
A35778,R215345
A35780,R197
A35781,R20316
A35783,R13980
A35784,R2145
A35785,R32399
A35786,R36089
A35787,R1519
A35788,R12800
A35789,R203582
A35791,R12799
A35793,R39891
A35796,R5366
A35799,R27299
A35800,R20239
A35801,R5110
A35802,R41082
A35803,R43126
A35804,R12502
A35805,R29712
A35806,R218188
A35809,R253
A35810,R214983
A35811,R26489
A35812,R24992
A35813,R17319
A35816,R6658
A35817,R37729
A35823,R216345
A35826,R23109
A35827,R303
A35830,R14041
A35831,R13981
A35833,R27296
A35836,R207336
A35837,R2959
A35838,R16196
A35839,R37742
A35840,R5247
A35841,R1346
A35842,R216346
A35843,R29359
A35844,R37743
A35845,R6659
A35846,R31323
A35847,R16564
A35849,R36090
A35850,R36091
A35851,R36092
A35852,R36093
A35853,R13739
A35854,R214461
A35855,R23857
A35856,R11949
A35857,R20617
A35858,R184577
A35860,R343
A35861,R29713
A35862,R29715
A35863,R26696
A35864,R213239
A35865,R37711
A35866,R12
A35867,R32400
A35868,R12007
A35869,R214467
A35870,R171767
A35871,R19218
A35872,R362
A35874,R25370
A35876,R29717
A35877,R420
A35878,R5360
A35879,R467
A35880,R231401
A35881,R522
A35882,R405
A35884,R449
A35885,R1473
A35886,R29719
A35887,R9162
A35889,R24995
A35890,R6338
A35891,R25371
A35892,R214470
A35893,R6434
A35894,R19239
A35895,R578
A35896,R637
A35899,R1953
A35901,R694
A35902,R216347
A35903,R734
A35904,R27858
A35905,R3
A35907,R33448
A35908,R8917
A35909,R23858
A35910,R4
A35911,R32401
A35913,R5204
A35914,R20577
A35915,R21910
A35917,R29722
A35918,R29360
A35919,R29723
A35922,R229679
A35923,R33450
A35924,R24293
A35927,R227562
A35928,R12656
A35931,R5148
A35932,T178184
A35936,R15168
A35937,R28592
A35938,R13049
A35941,R24996
A35943,R31324
A35945,R19237
A35948,R12374
A35949,R13881
A35951,R7896
A35955,R24294
A35958,R32402
A35959,R3405
A35961,R9762
A35962,R22628
A35963,R26481
A35964,R26083
A35965,R20409
A35967,R10653
A35968,R747
A35969,R38846
A35974,R8320
A35975,R31325
A35976,R27859
A35980,R213242
A35983,R20589
A35985,R20320
A35986,R20320
A35987,R9240
A35992,R22010
A35993,R14255
A35994,R20710
A35998,R10317
A36008,R7897
A36011,R27300
A36012,R19384
A36014,R29724
A36016,R24295
A36017,R17058
A36018,R1392
A36019,R19188
A36020,R10439
A36022,R19217
A36024,R19122
A36029,R837
A36033,R5893
A36034,R15327
A36037,R35548
A36046,R221210
A36047,R37278
A36048,R26699
A36049,R38849
A36051,R29731
A36052,R33451
A36054,R7839
A36055,R213508
A36056,R11506
A36057,R1391
A36059,R41096
A36060,R34740
A36061,R210506
A36074,R6660
A36075,R5571
A36077,R213243
A36078,R8393
A36081,R32403
A36083,R6708
A36084,R5163
A36086,R12263
A36088,R15277
A36089,R3519
A36090,R29734
A36092,R3313
A36093,R14406
A36095,R27860
A36096,R18655
A36097,R24296
A36100,R890
A36101,R41354
A36102,R203556
A36103,R15175
A36104,R12440
A36106,R9942
A36107,R15512
A36108,R22566
A36109,R41098
A36110,R14478
A36115,R14262
A36116,R14405
A36118,R24999
A36119,R29735
A36121,R17407
A36124,R32785
A36125,R944
A36128,R19461
A36130,R5361
A36132,R16081
A36135,R992
A36136,R217282
A36138,R17682
A36143,R15032
A36145,R32789
A36147,R32404
A36148,R30981
A36149,R6709
A36150,R27861
A36151,R215347
A36152,R26719
A36156,R34989
A36160,R25000
A36161,R14021
A36162,R34990
A36163,R298
A36164,R16023
A36166,R41924
A36169,R29696
A36172,R32791
A36173,R6693
A36174,R8490
A36175,R31976
A36182,R12020
A36184,R32761
A36185,R12215
A36186,R15569
A36187,R24911
A36188,R15768
A36189,R32797
A36190,R12019
A36191,R1053
A36192,R214395
A36193,R1104
A36194,R32762
A36196,R36094
A36197,R33457
A36198,R221512
A36199,R31333
A36202,R37751
A36203,R215354
A36204,R17399
A36205,R32798
A36211,R1156
A36212,R222630
A36213,R17010
A36215,R43124
A36216,R12518
A36217,R214990
A36218,R30294
A36219,R218747
A36220,R32799
A36221,R13671
A36225,R215283
A36226,R174686
A36228,R13105
A36230,R37279
A36231,R11125
A36233,R32815
A36235,R12203
A36236,R5295
A36239,R14490
A36240,R18467
A36241,R18161
A36242,R3930
A36244,R24298
A36246,R18011
A36249,R10224
A36251,R9160
A36252,R3354
A36253,R13106
A36257,R14256
A36258,R16080
A36261,R1351
A36263,R10150
A36265,R33458
A36266,R5372
A36268,R8411
A36270,R5322
A36271,R32800
A36272,R15031
A36273,R32763
A36275,R36096
A36276,R27305
A36278,R33459
A36279,R11306
A36280,R24912
A36281,R3307
A36282,R11561
A36283,R213517
A36284,R32814
A36285,R1157
A36287,R12136
A36288,R10333
A36289,R25002
A36290,R5321
A36291,R14930
A36292,R13744
A36294,R38840
A36296,R32764
A36298,R1211
A36301,R1266
A36304,R6224
A36308,R32773
A36309,R31977
A36310,R26084
A36311,R3830
A36312,R10334
A36314,R32821
A36315,R26727
A36316,R12441
A36317,R12533
A36320,R13801
A36322,R17535
A36326,R32822
A36329,R35664
A36334,R17043
A36335,R22695
A36343,R26732
A36344,R24288
A36345,R36097
A36346,R171817
A36347,R30983
A36348,R25563
A36350,R25564
A36351,R13969
A36353,R215291
A36354,R29740
A36355,R8585
A36356,R8587
A36357,R9728
A36358,R30984
A36359,R20874
A36360,R41100
A36362,R5248
A36365,R12791
A36367,R19123
A36369,R7115
A36371,R14688
A36373,R8762
A36374,R10442
A36376,R24913
A36377,R33460
A36378,R1546
A36379,R22239
A36382,R29746
A36383,R229051
A36385,R8760
A36388,R1317
A36389,R40381
A36390,R3587
A36391,R16566
A36392,R3647
A36393,R215364
A36396,R3835
A36397,R37758
A36399,R226321
A36400,R29369
A36401,R29370
A36402,R18907
A36403,R18875
A36404,R18906
A36405,R1376
A36407,R214993
A36408,R214996
A36409,R36098
A36410,R215001
A36412,R29372
A36414,R37754
A36415,R11806
A36416,R37756
A36417,R37762
A36420,R18874
A36421,R2840
A36423,R37763
A36424,R5098
A36425,R37765
A36426,R26485
A36427,R26484
A36428,R17479
A36429,R29374
A36430,R40382
A36431,R214580
A36432,R29375
A36433,R29697
A36434,R26484
A36435,R25004
A36441,R5271
A36444,R26734
A36446,R212841
A36449,R36099
A36451,R12464
A36452,R1352
A36453,R31365
A36457,R3520
A36458,R3213
A36459,R29748
A36460,R27156
A36461,R8708
A36462,R17651
A36463,R17888
A36464,R1122
A36465,R25565
A36466,R209871
A36482,R12463
A36484,R25006
A36485,R1366
A36486,R5225
A36487,R204322
A36488,R23145
A36491,R41928
A36494,R6648
A36495,R22856
A36496,R27308
A36497,R34994
A36499,R8654
A36500,R5533
A36501,R247
A36503,R20880
A36504,R37769
A36507,R32774
A36512,R22914
A36513,R1411
A36515,R24867
A36518,R20477
A36519,R30130
A36520,R8253
A36521,R216358
A36522,R24868
A36526,R22515
A36527,R31978
A36528,R11014
A36529,R36101
A36530,R36102
A36531,R28594
A36532,R29803
A36533,R26739
A36534,R1492
A36537,R227723
A36539,R14004
A36542,R19189
A36543,R38850
A36551,R8704
A36554,R18652
A36555,R35549
A36557,R212863
A36559,R31370
A36561,R9715
A36562,R12884
A36564,R41101
A36566,R233176
A36570,R22808
A36573,R37307
A36575,R24300
