TCP,ESTC
A64697,R8092
A64699,R24648
A64702,R7367
A64703,R233010
A64706,R222516
A64707,R220728
A64709,R7527
A64710,R25709
A64711,R220173
A64714,R14556
A64716,R10972
A64717,R30176
A64719,R215730
A64720,R5145
A64724,R34686
A64727,R220729
A64729,R25177
A64730,R2087
A64737,R219839
A64738,R34691
A64740,R2059
A64741,R22710
A64743,R222518
A64744,R35226
A64745,R203875
A64746,R6212
A64747,R148
A64749,R1483
A64750,R233020
A64752,R215741
A64753,R716
A64755,R217604
A64757,R3656
A64758,R6750
A64759,R13109
A64760,R1331
A64761,R3720
A64763,R203871
A64764,R1446
A64765,R6717
A64766,R6702
A64767,R146
A64768,R203905
A64770,R203907
A64772,R29264
A64773,R1102
A64774,R32918
A64775,R215755
A64776,R1048
A64777,R35227
A64778,R29410
A64779,R5744
A64780,R26343
A64781,R218011
A64788,R6969
A64789,R26345
A64790,R221892
A64791,R5313
A64795,R16184
A64799,R12617
A64802,R219225
A64804,R25827
A64805,R38482
A64806,R27038
A64807,R7065
A64808,R7804
A64809,R13659
A64811,R22310
A64822,R3161
A64827,R17374
A64833,R27039
A64834,R38391
A64835,R38004
A64836,R8176
A64839,R7440
A64843,R220146
A64845,R220947
A64846,R219631
A64847,R219854
A64850,R26346
A64853,R5970
A64857,R24653
A64859,R3623
A64860,R5046
A64861,R219857
A64864,R210025
A64873,R1529
A64879,R6797
A64881,R23591
A64882,R38005
A64883,R23769
A64888,R1365
A64889,R1674
A64890,R19818
A64892,R22213
A64893,R27574
A64894,R2983
A64897,R4132
A64899,R20945
A64902,R717
A64903,R221903
A64904,R10756
A64906,R13290
A64908,R18695
A64909,R10757
A64910,R24651
A64912,R22311
A64913,R22212
A64914,R13291
A64918,R15957
A64921,R12833
A64922,R222550
A64927,R233019
A64935,R25178
A64936,R38393
A64937,R14228
A64939,R23580
A64941,R3207
A64942,R22231
A64943,R222553
A64947,R9753
A64950,R3159
A64951,R222339
A64952,R28372
A64953,R185911
A64954,R8823
A64955,R39737
A64956,R38014
A64957,R6000
A64958,R16228
A64959,R26347
A64960,R26348
A64961,R34724
A64962,R219229
A64963,R27575
A64965,R18628
A64966,R1364
A64967,R218124
A64968,R27040
A64969,R25704
A64970,R3122
A64971,R26349
A64974,R5754
A64976,R22643
A64977,R222561
A64978,R219230
A64979,R19997
A64984,R221906
A64986,R220763
A64987,R23063
A64988,R27041
A64989,R25705
A64990,R24578
A64995,R235433
A64996,R220174
A64998,R27043
A64999,R11106
A65000,R220275
A65003,R233040
A65006,R204586
A65010,R18697
A65012,R7903
A65015,R34725
A65018,R202708
A65019,R10032
A65022,R219234
A65025,R22686
A65033,R186188
A65034,R38395
A65047,R39403
A65050,R29265
A65051,R655
A65052,R27037
A65055,R38022
A65060,R23
A65061,R3255
A65063,R203895
A65069,R39404
A65073,R3254
A65074,R21878
A65075,R23576
A65081,R34727
A65082,R39740
A65084,R23589
A65085,R28373
A65087,R219241
A65089,R16303
A65091,R18686
A65092,R222530
A65093,R28374
A65095,R21854
A65106,R34729
A65112,R26296
A65115,R217141
A65116,R26490
A65118,R796
A65123,R219245
A65124,R222342
A65126,R27577
A65127,R217145
A65130,R652
A65135,R12131
A65136,R9173
A65137,R19317
A65138,R654
A65140,R222346
A65147,R8912
A65148,R217610
A65149,R219249
A65151,R34733
A65152,R9069
A65153,R7959
A65154,R38388
A65169,R7958
A65172,R947
A65173,R22032
A65174,R1057
A65176,R6049
A65177,R32917
A65179,R1058
A65181,R19949
A65182,R1215
A65185,R32924
A65186,R25181
A65188,R23767
A65191,R8959
A65193,R219530
A65194,R23593
A65195,R7026
A65196,R24166
A65197,R37184
A65201,R222549
A65202,R1896
A65203,R14800
A65205,R22043
A65206,R14555
A65208,R217643
A65210,R15759
A65215,R38239
A65218,R34694
A65219,R217150
A65224,R20784
A65225,R38494
A65227,R10904
A65229,R28383
A65230,R25195
A65231,R219415
A65232,R33569
A65234,R1321
A65235,R222551
A65237,R15022
A65238,R34735
A65239,R826
A65241,R8112
A65244,R217219
A65245,R27116
A65246,R9287
A65249,R38958
A65250,R26308
A65251,R217645
A65253,R217155
A65256,R9085
A65257,R217223
A65258,T127902
A65259,R38495
A65260,R35236
A65261,R13489
A65264,R34094
A65265,R27056
A65266,R31816
A65267,R15810
A65268,R22989
A65269,R220853
A65271,R13490
A65272,R220880
A65275,R220888
A65276,R23954
A65285,R32148
A65287,R27057
A65291,R6205
A65292,R38240
A65293,R38513
A65294,R7336
A65295,R8965
A65296,R38514
A65297,R220974
A65299,R9123
A65300,R9124
A65301,R38516
A65303,R38517
A65304,R220893
A65306,R38519
A65307,R38520
A65308,R10636
A65309,R34736
A65311,R38521
A65312,R9175
A65313,R38959
A65314,R236185
A65318,R219887
A65319,R220895
A65320,R186314
A65321,R27584
A65322,R38244
A65324,R38960
A65325,R222380
A65326,S102123
A65328,R9234
A65330,R10590
A65331,R31986
A65336,R3494
A65339,R3319
A65341,R220897
A65342,R2846
A65343,R219478
A65345,R221967
A65348,R1216
A65349,R7160
A65350,R13540
A65351,R24606
A65352,R220900
A65355,R26310
A65356,R827
A65357,R219275
A65358,R17627
A65360,R5767
A65362,R6903
A65369,R12517
A65370,R203588
A65372,R219480
A65373,R26311
A65377,R220908
A65379,R12745
A65384,R25726
A65385,R24608
A65389,R27879
A65392,R6157
A65393,R229346
A65394,R33573
A65396,R6955
A65398,R33757
A65399,R219277
A65401,R184881
A65408,R39030
A65409,R38525
A65410,R24610
A65411,R26300
A65414,R204539
A65415,R731
A65418,R2126
A65419,R691
A65420,T166345
A65421,R39037
A65422,R38526
A65423,R3318
A65427,R4374
A65429,R7713
A65431,R312
A65432,R13831
A65435,R38245
A65439,R8066
A65440,R15240
A65441,R11107
A65443,R219445
A65445,R15205
A65451,R220987
A65453,R8026
A65455,R8110
A65456,R5820
A65458,R33581
A65459,R38249
A65464,R33583
A65465,R38528
A65466,R14620
A65468,R12206
A65469,R8228
A65470,R14312
A65471,R6954
A65473,R217302
A65474,R217303
A65475,R217304
A65478,R217331
A65480,R217334
A65481,R217346
A65482,R39752
A65485,R217647
A65486,R38250
A65487,R219481
A65488,R38251
A65490,R24612
A65494,R28386
A65495,R1918
A65510,R26301
A65511,R24585
A65514,R8083
A65521,P1081
A65524,R226695
A65525,R222294
A65527,R21876
A65528,R206516
A65531,R218936
A65532,R8064
A65533,R23957
A65534,R38532
A65537,R28387
A65538,R14825
A65542,R7028
A65548,R3625
A65552,R38579
A65553,R219451
A65555,R222295
A65556,R38252
A65557,R23965
A65559,R27060
A65560,R24614
A65562,R22564
A65563,R38253
A65564,R38254
A65565,R222588
A65566,R8013
A65567,R217165
A65568,R26302
A65569,R219485
A65571,R8028
A65573,R27585
A65574,R12188
A65576,R15152
A65578,R4944
A65580,R218466
A65581,R33586
A65583,R8011
A65586,R33587
A65589,R8846
A65590,R29269
A65591,R19970
A65594,R218467
A65595,R20365
A65597,R34741
A65598,R12017
A65601,R221989
A65603,R219490
A65606,R38305
A65607,R221990
A65609,R33758
A65610,R38583
A65611,R6163
A65616,R221991
A65618,R2961
A65619,R34742
A65620,R9388
A65621,R25731
A65622,R222589
A65623,R25732
A65624,R9055
A65626,R27064
A65628,R12788
A65629,R10315
A65630,R22723
A65632,R2888
A65633,R22741
A65634,R2854
A65635,R26471
A65636,R26314
A65637,N25610
A65639,R26326
A65641,R206506
A65642,R218512
A65643,R26315
A65644,R219502
A65645,R1217
A65647,R219503
A65648,R34743
A65649,S119530
A65650,R30188
A65653,R1059
A65656,R30189
A65659,R204022
A65662,R1160
A65663,R15115
A65664,R221994
A65666,R8905
A65667,R39755
A65668,R38586
A65669,R38588
A65671,R1322
A65672,R20397
A65673,R220939
A65674,R38635
A65675,R8053
A65676,R14006
A65677,R14877
A65678,R186469
A65679,R30190
A65680,R8906
A65681,R22742
A65682,R2042
A65684,R9671
A65685,R22765
A65690,R221995
A65691,R187810
A65692,R38589
A65693,R20420
A65694,R29271
A65695,R39040
A65697,R30191
A65699,R34745
A65700,R39042
A65701,R1639
A65702,R38592
A65706,R8848
A65708,R8904
A65709,R37213
A65710,R222005
A65713,R39049
A65714,R39058
A65715,R222007
A65716,R28389
A65719,R234356
A65722,R33590
A65724,R16364
A65725,R222571
A65726,R217167
A65727,R25734
A65729,R30192
A65730,R19725
A65731,R38593
A65732,R39060
A65733,R22565
A65734,R222573
A65735,R222008
A65736,R39756
A65737,R220995
A65738,R219282
A65739,R8845
A65740,R22855
A65741,R219453
A65743,R9948
A65748,R23600
A65750,R34695
A65752,R186492
A65753,R40696
A65754,R222301
A65764,R33619
A65765,R2666
A65766,R9789
A65767,R38599
A65768,R222015
A65769,R38307
A65770,R33591
A65771,R38308
A65772,R3902
A65773,R30193
A65775,R28390
A65776,R13592
A65777,R220997
A65778,R39757
A65779,R8954
A65781,R13593
A65782,R40678
A65783,R19855
A65786,R11142
A65787,R19669
A65789,R38026
A65792,R14597
A65793,R10112
A65794,R25814
A65795,R10159
A65796,R219979
A65798,R27876
A65800,R13640
A65801,R33592
A65802,R15645
A65808,R30194
A65809,R39071
A65810,R38600
A65813,R20283
A65814,R26478
A65817,R5365
A65818,R24550
A65820,R218514
A65821,R27049
A65822,R8716
A65823,R21460
A65824,R38603
A65825,R27586
A65826,R218515
A65827,R218518
A65829,R24551
A65830,R234487
A65831,R19754
A65832,R30196
A65833,R19917
A65834,R27066
A65835,R24586
A65836,R39076
A65838,R19780
A65839,R30197
A65840,R19963
A65841,T87022
A65842,R220960
A65843,R26353
A65844,R19753
A65845,R5717
A65846,R23587
A65848,R19809
A65849,R38309
A65850,R220965
A65851,R27590
A65852,R217347
A65854,R27067
A65855,R214791
A65856,R20009
A65857,R20036
A65858,R26354
A65859,R27591
A65860,R38605
A65861,R20065
A65862,R220968
A65863,R19836
A65864,R24552
A65865,R217349
A65867,R39125
A65868,R38606
A65869,R24554
A65870,R34747
A65871,R38636
A65872,R39128
A65873,R20094
A65874,R39132
A65875,R27068
A65876,R206645
A65877,R22439
A65878,R20124
A65879,R217169
A65880,T40797
A65881,R38608
A65882,R16339
A65883,R35241
A65884,R20202
A65885,R20277
A65886,R20306
A65887,R5315
A65888,R20305
A65889,R20330
A65890,R220976
A65891,R19779
A65892,R19916
A65893,R20356
A65895,R26355
A65896,R20758
A65897,R21475
A65898,R21502
A65899,R38610
A65900,R21528
A65901,R30198
A65902,R26356
A65904,R214122
A65907,R20705
A65908,R33637
A65909,R18048
A65910,R13122
A65911,R26357
A65914,R13284
A65917,R18451
A65920,R26298
A65921,R8955
A65922,R7420
A65924,R222306
A65926,R38611
A65927,R26358
A65931,R25200
A65932,R11466
A65935,R39388
A65936,R26359
A65939,R33639
A65940,R9736
A65941,R221007
A65942,R217355
A65943,R220184
A65944,R33641
A65947,R23586
A65948,R8794
A65949,R38612
A65950,R4013
A65952,R220985
A65954,R39742
A65955,R15697
A65956,R6485
A65957,R221014
A65959,R39391
A65962,R30199
A65963,R18585
A65969,R8113
A65972,R24555
A65974,R22947
A65977,R5719
A65980,R30213
A65982,R39394
A65983,R219253
A65984,R1640
A65985,R222018
A65987,R214793
A65988,R1728
A65993,R26362
A65994,R1767
A65997,R23046
A65998,R19144
A65999,R37217
A66000,R34696
A66001,R33656
A66003,R204096
A66004,R7135
A66008,R1806
A66010,R27071
A66011,R35250
A66012,R9887
A66013,R490125
A66015,R37218
A66016,R38614
A66020,R22649
A66021,R39396
A66022,R204812
A66025,R1664
A66029,R7133
A66039,R22913
A66045,R21115
A66047,R227427
A66051,R1665
A66053,R20334
A66057,R7501
A66058,R1911
A66059,R10977
A66060,R22933
A66062,R21732
A66063,W15418
A66064,R224077
A66065,R220792
A66066,R220794
A66068,R38401
A66069,R40697
A66073,R27587
A66075,R34095
A66076,R415
A66079,R6899
A66081,R7349
A66083,R217110
A66086,R98
A66089,R6521
A66090,R33657
A66091,R6520
A66092,R214804
A66094,R222777
A66095,R219891
A66096,R40123
A66097,R33658
A66098,W37635
A66099,R33663
A66100,R38934
A66101,R27592
A66102,R30203
A66104,R39758
A66105,R31017
A66106,R40698
A66107,R33664
A66108,R224076
A66109,R3357
A66110,W24933
A66111,R30205
A66112,R38936
A66113,R27051
A66115,R11250
A66116,R38937
A66117,R38618
A66118,R20634
A66119,R20252
A66120,R19262
A66121,R19487
A66122,R19733
A66123,R219505
A66124,R12313
A66125,R234576
A66126,R19895
A66127,R19952
A66128,R18879
A66129,R221019
A66131,R3225
A66133,W17402
A66134,R20553
A66135,R20554
A66140,R222315
A66141,R20580
A66142,R220955
A66143,R22812
A66144,R23228
A66146,R34697
A66147,R4078
A66148,R4169
A66149,R26369
A66150,R524
A66151,R4341
A66153,R217358
A66156,R222021
A66157,R222323
A66159,R20686
A66160,R14671
A66161,R30206
A66162,R7525
A66163,R20687
A66164,R222318
A66165,R20712
A66166,R222320
A66167,R214805
A66168,R222321
A66169,R13002
A66170,R219463
A66171,R222324
A66172,R35255
A66173,R222325
A66174,R4490
A66175,R222327
A66176,R222328
A66177,R20738
A66178,R20739
A66179,R20764
A66180,R218935
A66182,R20790
A66183,R222329
A66184,R221025
A66185,R4543
A66186,R222330
A66187,R222332
A66188,R233849
A66189,R25162
A66190,R222594
A66191,R39760
A66192,R39441
A66194,R39442
A66195,R221026
A66196,R40699
A66197,R40700
A66198,R225376
A66200,R40701
A66201,R37221
A66202,R37222
A66203,R37224
A66204,R37225
A66205,R37227
A66206,R24557
A66207,R39410
A66208,R37228
A66209,R37229
A66210,R37230
A66211,R37232
A66212,R37236
A66213,R4106
A66214,R4700
A66215,R37237
A66216,R40702
A66217,R228592
A66218,R37240
A66219,R218533
A66221,R99
A66223,R24558
A66224,R218535
A66226,R22812
A66228,R225360
A66229,R22875
A66230,R219989
A66231,R219991
A66232,R27048
A66234,R22876
A66235,R37243
A66236,R21974
A66237,R37244
A66239,R219464
A66240,R37245
A66242,R3592
A66243,R221936
A66244,R38405
A66245,R30207
A66246,R3700
A66247,R226330
A66248,R37246
A66249,R14698
A66250,R37247
A66251,R11521
A66252,R5508
A66253,R5512
A66254,R492056
A66255,R5409
A66256,R37249
A66258,R217374
A66259,R37250
A66260,R35257
A66261,R37251
A66262,R37252
A66263,R214659
A66266,R37253
A66267,R37254
A66268,R37255
A66269,R37256
A66270,R37257
A66271,R40703
A66272,R37258
A66273,R37259
A66275,R37260
A66276,R38074
A66277,R38075
A66278,R38076
A66279,R38077
A66280,R38078
A66282,R38079
A66283,R38080
A66284,R38081
A66285,R38082
A66286,R38083
A66287,R38084
A66288,R23245
A66289,R217651
A66290,R23254
A66291,R40704
A66292,R38085
A66293,R23264
A66294,R38086
A66295,R38087
A66296,R38088
A66297,R38089
A66298,R40705
A66300,R38090
A66301,R38091
A66302,R38092
A66303,R38093
A66304,R23266
A66305,R40706
A66306,R40707
A66307,R217375
A66309,R26370
A66310,R40708
A66311,R38094
A66312,R222023
A66313,R38095
A66314,R23278
A66315,R38096
A66316,R38097
A66317,R38098
A66318,R23280
A66319,R38099
A66320,R228498
A66321,R38101
A66322,R38102
A66323,R219993
A66324,R38103
A66325,R228411
A66326,R38105
A66327,R227709
A66328,R38107
A66329,R38108
A66330,R38109
A66331,R38110
A66332,R38111
A66333,R38112
A66334,R37261
A66335,R4808
A66336,R38113
A66337,R38142
A66338,R24588
A66341,R13642
A66342,R30208
A66343,R9333
A66344,R26371
A66345,R26372
A66346,R26373
A66347,R24559
A66348,R34698
A66351,R1845
A66352,R38938
A66353,R26374
A66354,R38620
A66355,R31018
A66356,R38621
A66357,R235035
A66358,R4855
A66359,R23293
A66360,R25201
A66361,R28391
A66362,R221017
A66363,R38622
A66367,R222610
A66368,R38940
A66370,R24560
A66371,R4902
A66372,R96
A66373,R203
A66375,R219553
A66381,R260
A66382,R4903
A66383,R1501
A66385,R38623
A66386,R220000
A66388,R3178
A66389,R3132
A66391,R5363
A66392,R23585
A66393,R38648
A66394,R1943
A66395,R1958
A66396,R1959
A66397,R221029
A66398,R1987
A66401,R17962
A66402,R211881
A66403,R38653
A66404,R38654
A66405,R2047
A66406,R2074
A66407,R11520
A66408,R38655
A66409,R2129
A66413,R2915
A66414,R38941
A66415,R38942
A66416,R214125
A66417,R2997
A66418,R7241
A66419,R7297
A66420,R7352
A66421,R7405
A66422,R7460
A66423,R222027
A66424,R7509
A66425,R7557
A66426,R7609
A66427,R7663
A66428,R38943
A66429,R7718
A66430,R38945
A66431,R7770
A66432,R10348
A66434,R186701
A66435,R214885
A66436,R10240
A66437,W15452
A66438,R26376
A66439,R27593
A66440,R5294
A66441,R220006
A66445,R2405
A66447,R7812
A66448,R26378
A66449,R27074
A66450,R12632
A66451,R39762
A66452,R2394
A66454,R7863
A66455,R7919
A66458,R218548
A66459,T96965
A66460,R15592
A66462,R10238
A66465,R8078
A66466,R8131
A66467,R9189
A66468,R220009
A66469,R18408
A66470,R12293
A66471,R219571
A66475,R219573
A66476,R8132
A66477,R26303
A66478,R6864
A66481,R8187
A66482,R8290
A66483,R24570
A66484,R7811
A66485,R38311
A66486,R18944
A66487,R7864
A66488,R22705
A66493,R38656
A66496,R38657
A66497,R38947
A66498,R7920
A66501,R3404
A66502,R5766
A66503,R38949
A66508,R219581
A66509,R23777
A66511,R219902
A66512,R2015
A66514,R1814
A66516,R27619
A66518,R219572
A66519,R219576
A66520,R7366
A66522,R38660
A66523,R9837
A66524,R38661
A66525,R31819
A66526,R38662
A66527,R27076
A66528,R219290
A66530,R40124
A66533,R219291
A66534,R9288
A66535,R26382
A66536,R217173
A66538,R12073
A66539,R9494
A66541,R38664
A66542,R219292
A66543,R38665
A66544,R26383
A66545,R7170
A66547,R9247
A66548,R27674
A66549,R38312
A66550,W3002
A66551,R35245
A66552,R22872
A66553,R219293
A66555,R219584
A66556,R6465
A66558,R218560
A66559,R207813
A66560,R207816
A66561,R33533
A66563,R38666
A66564,R38667
A66565,R12233
A66571,R27078
A66572,R8956
A66573,R38668
A66574,R220027
A66575,R222029
A66577,R9767
A66578,R38669
A66579,R2749
A66580,R304
A66581,R38670
A66582,R14591
A66584,R222279
A66585,R8248
A66586,R26385
A66588,R33673
A66589,R11662
A66593,R29490
A66595,R39122
A66596,R378
A66597,R6156
A66598,R38313
A66599,R219294
A66600,R8407
A66601,R38145
A66602,R217174
A66603,R13694
A66604,R24575
A66605,R30210
A66606,R39123
A66607,R8299
A66609,R39767
A66610,R41158
A66613,R8405
A66616,R26465
A66618,R31020
A66623,R221110
A66633,R224074
A66651,R220028
A66656,R233189
A66659,R219589
A66667,R38315
A66669,R10401
A66672,R25185
A66675,R14646
A66678,R11813
A66680,R33679
A66681,R12394
A66682,R39412
A66683,R40126
A66684,R12363
A66685,R220031
A66686,R218568
A66687,R219016
A66688,R222280
A66689,R38146
A66690,R220037
A66692,R40711
A66693,R27621
A66694,R11716
A66695,R11630
A66697,R41412
A66698,R363
A66699,R9014
A66700,R24590
A66701,R222284
A66704,R26428
A66705,R12812
A66707,R221040
A66709,R26388
A66710,R11577
A66711,R5261
A66712,R38147
A66713,R11523
A66715,R35262
A66717,R38149
A66719,R7741
A66720,R11196
A66722,R221937
A66725,R5411
A66727,R12081
A66730,R5492
A66732,R220186
A66733,R33680
A66736,R218014
A66737,R217175
A66739,R11964
A66741,R38723
A66744,R222286
A66746,R222288
A66750,R9646
A66751,R25189
A66752,R38724
A66753,R27622
A66755,R11915
A66756,R14994
A66757,R222291
A66758,R11913
A66760,R11869
A66761,R19091
A66762,R218029
A66763,R11628
A66765,R11575
A66766,R11576
A66767,R12194
A66769,R219912
A66771,R12459
A66772,R12240
A66774,R11664
A66775,R12082
A66777,R12139
A66781,R200947
A66783,R11665
A66784,R12458
A66786,R12399
A66787,R39741
A66789,R26390
A66790,R35265
A66791,R12397
A66792,R15041
A66794,R12299
A66795,R12298
A66797,R205122
A66798,R28395
A66801,R38726
A66805,R34096
A66807,R7892
A66808,R1749
A66809,R38727
A66810,R221136
A66812,R12699
A66814,R14984
A66815,R221138
A66816,R39130
A66817,R38728
A66818,R8866
A66819,R39135
A66820,R203985
A66821,R25191
A66822,R38318
A66823,R29273
A66830,R217177
A66831,R31822
A66832,R219766
A66834,R8138
A66839,R221142
A66843,R221168
A66844,R204109
A66847,R221174
A66855,R39137
A66856,R224071
A66857,R15081
A66858,R26469
A66859,R8815
A66860,R26391
A66861,R15328
A66862,R219472
A66865,R15082
A66866,R39138
A66867,R27623
A66868,R15126
A66869,R26392
A66870,R9734
A66871,R15406
A66875,R235829
A66877,R11965
A66879,R20139
A66880,R26394
A66881,R15116
A66882,R18043
A66884,R26474
A66885,R12074
A66888,R11811
A66889,R34097
A66890,R31824
A66891,R38319
A66892,R20240
A66897,R20291
A66898,R20318
A66899,R20340
A66900,R25192
A66902,R24582
A66905,R20405
A66906,R34097
A66907,R218915
A66910,R8595
A66912,R20406
A66914,R221189
A66921,R20746
A66925,R15593
A66926,R8148
A66927,R33682
A66928,R20772
A66930,R233357
A66931,R39139
A66932,R206983
A66933,R23349
A66934,R8052
A66939,R20841
A66940,R21051
A66941,R26396
A66942,R21026
A66943,R24592
A66944,R20988
A66945,R9249
A66946,R22497
A66947,R221198
A66948,R22583
A66950,R219333
A66951,R221201
A66957,R222050
A66958,R16193
A66960,R7292
A66961,R38732
A66962,R7238
A66963,R7162
A66964,R38733
A66965,R26397
A66966,R14750
A66967,R10046
A66968,R219334
A66969,R9786
A66970,R31841
A66971,R25193
A66973,R38759
A66974,R16193
A66976,R38320
A66978,R220039
A66979,R26398
A66980,R26399
A66982,R27594
A66984,R22688
A66985,R10607
A66986,R221216
A66989,R37263
A66990,R219337
A66995,R18114
A66997,R25194
A66998,R215934
A67000,R217619
A67002,R221221
A67003,R18279
A67005,R27624
A67006,R7163
A67007,R1666
A67009,R31843
A67011,R221225
A67012,R26400
A67013,R221049
A67014,R38760
A67015,R221231
A67016,R22706
A67017,R1982
A67018,R23478
A67019,R38321
A67020,R23484
A67021,R10179
A67022,R26402
A67023,R10339
A67024,R38761
A67026,R15696
A67028,R221242
A67031,R27625
A67033,R7944
A67034,R201911
A67036,R1939
A67039,R35271
A67041,R221052
A67044,R23485
A67045,R220041
A67047,R204145
A67048,R218569
A67049,R23487
A67050,R23491
A67051,R23493
A67060,R26404
A67061,R219474
A67064,R23504
A67065,R31846
A67066,R218033
A67067,R1856
A67068,R38408
A67071,R221053
A67073,R23584
A67074,R221248
A67077,R26405
A67079,R221250
A67080,R1887
A67081,R39146
A67083,R225414
A67085,R39413
A67091,R33686
A67093,R7164
A67095,R217663
A67097,R39188
A67098,R205419
A67100,R16804
A67101,R34759
A67102,R34760
A67103,R39189
A67104,R34761
A67106,R21563
A67107,R217193
A67108,R21641
A67110,R21127
A67115,R27052
A67117,R20916
A67118,R22134
A67119,R34763
A67120,R26407
A67122,R39190
A67123,R25222
A67124,R34764
A67125,R23450
A67126,R3923
A67127,R34765
A67129,R21346
A67131,R21322
A67134,R34766
A67135,R32928
A67137,R9250
A67140,R31847
A67141,R22429
A67142,R21082
A67145,R8957
A67146,R11962
A67147,R21103
A67148,R27081
A67149,R9031
A67152,R12351
A67153,R221054
A67154,R16243
A67155,R1909
A67156,R12297
A67157,R8889
A67158,R38767
A67159,R26408
A67161,R23270
A67163,R221253
A67164,R221256
A67165,R8739
A67166,R221057
A67169,R23283
A67171,R34768
A67172,R221261
A67173,R25216
A67174,R35273
A67175,R31849
A67176,R1805
A67177,R6696
A67178,R12025
A67180,R220188
A67182,R31851
A67183,R38322
A67184,R12138
A67185,R12196
A67187,R38771
A67189,R12296
A67191,R201018
A67192,R21398
A67194,R39414
A67197,R217195
A67199,R34098
A67200,R34099
A67201,R7945
A67202,R10532
A67203,R1687
A67209,R16372
A67210,R221264
A67211,R27627
A67212,R217196
A67213,R221267
A67215,R219913
A67217,R221272
A67218,R222177
A67220,R34100
A67221,R34101
A67222,R31852
A67224,R221277
A67225,R221060
A67227,R3875
A67229,R34103
A67230,R26413
A67231,R204134
A67232,R15591
A67233,R38784
A67234,R38323
A67235,R9015
A67236,R222179
A67237,R34104
A67238,R34105
A67239,R24593
A67240,R4877
A67241,R222557
A67242,R5703
A67243,R7237
A67245,R17974
A67246,R219915
A67247,R222266
A67248,R991
A67250,R21067
A67252,R3976
A67257,R17217
A67258,R18640
A67262,R16501
A67263,R6846
A67264,R17434
A67267,R23178
A67268,R13384
A67269,R4995
A67270,R39415
A67274,R26299
A67284,R6948
A67286,R219919
A67291,R218341
A67294,R23902
A67305,R9390
A67307,R38411
A67311,R5262
A67314,R200568
A67315,R218344
A67317,R34705
A67322,R40679
A67323,R219349
A67324,R20458
A67325,R38029
A67326,R218348
A67327,R26304
A67328,R218128
A67329,R34706
A67331,R18584
A67332,R779
A67333,R11253
A67334,R18409
A67335,R18618
A67336,R6612
A67337,R12840
A67338,R8642
A67339,R835
A67340,R1049
A67341,R889
A67344,R13495
A67346,R9926
A67349,R219928
A67350,R14491
A67351,R11197
A67352,R235777
A67353,R5108
A67355,R219518
A67356,R38412
A67357,R203883
A67358,R33538
A67359,R207292
A67361,R39417
A67362,R18835
A67363,R18749
A67366,R13385
A67368,R24595
A67369,R206915
A67370,R217620
A67373,R212965
A67375,R34709
A67377,R21035
A67379,R2541
A67383,R705
A67384,R18644
A67385,R1265
A67386,R28904
A67388,R38415
A67389,R18175
A67390,R34710
A67395,R7104
A67397,R18108
A67398,R12565
A67403,R40677
A67404,R218356
A67405,R218358
A67406,R18038
A67407,R12564
A67408,R18000
A67409,R17999
A67411,R34712
A67417,R17917
A67419,R186204
A67420,R15738
A67421,R236681
A67422,R17872
A67424,R9805
A67426,R25724
A67427,R7593
A67430,R17873
A67431,R6243
A67433,R10602
A67435,R219375
A67437,R13539
A67438,R17831
A67439,R23908
A67443,R34713
A67444,R222373
A67445,R38929
A67448,R6905
A67449,R13108
A67450,R707
A67452,R8169
A67453,R7210
A67455,W7205
A67457,R7934
A67461,R37212
A67462,R202374
A67467,R8226
A67468,R17794
A67469,R10749
A67470,R15317
A67472,R38020
A67473,R219385
A67474,R219527
A67477,R219279
A67478,R27583
A67479,R15165
A67481,R3500
A67484,R38023
A67485,R9839
A67487,R222375
A67488,R38419
A67489,R8227
A67490,R15140
A67491,R38063
A67492,R28381
A67493,R24108
A67494,R218404
A67496,R13383
A67498,R218407
A67499,R18373
A67500,R15114
A67501,R8751
A67503,R219388
A67504,R854
A67505,R33541
A67506,R3697
A67509,R220840
A67510,R219389
A67511,R8237
A67512,R3744
A67513,R15113
A67514,R219390
A67516,R8696
A67517,R42232
A67518,R4030
A67519,R27054
A67520,R3048
A67521,R27061
A67523,R13160
A67524,R38065
A67525,R218893
A67526,R219267
A67527,R905
A67528,R3226
A67529,R233769
A67530,R33543
A67531,R33546
A67534,R221934
A67536,R218409
A67537,R13934
A67544,R217629
A67545,R219395
A67546,R14925
A67549,R12309
A67550,R218413
A67551,R11713
A67553,R25182
A67554,R15166
A67555,R24582
A67556,R26305
A67559,R10700
A67561,R38484
A67563,R19529
A67564,R12260
A67566,R35233
A67568,R4140
A67569,R203999
A67572,R10647
A67573,R3798
A67574,R38484
A67575,R12478
A67578,R13893
A67580,R219537
A67583,R5218
A67593,R12362
A67598,R10189
A67600,R219546
A67603,R219405
A67608,T224834
A67609,R14363
A67611,R14364
A67614,R38066
A67615,R219407
A67616,R27055
A67619,R13161
A67621,R15139
A67622,R11108
A67624,R38489
A67625,R3367
A67626,R38490
A67627,R218419
A67631,R38491
A67636,R38492
A67637,R27115
A67639,R12863
A67640,R218420
A67641,R7053
A67643,R34718
A67644,R38946
A67646,R221952
A67648,R34719
A67649,R219411
A67650,R14220
A67651,R214788
A67654,R26479
A67655,R219412
A67656,R186280
A67657,R35235
A67659,R218894
A67662,R8118
A67665,R33557
A67666,R186287
